"Gene","Bead","Sup","Enrichment","P"
"Has1",16.23,12.39,0.4," 1.7e-04"
"Pkd1l1",7.52,5.48,0.4," 3.1e-02"
"B3galnt2",42.16,32.16,0.4," 5.4e-07"
"Mettl2",61.34,46.6,0.4," 6.4e-11"
"Senp5",163.96,124.06,0.4," 4.8e-19"
"Fn3k",27.6,21.17,0.4," 1.0e-04"
"Dbn1",149.01,112.91,0.4," 3.5e-19"
"Trim37",168.51,128.65,0.4," 4.7e-18"
"Tmem231",24.16,18.57,0.4," 8.3e-07"
"Lnpk",160.94,123.18,0.4," 2.6e-10"
"A330074K22Rik",16.89,13.54,0.4," 2.0e-03"
"Pak6",56.74,42.81,0.4," 2.6e-08"
"Ankrd55",120.65,92.87,0.4," 6.1e-09"
"Micu2",152.44,115.89,0.4," 5.3e-14"
"Ogfod1",95.77,72.22,0.39," 1.3e-13"
"Frmd4a",1514.04,1163.93,0.39," 2.1e-15"
"4933406F09Rik",7.63,6.08,0.39," 1.5e-02"
"Tcte2",131.49,102.64,0.39," 2.3e-06"
"Thrb",290.96,221.58,0.39," 4.9e-20"
"Psmd9",98.47,74.97,0.39," 2.4e-20"
"Dnaaf5",21.36,15.98,0.39," 7.9e-06"
"Kcnk10",82.28,62.86,0.39," 2.1e-07"
"Ogfod2",16.65,12.4,0.39," 3.5e-04"
"Rhot2",13.83,10.21,0.39," 2.5e-03"
"Slc17a5",74.06,56.53,0.39," 1.2e-07"
"Dab2ip",68.41,51.92,0.39," 2.1e-07"
"Bahcc1",44.41,33.78,0.39," 9.8e-07"
"Galnt9",46.99,36.19,0.39," 2.8e-05"
"Nlrc3",17.39,13.63,0.39," 3.2e-04"
"5031415H12Rik",18.87,14.26,0.39," 4.2e-04"
"1700111N16Rik",11.39,8.39,0.39," 5.0e-03"
"Tab3",20.25,15.57,0.39," 2.2e-04"
"Ugcg",52.36,40.11,0.39," 1.5e-08"
"Trmt1",87.53,67.32,0.39," 2.2e-13"
"Mapk14",111.04,84.43,0.39," 2.0e-10"
"B230217O12Rik",29.18,22.41,0.39," 4.8e-07"
"Krr1",19.84,14.99,0.39," 1.6e-03"
"Rapgef2",201.96,154.88,0.39," 6.1e-10"
"Pds5b",189.26,144.53,0.39," 1.6e-20"
"Pdzd2",88.69,68.01,0.39," 3.6e-13"
"Entpd6",72.56,55.38,0.39," 3.0e-09"
"Frmpd3",121.95,94.73,0.39," 3.4e-08"
"4931423N10Rik",6.62,5.15,0.39," 3.6e-02"
"Vps50",132.76,100.78,0.39," 3.7e-20"
"Ahctf1",82.06,62.55,0.39," 8.2e-17"
"Fhl2",7.84,5.99,0.39," 1.4e-02"
"Ier5l",12.43,8.77,0.39," 4.3e-02"
"Zbtb43",22.81,17.54,0.39," 5.2e-05"
"Cacna1b",305.06,236.06,0.39," 3.4e-14"
"Utp20",38.48,28.89,0.39," 3.6e-08"
"Snhg11",10776.17,8274.05,0.39," 6.8e-13"
"Syt14",98.98,76.93,0.39," 1.1e-08"
"Tyk2",34.94,26.47,0.39," 2.7e-06"
"Extl1",10.97,8.18,0.39," 3.1e-02"
"Rtl1",54.12,41.78,0.39," 2.4e-07"
"Pigl",37.55,29.51,0.39," 1.9e-05"
"Neto1",83.66,64.53,0.39," 4.4e-07"
"Nptn",512.12,391.31,0.39," 3.1e-08"
"Tro",202.34,155.14,0.39," 5.7e-17"
"Rasgef1c",13.39,10.49,0.39," 1.8e-02"
"Itga11",28.07,21,0.39," 5.7e-05"
"Lrp1b",2807.68,2171.38,0.39," 2.0e-10"
"Fam131a",78.31,58.94,0.39," 4.9e-10"
"Sacs",55.82,42.59,0.39," 1.5e-10"
"Rrp12",15.53,11.87,0.39," 6.2e-04"
"Pcolce2",42.2,32.31,0.39," 7.6e-06"
"Mageb18",10.07,7.62,0.39," 5.1e-03"
"Senp8",133.4,100.82,0.39," 1.7e-10"
"Bicdl1",126.51,99.64,0.39," 4.2e-08"
"Dock9",185.26,143.92,0.38," 1.4e-08"
"Trim46",110.67,84.94,0.38," 2.1e-14"
"Cadps",716.3,556.79,0.38," 7.4e-11"
"Nme4",14.6,11.16,0.38," 1.1e-03"
"Eipr1",67.58,51.91,0.38," 2.8e-09"
"Meaf6",94.41,72.28,0.38," 7.2e-16"
"Adgrb1",106.83,82.44,0.38," 2.0e-14"
"L2hgdh",29.22,22.83,0.38," 3.5e-07"
"Gdap1",88.41,67.82,0.38," 5.2e-10"
"Spata24",28.65,21.72,0.38," 3.5e-06"
"Rnf157",168.95,132.84,0.38," 9.3e-09"
"Speg",51.93,40.41,0.38," 1.2e-10"
"Zc3h6",117.51,90.32,0.38," 1.1e-19"
"Smim14",85.19,66.47,0.38," 1.8e-08"
"Tbc1d9",88.91,68.42,0.38," 4.3e-14"
"4930478K11Rik",7.54,5.85,0.38," 1.7e-02"
"Tmem63b",122.69,93.61,0.38," 7.4e-22"
"Ablim1",227.11,176.42,0.38," 6.3e-09"
"Cys1",28.76,21.99,0.38," 7.8e-05"
"Ccdc7b",19.63,14.95,0.38," 8.5e-03"
"Arhgap1",39.56,29.93,0.38," 1.2e-06"
"Atxn7l1os2",7.29,5.49,0.38," 1.6e-02"
"Efcab6",16.74,13.04,0.38," 7.4e-04"
"Pnma3",99.23,76.57,0.38," 1.4e-14"
"Cpt1c",113.1,87,0.38," 1.1e-14"
"Zgpat",46.3,35.19,0.38," 4.0e-08"
"Mapre2",208.33,159.84,0.38," 8.0e-23"
"Bsn",116.69,89.86,0.38," 5.8e-13"
"Arhgef7",125.89,96.66,0.38," 3.1e-09"
"Stox1",32.29,24.69,0.38," 1.9e-06"
"Ankef1",22.61,17.46,0.38," 4.4e-06"
"Yeats2",130.75,101.15,0.38," 9.0e-13"
"A230077H06Rik",10.5,8.26,0.38," 5.0e-03"
"Klhl32",149.11,116.03,0.38," 1.3e-10"
"Wdr34",86.7,66.56,0.38," 1.0e-14"
"Sdk1",347.57,275.66,0.38," 4.1e-09"
"Crtc3",164.92,127.36,0.38," 1.1e-17"
"Dnmt3aos",6.48,4.88,0.38," 2.3e-02"
"Tcea2",42.33,33.4,0.38," 8.0e-07"
"Pacsin1",332.86,257.99,0.38," 9.1e-34"
"1810043G02Rik",42.6,32.43,0.38," 3.9e-07"
"Mcmdc2",19.18,14.44,0.38," 4.4e-03"
"Serac1",37.02,29.07,0.38," 1.0e-04"
"Rabep1",325.48,249.76,0.38," 4.1e-26"
"1700084C06Rik",89.31,68.1,0.38," 5.0e-10"
"Sympk",89.6,69.3,0.38," 2.3e-15"
"Crocc2",11.89,9.28,0.38," 3.1e-03"
"4632404H12Rik",8.51,6.65,0.38," 1.3e-02"
"Nudcd1",52.51,40.4,0.38," 2.7e-10"
"Ndrg1",33.53,25.8,0.38," 6.5e-04"
"Arhgap33",43.29,33.15,0.38," 3.5e-09"
"Sbf2",315.91,244.7,0.38," 6.2e-21"
"Spata7",177.85,136.3,0.37," 1.6e-08"
"Zfr2",93.68,73.29,0.37," 2.7e-08"
"Fam13c",96.84,75.17,0.37," 1.6e-10"
"Frg2f1",9.87,7.52,0.37," 3.4e-03"
"Ppih",21.71,17.24,0.37," 4.5e-04"
"Lin37",18.23,14.81,0.37," 1.4e-03"
"Aacs",48.02,37.8,0.37," 4.1e-09"
"Dalrd3",120.03,92.54,0.37," 6.8e-15"
"Lrrcc1",70.44,54.95,0.37," 4.4e-11"
"Bcs1l",50.69,38.92,0.37," 6.1e-10"
"Sprtn",16.57,12.94,0.37," 3.1e-03"
"Xkr4",884.93,690.83,0.37," 2.3e-09"
"Dync1i2",297.72,231.63,0.37," 4.6e-12"
"Trpv2",44.29,33.74,0.37," 2.1e-07"
"Rpl35",7.19,5.6,0.37," 1.5e-02"
"Dnajc11",80.82,62.36,0.37," 9.8e-09"
"Hs3st1",24.63,19.37,0.37," 1.5e-04"
"Nr2f1",31.38,24.56,0.37," 1.0e-04"
"Lamc1",58.78,45.1,0.37," 3.9e-09"
"Fam124a",32.93,25.7,0.37," 8.2e-04"
"Dync2h1",221.78,171.75,0.37," 1.0e-11"
"Cog1",38.86,30.21,0.37," 1.8e-07"
"Sergef",147.62,113.69,0.37," 2.7e-10"
"Nle1",29.35,23.42,0.37," 4.4e-04"
"Lrrc1",52.63,40.61,0.37," 1.0e-06"
"Top1mt",15.35,12.06,0.37," 1.5e-03"
"Cyp2c66",15.7,12.23,0.37," 2.7e-04"
"1600020E01Rik",72.43,56.39,0.37," 2.3e-11"
"Ak4",17.4,13.07,0.37," 2.4e-04"
"Nup210",37.58,29.07,0.37," 1.1e-05"
"Ankrd39",6.07,4.47,0.37," 4.4e-02"
"Wdr7",178.07,138.61,0.37," 4.9e-23"
"1700126G02Rik",39.25,30.7,0.37," 2.1e-05"
"Deaf1",55.82,43.54,0.37," 1.1e-08"
"Epb41",135.09,106,0.37," 5.1e-14"
"Fxyd4",45.12,35.09,0.37," 1.2e-04"
"Mcph1",86.37,67.88,0.37," 1.8e-10"
"Taf5l",20.58,16.08,0.37," 1.2e-04"
"Dennd3",30.13,23.48,0.37," 2.4e-05"
"Map3k12",68.6,53.75,0.37," 2.5e-12"
"Kcnq1ot1",480.29,366.98,0.37," 5.0e-09"
"Klhl7",210.61,162.59,0.37," 4.5e-19"
"Stxbp5",162.81,127.62,0.37," 1.7e-08"
"Chl1",203.85,154.01,0.37," 5.8e-07"
"Apc",443.29,347.12,0.37," 8.6e-10"
"Pcgf6",61.26,48.23,0.37," 8.7e-09"
"Lrrc8c",43.84,34.19,0.37," 6.7e-05"
"Cep104",38.07,28.93,0.37," 1.8e-07"
"Dscam",897.3,707.46,0.37," 4.4e-12"
"Gsta3",7.33,5.82,0.37," 2.2e-02"
"Slitrk1",63.53,49.5,0.37," 1.3e-08"
"Polr3a",49.68,38.52,0.37," 1.2e-09"
"Mthfr",37.06,29.08,0.37," 2.8e-08"
"Plppr4",119.52,92.62,0.37," 4.5e-10"
"Ackr1",14.43,11.05,0.37," 2.6e-03"
"Jdp2",29.39,22.47,0.37," 1.5e-03"
"Uggt2",124.76,97.56,0.37," 6.6e-10"
"Ints10",71.71,56.07,0.37," 1.5e-11"
"Apoa1",12.77,9.76,0.37," 7.5e-03"
"Cx3cl1",84.78,65.84,0.37," 5.6e-08"
"Nav3",1063.18,835.15,0.37," 2.6e-15"
"Tmem161b",121.7,95.08,0.37," 1.3e-18"
"Rnf32",46.72,36.89,0.37," 2.5e-07"
"Ercc8",24.84,19.82,0.37," 9.7e-05"
"Prrg3",13.67,10.62,0.37," 1.0e-02"
"Bbs1",22.38,17.35,0.37," 4.9e-05"
"Palm2",151.77,118.39,0.37," 6.2e-12"
"Igdcc4",67.02,52.09,0.37," 3.9e-12"
"Phex",6.64,5.31,0.37," 3.1e-02"
"Ica1",201.42,157.47,0.36," 6.4e-14"
"Cfap65",24.36,19.17,0.36," 9.9e-03"
"Pnpt1",94.22,73.19,0.36," 1.9e-08"
"Ttbk1",56.12,43.86,0.36," 2.9e-09"
"Cntrl",40.16,31.19,0.36," 4.2e-04"
"Cacnb3",33.48,26.26,0.36," 2.2e-05"
"Taf1a",41.89,32.85,0.36," 2.5e-06"
"Fgf14",2769.56,2178.02,0.36," 4.4e-11"
"Acvr1b",36.93,28.7,0.36," 9.8e-07"
"Tmem150c",70.08,54.38,0.36," 7.2e-07"
"Dzank1",192.82,150.51,0.36," 3.9e-12"
"Arhgef33",49.97,38.82,0.36," 3.3e-06"
"Malt1",45.02,34.33,0.36," 4.0e-06"
"Mrgbp",35.5,28,0.36," 2.0e-06"
"Letmd1",39.92,31.72,0.36," 1.4e-08"
"Srgap3",397.46,310.75,0.36," 2.8e-19"
"Crb1",24.19,18.55,0.36," 9.4e-03"
"Hhipl1",20.91,16.34,0.36," 9.5e-04"
"Sema6a",167.19,129.11,0.36," 8.4e-07"
"Eefsec",110.21,85.4,0.36," 2.0e-13"
"Lrrc40",45.43,35.41,0.36," 6.1e-09"
"Mlxip",69.95,54.23,0.36," 3.5e-08"
"Cmtm4",70.79,55.32,0.36," 4.8e-13"
"Odf2l",43.4,33.81,0.36," 3.0e-06"
"Ttc39a",29.45,23.12,0.36," 3.7e-07"
"Sppl2a",71.42,55.3,0.36," 3.1e-06"
"Hmgcr",80.78,62.83,0.36," 7.2e-07"
"Atp1a3",489.92,380.71,0.36," 4.2e-13"
"Dhcr24",41.92,32.27,0.36," 1.4e-07"
"Rps6kb2",72.23,55.52,0.36," 3.8e-10"
"Tspan5",183.11,143.49,0.36," 1.4e-20"
"Colgalt1",62.55,47.9,0.36," 4.8e-06"
"Fam160a2",55.62,43.54,0.36," 1.5e-10"
"Mcf2l",147.91,115.81,0.36," 2.3e-13"
"Rtbdn",35.77,27.94,0.36," 3.4e-03"
"Ppfibp1",52.23,40.37,0.36," 9.6e-05"
"4933431E20Rik",22.18,16.96,0.36," 2.6e-04"
"Angpt2",34.38,26.91,0.36," 2.8e-06"
"Jakmip3",91.88,73.09,0.36," 5.1e-07"
"Cutc",15.04,11.47,0.36," 1.1e-02"
"Efna3",19.2,15.77,0.36," 1.4e-03"
"Ssbp4",347.27,268.04,0.36," 1.1e-04"
"Ccdc159",19.8,15.7,0.36," 6.2e-04"
"Polr1a",41.89,32.69,0.36," 8.3e-06"
"Armc6",36.61,28.11,0.36," 5.4e-05"
"Skida1",36.23,28.58,0.36," 9.2e-07"
"Nebl",587.98,461.4,0.36," 5.9e-12"
"4930554G24Rik",5.38,4.26,0.36," 4.6e-02"
"Cwf19l1",10.72,8.56,0.36," 4.6e-03"
"Fopnl",56.14,44.13,0.36," 4.3e-11"
"Wipf3",44.26,34.32,0.36," 1.1e-06"
"Catsper2",51.93,40.36,0.36," 1.9e-04"
"Nova1",204.68,159.01,0.36," 1.3e-07"
"Ltbp3",48.11,37.54,0.36," 5.6e-07"
"Zmat1",78.33,61.12,0.36," 6.9e-10"
"Grik5",154.19,120.11,0.36," 3.4e-19"
"Csnk1g1",211.34,164.29,0.36," 3.5e-17"
"Abcb9",43.26,34.17,0.36," 6.3e-07"
"Usp21",17.6,13.66,0.36," 8.9e-04"
"Fgf10",26.58,20.29,0.36," 2.2e-02"
"Spats2l",95.07,74.94,0.36," 1.2e-05"
"Hsf5",12.29,9.43,0.36," 3.3e-03"
"Nars2",49.16,38.69,0.36," 2.2e-08"
"Cobl",97.2,77.07,0.36," 4.4e-06"
"Spata1",58.13,45.6,0.36," 1.0e-05"
"Ppp2r2c",92.51,72.42,0.36," 2.4e-08"
"Hs3st5",221.85,173.66,0.35," 1.8e-03"
"Nr6a1os",53.51,41.48,0.35," 7.7e-06"
"Lss",13.02,10.5,0.35," 6.8e-03"
"Map3k15",12.25,9.7,0.35," 6.9e-03"
"Chd1l",14.34,11.17,0.35," 9.2e-03"
"Ank",143.07,111.82,0.35," 1.7e-14"
"Cmc2",23.62,18.86,0.35," 1.1e-03"
"Parpbp",7.26,5.81,0.35," 3.4e-02"
"Tbl3",43.9,33.66,0.35," 6.2e-05"
"Hnrnpm",130.74,102.1,0.35," 2.4e-11"
"Porcn",37.14,29.36,0.35," 8.8e-06"
"Zdhhc8",78.75,60.92,0.35," 2.1e-07"
"Rnaseh2b",19.51,15.34,0.35," 7.3e-04"
"Scpep1os",10.61,8.39,0.35," 5.2e-03"
"2010009K17Rik",6.9,5.42,0.35," 4.3e-02"
"Alg13",35.22,27.8,0.35," 9.9e-06"
"Zc3h7b",94.63,73.84,0.35," 1.2e-10"
"Camk2a",263.59,206.55,0.35," 8.7e-21"
"Ptprn2",871.69,688.73,0.35," 5.1e-10"
"Bend7",45.07,34.91,0.35," 1.6e-03"
"Dpp7",20.86,16.59,0.35," 3.1e-04"
"Zfp799",119.6,93.66,0.35," 5.4e-18"
"Ttc14",357.66,273.41,0.35," 1.3e-11"
"Prmt7",78.33,61.8,0.35," 1.4e-09"
"Shank1",188.19,147.85,0.35," 5.1e-14"
"Hacd1",109.2,86.5,0.35," 1.5e-08"
"Dusp15",42.12,33.23,0.35," 2.6e-05"
"Rpusd1",24.46,20.23,0.35," 2.3e-04"
"Mbnl2",413.08,326.05,0.35," 3.3e-16"
"Dhdds",128.63,100.5,0.35," 3.0e-14"
"Rcc1l",29.62,23.4,0.35," 2.3e-06"
"Bop1",33.73,26.3,0.35," 1.0e-06"
"Stxbp1",237.34,186.99,0.35," 2.9e-24"
"Fxyd7",52.74,44.77,0.35," 7.1e-03"
"Cpsf4",27.15,21.24,0.35," 8.8e-05"
"Osbpl9",418.09,330.29,0.35," 9.8e-13"
"Sdhaf3",35.89,28.77,0.35," 4.7e-05"
"2810049E08Rik",15.25,12.47,0.35," 6.9e-03"
"Morn4",39.83,30.85,0.35," 1.1e-07"
"Zfp408",42.8,32.98,0.35," 1.7e-07"
"Arv1",40.84,32,0.35," 5.5e-06"
"Greb1l",149.61,120.26,0.35," 3.7e-07"
"Chrd",15.31,12.12,0.35," 6.0e-03"
"Htra2",50.7,40.7,0.35," 7.8e-07"
"Htatip2",13.7,11.01,0.35," 3.9e-02"
"Smyd5",45.57,36.82,0.35," 8.7e-08"
"Ercc6",32.1,25.36,0.35," 3.9e-05"
"Arhgap6",213.21,166.49,0.35," 7.3e-05"
"Ybx3",23.47,18.44,0.35," 1.3e-03"
"Nexn",25.29,20.06,0.35," 2.4e-03"
"Prkag2",117.69,91.7,0.35," 6.7e-06"
"Mob1b",53.67,41.95,0.35," 8.2e-06"
"Zfp112",50.83,40.09,0.35," 1.2e-08"
"Utp4",32.89,25.73,0.35," 3.5e-06"
"Ptprg",432.27,339.68,0.35," 1.2e-24"
"Serpine3",55.61,43.61,0.35," 1.1e-08"
"N4bp2",80.97,63.88,0.35," 5.2e-09"
"Caln1",145.09,114.66,0.35," 4.8e-10"
"Kif21a",424.13,334.41,0.35," 2.2e-20"
"B230217J21Rik",77.77,59.29,0.35," 2.0e-03"
"Dusp11",90.8,71.57,0.35," 1.6e-07"
"Chchd6",139.75,109.44,0.34," 9.8e-06"
"Aard",13.17,10.51,0.34," 1.3e-02"
"Necab3",34.98,28.63,0.34," 5.7e-05"
"Cpsf1",18.03,13.84,0.34," 8.8e-04"
"Dph1",15.26,11.69,0.34," 9.0e-04"
"Zfp940",21.19,16.84,0.34," 2.1e-04"
"Rfng",39.59,31.37,0.34," 8.6e-06"
"Far1os",56.21,44.74,0.34," 1.7e-06"
"Ddx20",31.55,24.16,0.34," 7.7e-06"
"Pkdcc",11.29,8.8,0.34," 1.4e-02"
"Snap91",238.19,189.25,0.34," 1.9e-11"
"Tha1",14.79,11.48,0.34," 8.1e-03"
"Rwdd3",25.95,20.28,0.34," 1.9e-05"
"Cacnb2",615.41,489.49,0.34," 6.0e-16"
"Ino80",177.72,140.7,0.34," 2.9e-22"
"Galns",44.23,34.76,0.34," 7.0e-07"
"Clip4",69.45,54.48,0.34," 1.1e-06"
"Fdxr",31.59,24.95,0.34," 1.8e-05"
"Tmem131l",59.76,47.36,0.34," 2.6e-06"
"Kcnma1",672.64,535.88,0.34," 2.3e-13"
"Ppp3r1",14.02,10.9,0.34," 3.2e-03"
"Znhit6",56.16,45.01,0.34," 3.5e-05"
"Nek1",122.67,97.03,0.34," 1.3e-09"
"Sms",130.33,103.24,0.34," 7.4e-13"
"Sobp",271.39,214.98,0.34," 3.2e-10"
"Cep70",73.57,58.91,0.34," 7.6e-07"
"BC052040",69.47,55.13,0.34," 4.2e-12"
"Upp2",415.67,326.95,0.34," 7.4e-06"
"Adcy3",71.45,56.94,0.34," 5.6e-08"
"Rspo1",27.47,21.6,0.34," 2.1e-03"
"Rps6kc1",69.63,54.86,0.34," 4.8e-10"
"Nipsnap1",90.64,72.06,0.34," 3.0e-09"
"Zfp280b",20.42,16.25,0.34," 3.3e-04"
"Flrt3",79.81,63.54,0.34," 4.1e-05"
"Surf6",11.26,8.47,0.34," 4.5e-02"
"Bicd1",379.43,303.53,0.34," 1.7e-13"
"Prkcb",351.12,271.05,0.34," 1.7e-04"
"1700008O03Rik",25.11,20.07,0.34," 1.2e-02"
"Eps15l1",185.32,145.92,0.34," 9.9e-09"
"Zc3h8",22,17.14,0.34," 8.0e-05"
"Acd",18.58,14.16,0.34," 7.5e-04"
"Mttp",133.17,106.42,0.34," 1.0e-06"
"Rundc3b",135.45,108.14,0.34," 6.3e-10"
"Pwwp2a",76.29,60.17,0.34," 3.2e-11"
"Cacnb4",229.98,183.41,0.34," 3.1e-07"
"Fbxl20",176.45,140.78,0.34," 2.3e-11"
"Atp2b2",270.35,214.16,0.34," 4.0e-11"
"Pcgf2",42.18,32.74,0.34," 4.3e-06"
"Cpsf3",47.22,37.18,0.34," 3.5e-07"
"Elfn2",30.96,24.6,0.34," 1.6e-05"
"D430019H16Rik",32.76,25.89,0.34," 1.4e-03"
"1700109K24Rik",26.69,21.67,0.34," 5.4e-04"
"Lmtk2",118.59,95.47,0.34," 7.0e-10"
"Cdkl2",56.98,44.99,0.34," 2.5e-06"
"Ankrd6",113.4,89.52,0.34," 1.2e-10"
"Ubiad1",10.27,8.38,0.34," 5.9e-03"
"Colgalt2",10.2,7.92,0.34," 1.2e-02"
"Slc11a2",41.33,32.2,0.34," 8.0e-06"
"Ascc3",189.98,151.13,0.34," 4.5e-18"
"Ncoa3",80.16,63.68,0.34," 1.7e-04"
"Plekha7",86.96,69.11,0.34," 2.5e-12"
"Srsf11",316.07,251.58,0.34," 2.9e-16"
"Sarm1",32.29,25.36,0.34," 6.2e-06"
"Ddx10",75.71,60.18,0.34," 8.3e-10"
"Gal3st3",19.91,15.76,0.34," 1.0e-03"
"Negr1",1377.51,1106.57,0.34," 6.4e-11"
"Zfp933",79.68,63.09,0.34," 1.5e-08"
"Ptprd",2969.47,2359.22,0.34," 7.5e-08"
"Klf8",55.19,43.7,0.34," 1.1e-08"
"Erich6",7.43,5.99,0.34," 2.1e-02"
"Epb41l1",186.26,149.03,0.34," 3.3e-14"
"Bend6",193.49,156.3,0.34," 6.3e-08"
"Abraxas1",21.44,16.69,0.33," 1.5e-04"
"Wwox",547.19,434.67,0.33," 1.1e-11"
"Cxxc1",24.62,19.45,0.33," 3.5e-05"
"Sugp2",99.93,78.88,0.33," 1.2e-10"
"Fus",493.12,392.82,0.33," 6.8e-29"
"Ngef",52.54,42.56,0.33," 7.3e-04"
"Lin7b",38.91,31.26,0.33," 5.1e-05"
"Ankrd35",17.15,13.66,0.33," 8.1e-03"
"Alg6",43.7,34.96,0.33," 6.1e-06"
"Lrrc45",84.58,67.64,0.33," 8.9e-08"
"Ldb3",22.4,17.99,0.33," 1.3e-03"
"Xlr5a",10.33,8.25,0.33," 7.7e-03"
"Tcerg1",83.14,66.35,0.33," 1.7e-11"
"Anks1b",1255.99,1006.91,0.33," 1.0e-11"
"Rps21",23.66,18.41,0.33," 6.8e-04"
"Hic2",19.06,15.64,0.33," 3.8e-03"
"Slc7a6os",93.79,74.7,0.33," 8.0e-08"
"Fubp1",248.67,198.27,0.33," 2.9e-13"
"Zfhx2",58.14,46.42,0.33," 2.2e-08"
"Gnpda1",23.51,18.59,0.33," 2.1e-04"
"Ppip5k2",72.43,58.33,0.33," 4.1e-07"
"Acvr2b",34.81,28.09,0.33," 1.3e-03"
"Otud3",17.56,14.25,0.33," 7.8e-04"
"Ankzf1",30.78,23.74,0.33," 5.5e-04"
"Uros",32.69,26.55,0.33," 3.4e-05"
"Zfp92",10.92,8.59,0.33," 1.5e-02"
"B4galnt4",40.13,32.01,0.33," 1.1e-06"
"Clec2l",19.78,16.26,0.33," 5.9e-04"
"Chga",210.78,177.03,0.33," 4.0e-03"
"Nprl2",48.07,38.68,0.33," 2.8e-05"
"Fbxl6",37.66,30.29,0.33," 1.7e-06"
"Stx3",82.91,66.74,0.33," 6.6e-09"
"Cpeb2",73.37,58.89,0.33," 1.3e-06"
"Zfp335os",56.6,44.86,0.33," 9.6e-06"
"Cnrip1",134.41,106.97,0.33," 2.0e-10"
"Myh10",101.99,81.3,0.33," 3.2e-07"
"Vcpkmt",7.43,6.06,0.33," 3.0e-02"
"Mkln1os",35.63,28.95,0.33," 2.6e-05"
"Cnot10",120.78,96.12,0.33," 4.8e-08"
"Itga2",8.98,7.24,0.33," 4.8e-02"
"Edc4",34.3,26.92,0.33," 6.9e-06"
"Clec16a",100.32,80.2,0.33," 2.5e-10"
"Oprl1",39.46,32.8,0.33," 4.1e-03"
"Crocc",68.81,54.65,0.33," 7.8e-06"
"Pdss1",70.53,56.6,0.33," 9.2e-06"
"Ftx",286.87,231,0.33," 6.5e-07"
"Ddx49",23.77,18.45,0.33," 1.1e-03"
"Snx32",149.13,118.66,0.33," 9.2e-17"
"Wdr47",105.47,84.75,0.33," 1.3e-10"
"Slc25a27",158.06,127.48,0.33," 6.5e-09"
"Mdn1",124.44,99.52,0.33," 8.8e-10"
"Gtpbp6",26.64,21.16,0.33," 6.4e-05"
"Mrnip",39.08,31.67,0.33," 7.3e-04"
"Prpf40b",59.97,48.02,0.33," 6.3e-09"
"Mfsd4a",50.38,39.97,0.33," 3.5e-07"
"Ppp1r16a",37.9,29.91,0.33," 1.5e-05"
"Naa40",105.12,84.43,0.33," 2.4e-11"
"Zcchc7",409.82,328.14,0.33," 1.2e-11"
"Fam57b",68.47,53.1,0.33," 1.1e-05"
"Pdia5",37.16,29.29,0.33," 1.9e-03"
"Ints6",113.71,90.62,0.33," 1.2e-10"
"Ephx4",11.62,9.38,0.33," 1.8e-02"
"Gng7",40.53,32.03,0.33," 1.6e-05"
"Rbm41",27.9,22.4,0.33," 8.2e-05"
"Camkmt",201.72,162.52,0.33," 4.7e-13"
"Ccdc137",21.73,17.52,0.33," 6.5e-04"
"Ak2",57.07,44.64,0.33," 8.3e-07"
"Uck2",39.49,32.08,0.33," 1.3e-06"
"Prr5",22.52,18.1,0.33," 1.9e-03"
"Rexo4",47.57,37.54,0.33," 6.5e-06"
"Inpp5k",48.1,38.32,0.33," 1.8e-06"
"Hmgcll1",157.83,126.96,0.33," 6.5e-09"
"Maml1",25.87,19.97,0.33," 8.6e-05"
"Mapk10",538.4,430.9,0.33," 2.4e-17"
"Jazf1",226.27,181.42,0.33," 6.3e-12"
"Pomt1",25.54,20.21,0.33," 8.4e-04"
"Rdh13",32.25,25.39,0.33," 1.6e-04"
"Dgcr8",44.03,34.95,0.33," 1.4e-07"
"Otud4",79.75,63.81,0.33," 1.2e-05"
"Fbxl15",31.02,25.14,0.33," 1.6e-03"
"Vopp1",41.96,33.64,0.32," 7.3e-05"
"Nrep",18.39,14.41,0.32," 9.5e-03"
"Zfp553",26.72,21.15,0.32," 4.0e-05"
"Ndc1",16.4,12.96,0.32," 2.7e-03"
"Pask",9.6,7.55,0.32," 1.7e-02"
"Gpc1",37.05,28.92,0.32," 2.5e-03"
"Pop1",19.83,15.88,0.32," 4.2e-03"
"Pip5k1a",128.48,102.05,0.32," 3.4e-11"
"Chn1",220.51,177.35,0.32," 1.6e-08"
"Nckipsd",23.34,18.45,0.32," 2.0e-04"
"Nme7",113.41,90.83,0.32," 8.4e-11"
"Rabl2",48.27,39.04,0.32," 4.7e-07"
"Vars",25.41,20.49,0.32," 7.3e-04"
"Tmem65",45.21,36.48,0.32," 8.4e-07"
"Kctd9",12.55,10,0.32," 3.2e-02"
"Clstn2",300.24,239.76,0.32," 3.4e-08"
"Klhl11",20.28,16.26,0.32," 7.6e-04"
"Zfp664",55.76,45.02,0.32," 6.6e-08"
"Slc35e2",53.83,43.2,0.32," 2.5e-07"
"Dnajb5",15.61,12.31,0.32," 6.6e-03"
"Rybp",53.24,41.98,0.32," 3.3e-08"
"Rfx7",249.59,201.01,0.32," 4.7e-12"
"Adap1",72.17,58.72,0.32," 1.2e-05"
"Nhej1",10.12,8.1,0.32," 1.6e-02"
"Pnma2",39.35,31.08,0.32," 1.3e-04"
