"Gene","Bead","Sup","Enrichment","P"
"Olfr263",0.61,0.06,3.7," 5.3e-06"
"Apol7e",0.96,0.1,3.33," 1.3e-07"
"4930405L22Rik",0.28,0.03,3.28," 1.3e-03"
"Nr5a1os",17.31,2.1,3.12," 2.2e-43"
"Hmcn2",92.79,11.06,3.08,"9.6e-160"
"Tll2",29.47,3.66,3.07," 1.9e-64"
"Nr5a1",39.39,6.08,2.94," 4.2e-35"
"Gpr149",262.42,35.51,2.91,"1.6e-196"
"Gpx6",0.81,0.14,2.84," 6.0e-07"
"Umodl1",7.49,1.03,2.83," 2.4e-39"
"Gjb3",0.79,0.1,2.83," 7.1e-07"
"Cib3",0.71,0.1,2.69," 3.7e-05"
"Rai14",74.42,12.57,2.65," 2.2e-49"
"Prss30",13.36,2.21,2.65," 2.2e-70"
"Hs3st3b1",17.98,2.95,2.63," 1.8e-87"
"Olfr313",0.19,0.04,2.6," 4.6e-02"
"Megf11",344.78,58.57,2.54,"8.3e-221"
"Rab38",8.49,1.49,2.51," 9.6e-55"
"Tmem61",0.52,0.08,2.5," 4.5e-03"
"Kank4os",2.01,0.37,2.45," 2.6e-11"
"Ankrd33b",22.93,4.28,2.44," 2.1e-55"
"Retn",11.48,2.23,2.44," 2.0e-35"
"Trim40",0.43,0.07,2.41," 3.7e-03"
"Acp7",5.44,1.02,2.41," 2.8e-27"
"Ccnjl",51.99,9.92,2.39," 4.1e-62"
"7330404K18Rik",0.52,0.1,2.35," 1.4e-03"
"Cryge",1.69,0.34,2.33," 8.9e-08"
"Slit3",880.12,170.22,2.33,"3.6e-138"
"Fam83b",7.11,1.55,2.32," 4.0e-22"
"Lemd1",120.61,23.81,2.31,"1.0e-120"
"4933431M02Rik",3.26,0.69,2.29," 1.5e-14"
"Zfp831",51.17,10.5,2.29,"3.6e-129"
"U90926",0.25,0.04,2.28," 4.5e-02"
"A730049H05Rik",8.4,1.74,2.22," 2.7e-25"
"Akr1cl",5.02,1.14,2.19," 5.6e-14"
"1700037F24Rik",1.41,0.31,2.19," 2.9e-07"
"Tnfrsf8",24.71,5.65,2.18," 7.6e-52"
"Acaa1b",4.85,1.19,2.17," 3.3e-18"
"Hs3st4",1123.19,259.51,2.12,"1.8e-201"
"Wnt8a",0.31,0.07,2.1," 2.2e-02"
"Fabp6",0.63,0.13,2.09," 1.2e-02"
"Hsd17b2",8.52,2.01,2.08," 7.6e-24"
"Satb2",90.82,21.77,2.08," 6.8e-68"
"Ssxb3",0.41,0.12,2.06," 2.3e-02"
"Unc45b",11.01,2.45,2.06," 2.0e-08"
"Glra1",140.28,33.51,2.05,"6.3e-196"
"Lama1",94.29,22.93,2.05,"1.2e-122"
"A830029E22Rik",0.45,0.11,2.04," 6.9e-03"
"Mcemp1",1.17,0.33,2.03," 9.3e-06"
"Cfap73",14.27,3.58,2.02," 1.5e-34"
"Psg29",0.27,0.08,2.01," 3.7e-02"
"Wnt10b",0.64,0.15,2," 1.3e-03"
"Il23a",0.85,0.22,1.99," 1.3e-04"
"Foxn1",0.63,0.18,1.99," 4.1e-04"
"Tyr",1.5,0.45,1.95," 1.9e-06"
"Adamts9",78.85,20.11,1.94," 3.1e-60"
"Rin1",8.24,2.12,1.94," 1.0e-27"
"Hipk4",32.13,8.52,1.92," 4.3e-82"
"Spink7",0.35,0.09,1.91," 2.3e-02"
"Fermt1",20.36,5.52,1.91," 2.6e-60"
"Olfr1406",1.46,0.38,1.9," 2.7e-06"
"Mst1r",5.13,1.4,1.9," 2.1e-20"
"Fndc1",136.2,35.81,1.88," 2.6e-77"
"She",2.1,0.57,1.87," 9.7e-05"
"E330035G20Rik",0.41,0.1,1.86," 2.8e-02"
"Steap3",27.84,7.56,1.85," 6.7e-25"
"Oprd1",32.33,8.73,1.84," 1.5e-58"
"Oosp3",0.38,0.12,1.84," 2.9e-02"
"Disp3",105.69,29.76,1.84,"5.4e-125"
"Espnl",0.34,0.1,1.83," 2.1e-02"
"Hydin",164.01,45.62,1.83," 4.0e-36"
"Lcorl",612.65,174.22,1.83,"1.5e-175"
"4933415A04Rik",1.53,0.44,1.81," 2.4e-07"
"Vmn2r38",3.27,0.87,1.8," 6.8e-11"
"Rbfox1",7287.83,2110.81,1.78," 0.0e+00"
"Kcnv2",6.57,1.87,1.77," 5.4e-18"
"AU017674",1.34,0.39,1.77," 2.7e-05"
"1700031A10Rik",0.47,0.14,1.76," 2.3e-02"
"Slc9b2",44.73,13.3,1.76," 7.7e-87"
"Spint1",7.27,2.23,1.74," 9.3e-16"
"Cdh4",700.95,211.18,1.74,"5.3e-116"
"Ankrd34b",53.08,16.08,1.72," 1.9e-26"
"Catsperg2",9.06,2.76,1.72," 1.4e-13"
"Nptx2",60.46,21.49,1.71," 3.0e-18"
"Qrfpr",62.4,19.73,1.7," 2.6e-35"
"Nectin3",158.59,48.34,1.7,"1.2e-133"
"Tenm2",6805.79,2109.27,1.7," 2.0e-95"
"2310075C17Rik",0.66,0.23,1.69," 2.9e-03"
"4930556I23Rik",0.63,0.17,1.68," 1.0e-02"
"Kcnb2",2092.17,655.37,1.67,"7.2e-204"
"Cnr1",148.09,44.86,1.66," 3.5e-36"
"Dscc1",1.28,0.42,1.65," 5.1e-05"
"Glipr1",29.48,9.65,1.64," 1.4e-45"
"Adrb3",7.52,2.5,1.64," 3.0e-21"
"G930045G22Rik",1.7,0.42,1.64," 1.1e-04"
"Gpr150",15.9,5.19,1.64," 1.4e-18"
"Gcsam",1.05,0.35,1.64," 2.5e-04"
"Cacna2d1",1513.05,484.47,1.64,"1.6e-136"
"B930018H19Rik",4.51,1.33,1.63," 2.7e-07"
"Traip",58.27,18.86,1.63," 1.1e-51"
"Lrrn4",3.48,1.14,1.61," 2.4e-09"
"Kcna10",0.86,0.28,1.61," 6.4e-04"
"Banf2",146.52,48.36,1.61," 7.4e-85"
"Samd7",5.59,1.83,1.6," 1.1e-11"
"1700057H21Rik",0.76,0.25,1.6," 6.2e-03"
"Gypa",12.74,4.29,1.6," 9.5e-26"
"BC051537",0.97,0.31,1.6," 1.6e-03"
"D630023F18Rik",20.72,6.73,1.6," 4.8e-53"
"A26c2",0.75,0.28,1.59," 1.4e-03"
"Neurod4",0.43,0.14,1.59," 2.9e-02"
"Rerg",171.19,56.63,1.59,"7.5e-156"
"2310034O05Rik",0.44,0.15,1.59," 2.0e-02"
"Ttll2",0.73,0.27,1.58," 6.4e-03"
"Rasal1",80.8,26.76,1.58," 6.9e-86"
"Opcml",2942.28,997.74,1.58," 4.2e-75"
"Fer1l4",2.09,0.48,1.58," 2.0e-03"
"Rtp4",18.15,6.39,1.57," 3.3e-14"
"C030017D09Rik",0.89,0.3,1.57," 6.5e-04"
"9230117E06Rik",2.8,0.96,1.56," 2.7e-09"
"Camkv",386.01,137.5,1.56," 4.7e-85"
"Nr0b1",6.01,2.34,1.55," 1.6e-08"
"Chrna7",74.33,25.4,1.54," 2.3e-32"
"Sstr3",7.41,2.61,1.54," 2.1e-15"
"Wnt1",1.41,0.53,1.54," 7.6e-05"
"6430628N08Rik",12.44,4.2,1.54," 6.9e-14"
"Sntg2",160.28,54.82,1.53,"2.0e-125"
"4930401O12Rik",0.47,0.16,1.53," 3.9e-02"
"Clrn1",4.48,1.59,1.53," 5.6e-15"
"Doc2b",96.26,32.54,1.53," 2.4e-46"
"Klhl31",2.03,0.67,1.53," 1.2e-05"
"Gda",189.12,67.09,1.52," 3.6e-55"
"D430036J16Rik",22.41,7.77,1.51," 2.4e-47"
"Sct",1.1,0.47,1.51," 2.0e-03"
"B020011L13Rik",0.75,0.29,1.51," 2.4e-02"
"Tespa1",9.76,3.49,1.51," 3.7e-11"
"Slc44a4",2.18,0.75,1.5," 2.2e-03"
"4933413L06Rik",41.79,15.5,1.5," 9.5e-44"
"Actn2",38.21,13.69,1.5," 1.5e-65"
"Prr16",439.35,157.69,1.5," 3.1e-41"
"Hsh2d",1.29,0.46,1.49," 5.2e-03"
"Tgfbr3",154.98,55.25,1.49,"2.1e-128"
"Adamdec1",0.6,0.18,1.49," 3.7e-02"
"Olfr889",16.29,10.07,1.48," 4.6e-08"
"4933440M02Rik",1.07,0.45,1.48," 1.6e-03"
"Prkd1",291.32,103.6,1.48," 2.7e-96"
"Gbgt1",2.13,0.7,1.48," 4.4e-05"
"Vgll2",7.01,2.41,1.47," 2.1e-06"
"Ldb2",601.76,214.95,1.47,"2.3e-126"
"Zswim2",1.69,0.59,1.47," 5.5e-06"
"Glra3",226.89,81.89,1.47," 7.7e-62"
"Nek10",129.68,46.71,1.47,"1.6e-108"
"Ap1m2",0.77,0.25,1.46," 9.5e-03"
"Mhrt",12.27,4.37,1.46," 7.0e-13"
"Hcrtr2",96.76,35.59,1.45," 1.8e-45"
"Kir3dl2",22.99,8.41,1.45," 4.3e-54"
"Apol8",6.21,2.41,1.45," 7.2e-18"
"Ybx2",8.62,3.13,1.45," 8.4e-20"
"Esyt3",83.2,30.96,1.45," 6.8e-72"
"Defb23",1.7,0.66,1.44," 3.7e-05"
"Pvt1",285.62,104.99,1.43," 1.0e-74"
"4933428C19Rik",2.13,0.73,1.43," 1.1e-04"
"Pate4",0.64,0.26,1.42," 1.2e-02"
"Lamb3",22.36,8.57,1.42," 3.0e-20"
"H2-Q2",40.97,17.39,1.42," 3.3e-17"
"Adamts18",75.5,27.83,1.42," 4.7e-85"
"Cdc20b",14.97,5.44,1.42," 2.5e-12"
"Arpp21",505.43,189.35,1.42,"3.9e-106"
"Cd96",1.92,0.73,1.42," 1.1e-05"
"Pkp2",56,20.91,1.41," 1.4e-71"
"Palmd",47.47,18.06,1.41," 3.6e-29"
"Slc4a11",2.92,1.01,1.41," 1.4e-06"
"Ano3",107,40.25,1.41,"2.0e-110"
"9530026P05Rik",339.98,125.51,1.4," 2.4e-61"
"E430024P14Rik",142.68,53.34,1.4," 2.0e-68"
"Itpr1",269.63,101.5,1.4,"2.7e-133"
"D030068K23Rik",160.07,59.68,1.4," 3.0e-43"
"Gcm1",2.55,0.68,1.39," 1.5e-02"
"Cnih3",53.03,20.36,1.39," 1.1e-60"
"Pdia2",0.79,0.3,1.39," 2.0e-02"
"Vmn2r84",4.5,1.68,1.39," 1.9e-06"
"Chst8",104.67,40.52,1.39," 2.4e-81"
"Camk1g",46.65,17.4,1.39," 2.1e-32"
"Muc15",2.29,0.96,1.38," 9.0e-05"
"Sel1l3",53.04,20.43,1.38," 7.6e-77"
"Hs3st2",19.97,7.67,1.38," 5.1e-16"
"Nkd2",13.83,5.26,1.37," 3.1e-29"
"Slc24a4",47.7,17.63,1.37," 3.0e-25"
"Zbtb7c",208.95,80.1,1.37,"3.1e-102"
"Epsti1",12.44,4.98,1.37," 1.1e-15"
"Kcnj5",12.1,4.77,1.37," 3.2e-15"
"Chil3",2.14,0.79,1.36," 1.2e-04"
"Atp6ap1l",4.15,1.81,1.36," 1.2e-07"
"Lmo3",187,72.8,1.36," 1.8e-84"
"Rasgrf2",433.83,165.95,1.36," 6.8e-56"
"Kng1",1.56,0.56,1.36," 2.1e-02"
"Acvr1c",46.14,18.7,1.36," 1.2e-22"
"Ptpn3",54.17,22.01,1.36," 1.6e-29"
"Mcm10",5.25,2.08,1.35," 2.7e-08"
"Cdh13",1012.5,395.29,1.35," 0.0e+00"
"Nr0b2",0.77,0.23,1.35," 3.5e-02"
"Galnt18",304.47,119.06,1.35," 9.2e-79"
"Kcnh7",924.53,363.82,1.34,"1.6e-119"
"Ccdc187",37.29,14.64,1.34," 1.8e-35"
"Rsph3a",147.18,57.8,1.33," 1.9e-64"
"Rgs11",151.1,60.55,1.33," 2.1e-84"
"Chrm5",2.36,1,1.32," 1.6e-04"
"Adam33",6.39,2.6,1.32," 2.4e-13"
"Krt18",4.62,2.15,1.32," 5.3e-06"
"Rnf207",36,14.58,1.32," 2.2e-19"
"Tcam1",1.46,0.55,1.32," 4.5e-03"
"Hcn1",466.18,187.91,1.31,"1.1e-238"
"Vsig2",0.53,0.22,1.31," 3.6e-02"
"Cntn6",444.59,178.09,1.3," 3.5e-42"
"Grm5",2223.48,902.16,1.3,"2.1e-123"
"Amigo2",47.6,21.63,1.3," 3.9e-15"
"Hcrtr1",9.86,4.3,1.3," 1.6e-14"
"Galnt17",552.98,224.67,1.3,"4.9e-250"
"Slc5a12",0.66,0.27,1.3," 4.4e-02"
"Lgr5",28.93,11.54,1.3," 8.3e-25"
"Trdc",0.62,0.23,1.29," 4.2e-02"
"Plcz1",4.88,2.03,1.29," 3.7e-10"
"Gabra5",170.53,70.47,1.29," 2.6e-78"
"Atp6v1c2",15.83,6.44,1.29," 1.8e-24"
"Tdrd5",19.54,7.9,1.29," 7.6e-21"
"Btla",7.4,2.98,1.28," 1.0e-07"
"Cckbr",15.77,6.47,1.28," 7.2e-21"
"Fezf1",37.43,17.59,1.27," 1.8e-13"
"A930003O13Rik",5.73,2.46,1.27," 7.1e-13"
"Rgs14",12.13,5.13,1.27," 1.0e-14"
"Angpt4",3.3,1.42,1.27," 6.6e-06"
"Fam189a1",414.65,172.93,1.27,"1.9e-159"
"Htr1b",24.96,10.24,1.27," 7.1e-24"
"Shisa9",435.2,175.46,1.26," 1.3e-80"
"Adgrl2",258.06,108,1.26,"1.4e-148"
"Cryga",0.75,0.36,1.26," 1.3e-02"
"Slc5a4a",0.76,0.35,1.26," 1.2e-02"
"Kctd19",0.77,0.34,1.26," 3.8e-02"
"Il5ra",2.77,1.14,1.26," 5.9e-05"
"Sox5os2",22.93,9.87,1.26," 1.0e-35"
"Etnk2",64.34,24.44,1.26," 1.6e-17"
"Abhd12b",1.5,0.52,1.26," 1.0e-02"
"P4ha3",47.55,19.1,1.26," 3.3e-20"
"Dgkg",273.75,114.75,1.25,"1.1e-162"
"Catsperz",1.84,0.75,1.25," 3.1e-04"
"4930484H19Rik",1.47,0.6,1.25," 5.4e-04"
"Nlrp9c",3.35,1.39,1.25," 4.6e-07"
"Prss54",0.93,0.37,1.25," 6.5e-03"
"Sox14",13.27,5.6,1.25," 2.3e-12"
"Fbxo27",12.62,5.51,1.25," 5.2e-19"
"Cylc1",0.66,0.27,1.24," 4.1e-02"
"Myh7",18,8.08,1.24," 2.0e-20"
"Cavin4",18.91,7.72,1.24," 5.8e-20"
"Tcerg1l",116.61,47.81,1.23," 1.5e-38"
"Fam126a",94.97,40.66,1.23," 7.0e-59"
"Synpo",32.8,13.76,1.23," 7.4e-34"
"Prmt8",45.19,19.09,1.23," 6.0e-44"
"Galnt14",109.37,46.03,1.22," 8.5e-35"
"4931419H13Rik",1.75,0.65,1.22," 2.7e-03"
"Ddn",11.11,4.96,1.22," 3.2e-08"
"Dpyd",477.91,207.08,1.22," 1.6e-79"
"Gstm2",1.55,0.78,1.21," 1.2e-03"
"Wbscr25",1.37,0.65,1.21," 9.6e-04"
"4933432K03Rik",5.12,2.18,1.21," 3.0e-09"
"Rab11fip1",9.66,4.09,1.21," 8.4e-19"
"Edaradd",8.95,4.29,1.2," 4.6e-07"
"Kcnq3",799.76,350.37,1.2,"2.7e-155"
"Slc9a2",13.43,6.01,1.2," 8.7e-13"
"Slit2",595.05,260.65,1.2," 6.3e-35"
"Cntn4",1029.53,448.43,1.2," 2.7e-35"
"Tmem145",218.7,95.49,1.2," 2.0e-54"
"Naip1",0.9,0.39,1.2," 2.3e-02"
"Scn5a",50.46,21.8,1.2," 3.9e-26"
"Rxrg",48.22,21.37,1.2," 1.5e-24"
"4933417O13Rik",1.83,0.83,1.19," 3.9e-04"
"3100003L05Rik",4.92,2.28,1.19," 3.9e-07"
"Mgst2",1.13,0.52,1.19," 7.2e-03"
"Nrg3",5739.91,2529.12,1.19," 3.6e-65"
"Ptprr",262.37,114.96,1.19," 4.8e-58"
"Kcnn3",161.58,71.35,1.19,"7.4e-128"
"Ros1",27.02,11.67,1.19," 1.7e-19"
"Nrg3os",666.69,294.77,1.18," 4.0e-65"
"Mcidas",1.35,0.54,1.18," 2.4e-03"
"Deptor",174.86,77.64,1.18," 1.8e-41"
"4930488N15Rik",1.14,0.45,1.17," 1.0e-02"
"Atp4a",4.01,1.92,1.17," 4.6e-06"
"St8sia2",33.21,14.39,1.17," 6.9e-13"
"Napepld",45.32,20.13,1.17," 1.4e-35"
"Rnf182",65.31,28.74,1.16," 6.4e-37"
"Btbd11",266.31,118.93,1.16,"1.5e-177"
"Deup1",15.97,7.09,1.16," 1.1e-26"
"4933424G06Rik",63.14,28.76,1.16," 9.3e-80"
"Camkk2",123.93,55.43,1.16," 7.3e-90"
"Strip2",22.27,10.15,1.16," 5.3e-27"
"Sgcz",3849.24,1736.69,1.16," 3.3e-55"
"Smpdl3b",23.23,10.34,1.15," 6.6e-17"
"Tvp23bos",1.42,0.61,1.15," 2.9e-03"
"6820408C15Rik",26.51,12.08,1.15," 1.1e-21"
"Ptpn18",17.55,8.13,1.14," 1.5e-13"
"Car10",1216.78,552.83,1.14," 1.8e-97"
"Mkx",38.85,17.77,1.14," 8.4e-11"
"Kcnv1",6.88,3.18,1.14," 1.0e-07"
"Zmat4",340.81,158.89,1.13," 2.4e-35"
"Dll4",2.33,1.06,1.13," 2.1e-04"
"Pbk",12.93,6.03,1.13," 3.0e-07"
"Chrna4",9.96,4.55,1.13," 1.4e-11"
"Taf7l",43.1,19.66,1.13," 1.5e-27"
"Pifo",89.71,41.49,1.13," 1.2e-65"
"Atrnl1",363.1,168.59,1.12," 1.9e-82"
"Atp8a2",425.71,197.4,1.12," 1.7e-99"
"Cdh6",112.39,51.62,1.12," 7.8e-41"
"Tagap",9.6,4.15,1.12," 4.0e-06"
"Ptk2b",29.81,14.21,1.12," 2.3e-07"
"9530020I12Rik",0.93,0.4,1.12," 3.2e-02"
"Sox5os4",96.02,46.76,1.11," 5.4e-26"
"Kcnip2",79.09,36.49,1.11," 1.3e-59"
"A730045E13Rik",1.07,0.47,1.11," 3.1e-02"
"1110015O18Rik",7.48,3.83,1.11," 2.1e-08"
"BC016579",3.78,1.69,1.11," 1.0e-04"
"Macrod2os2",0.99,0.53,1.1," 1.8e-02"
"Nr2f2",159.57,72.88,1.1," 1.6e-40"
"3110009E18Rik",21.39,9.24,1.1," 1.4e-12"
"Tekt5",11.73,5.87,1.1," 1.6e-05"
"Nmur2",46.88,22.49,1.1," 1.7e-35"
"Tenm4",969.93,453.74,1.1," 2.3e-51"
"A730090N16Rik",9.3,4.23,1.1," 1.7e-13"
"Itpka",12.84,5.77,1.1," 2.3e-10"
"Rps6ka2",208.83,97.9,1.1,"6.6e-146"
"Fam81a",52.51,24.71,1.09," 1.0e-30"
"Cmbl",29.45,14.89,1.09," 7.4e-17"
"Sept11",140.61,66.23,1.09," 6.7e-72"
"1700003L19Rik",2.37,1.1,1.09," 3.8e-03"
"Crhr2",13.84,6.3,1.09," 3.0e-13"
"Vmn2r85",20.06,9.36,1.09," 2.1e-13"
"Kcnh5",134.77,63.86,1.09," 2.6e-79"
"Rasl11a",9.25,4.72,1.08," 1.1e-04"
"Slc9b1",9.18,4.4,1.08," 4.6e-07"
"A330015K06Rik",106.14,49.29,1.08," 7.5e-29"
"Zan",11.25,5.4,1.08," 1.1e-07"
"Iqgap2",68.13,32.51,1.08," 9.0e-25"
"Kir3dl1",10.28,4.93,1.08," 7.4e-10"
"Srrm4os",44.91,21.65,1.08," 4.2e-28"
"Hs6st3",851.65,407.32,1.08," 4.9e-71"
"Fhod3",231.83,110.81,1.08," 1.8e-58"
"Mfsd13b",18.26,8.32,1.07," 3.3e-12"
"Runx2os1",3.67,1.68,1.07," 6.5e-05"
"Tox3",155.83,75.51,1.06," 4.3e-33"
"A830092H15Rik",22.26,10.76,1.06," 2.3e-18"
"Oprk1",45.89,21.75,1.06," 4.5e-14"
"Pcsk4",34.6,15.91,1.06," 1.7e-25"
"Efcc1",20.28,9.96,1.06," 3.9e-20"
"Grhl1",25.18,11.94,1.06," 9.3e-22"
"Terb2",0.97,0.47,1.05," 2.0e-02"
"Baiap2",156.57,75.19,1.05," 1.8e-74"
"Pebp4",8.55,4.09,1.05," 6.9e-08"
"Lhfpl3",1198.04,578.19,1.05," 5.9e-79"
"Myo1h",11.59,5.49,1.05," 1.2e-08"
"Cdca7l",6.92,3.37,1.05," 1.0e-04"
"Npm2",7.99,3.7,1.05," 5.2e-07"
"Vmn2r86",1.88,0.88,1.05," 1.6e-02"
"Atp10a",64.33,31.49,1.05," 1.1e-23"
"Ajap1",100.26,48.18,1.05," 2.5e-53"
"Tgm3",2.48,1.23,1.04," 1.5e-03"
"Myo1b",49.29,23.99,1.04," 8.2e-53"
"Zfp459",2.72,1.44,1.04," 2.9e-04"
"Large1",830.86,405.63,1.04,"8.3e-221"
"Tmeff1",159.03,77.71,1.04," 1.3e-90"
"Grm7",2065.68,1018.82,1.03,"1.1e-104"
"C430042M11Rik",0.65,0.34,1.03," 5.0e-02"
"Pdgfc",72.11,35.29,1.03," 1.8e-45"
"Asprv1",1.15,0.5,1.03," 4.7e-02"
"Col8a1",42.67,20.46,1.03," 3.4e-13"
"Piwil2",2.48,1.01,1.03," 2.3e-02"
"Adamts17",118.65,58.03,1.03," 4.1e-50"
"Tmco5",1.28,0.59,1.03," 5.5e-03"
"Plekhg4",5.96,3.01,1.02," 2.9e-09"
"Myc",3.77,1.91,1.02," 3.9e-05"
"Tmem132d",411.03,203.07,1.02,"7.3e-107"
"Pde8b",416.72,206.27,1.02,"4.5e-151"
"Drp2",50.45,24.79,1.02," 1.3e-26"
"Aanat",12.82,6.46,1.02," 1.8e-10"
"Bdnf",43.26,22.08,1.01," 9.8e-17"
"Ccdc88b",5.7,3,1.01," 1.7e-05"
"4930447M23Rik",1.48,0.7,1.01," 1.7e-02"
"Ltbp1",25.03,10.99,1.01," 1.3e-06"
"Grip1os2",30.26,15.35,1.01," 9.1e-25"
"Srrm4",294.01,149,1.01," 2.9e-45"
"Rgsl1",3.81,1.82,1.01," 5.1e-04"
"Grin2a",408.94,205.4,1.01," 7.2e-59"
"Gabra4",70.77,35.69,1.01," 6.4e-32"
"Tmem213",1.14,0.6,1.01," 1.0e-02"
"Rreb1",173.03,85.93,1.01," 1.3e-21"
"4930551O13Rik",5.2,2.57,1," 9.7e-08"
"Gabrd",4.12,2.2,1," 1.5e-05"
"Fgf9",27.77,14.06,1," 2.5e-22"
"Cacna1e",665.49,337,0.99,"3.7e-136"
"Spink13",11.89,5.61,0.99," 3.1e-08"
"Sox5os3",2.83,1.41,0.99," 2.1e-04"
"4921539E11Rik",3.62,1.88,0.99," 9.3e-05"
"Rab26",78.48,40.83,0.99," 2.7e-44"
"Faah",69.3,35.2,0.99," 1.5e-55"
"Sorcs3",488.51,248.86,0.99," 1.4e-60"
"Six4",1.56,0.83,0.99," 8.9e-03"
"4930461C15Rik",1.21,0.61,0.98," 1.2e-02"
"Barx2",11.49,6.04,0.98," 5.9e-06"
"Gdnf",1.09,0.59,0.98," 4.4e-02"
"Ccdc169",1.78,0.95,0.98," 3.9e-03"
"Ryr2",532.6,268.12,0.98," 3.6e-77"
"Evpl",18.12,8.98,0.98," 5.3e-18"
"Dlgap2",649.47,333.48,0.98,"1.7e-127"
"Sytl5",27.75,14.01,0.98," 8.7e-22"
"Col26a1",45.15,23.31,0.98," 2.7e-26"
"Pkd1l2",6.56,3.54,0.98," 1.5e-04"
"Fxyd5",18.52,9.81,0.97," 1.2e-10"
"Cacna1h",49.44,25.12,0.97," 2.2e-40"
"Chil5",19.47,9.7,0.97," 3.4e-12"
"Pcdh15",1749.14,909.49,0.97," 1.5e-32"
"Zdhhc2",238.55,121.32,0.97," 1.1e-32"
"L3mbtl4",60.61,31.53,0.96," 8.3e-20"
"Msh3",99.61,51.01,0.96," 1.6e-62"
"1700093K21Rik",3.87,2.03,0.96," 8.6e-05"
"Gabrb3",1195.17,618.41,0.96,"1.1e-178"
"2210420H20Rik",4.85,2.55,0.96," 1.0e-05"
"Slc17a6",184.51,94.83,0.96," 2.8e-31"
"Adcyap1",73.49,40.91,0.96," 1.0e-13"
"A830011K09Rik",7.71,4,0.95," 4.3e-11"
"Astn2",1168.2,603.01,0.95,"4.2e-108"
"Cfi",1.7,0.86,0.95," 3.0e-03"
"Pde6a",24.31,12.88,0.95," 1.4e-17"
"Zfp385b",288.65,151,0.95," 1.1e-19"
"Cadps2",462.19,237.17,0.94," 1.1e-44"
"Pdzd3",1.47,0.78,0.94," 7.6e-03"
"Hrh1",35.93,18.68,0.94," 1.9e-17"
"Stard9",206.26,106.22,0.94," 6.3e-69"
"A830082K12Rik",111.52,58.8,0.94," 8.2e-29"
"Kcnab1",188.55,96.63,0.94," 2.0e-43"
"Lingo2",3930.58,2079.79,0.94," 6.3e-73"
"Fate1",1.16,0.63,0.94," 2.5e-02"
"Fstl3",5.96,3.11,0.94," 2.5e-05"
"Ppm1e",443.51,231.1,0.94," 9.5e-76"
"Vill",5.17,2.64,0.93," 1.4e-06"
"Grik4",297.07,155.33,0.93," 8.8e-53"
"Chrm1",13.98,7.19,0.93," 3.6e-08"
"9130409I23Rik",1.58,0.78,0.93," 4.5e-02"
"Runx2",83.69,43.52,0.93," 1.2e-27"
"Fstl4",397.75,201.67,0.93," 2.5e-42"
"Atp6v1b1",1.2,0.68,0.93," 2.5e-02"
"Ptger3",8.5,4.63,0.93," 2.7e-10"
"Rnd3",52.75,27.69,0.92," 3.2e-13"
"Gsg1",7.65,4.1,0.92," 9.1e-09"
"Myrip",115.34,61.69,0.92," 1.7e-48"
"Plcxd2",39.85,20.61,0.92," 3.2e-17"
"1700034H15Rik",10.11,5.42,0.92," 7.3e-09"
"Slc25a30",17.23,9.26,0.92," 1.6e-19"
"Teddm2",11.63,5.79,0.92," 6.6e-06"
"Lepr",29.14,16.66,0.92," 4.8e-08"
"Wnt5a",17.03,9.07,0.92," 8.2e-11"
"Noxred1",8.81,4.56,0.91," 5.1e-08"
"Isyna1",79.85,44.57,0.91," 2.0e-33"
"Prickle1",539.85,288.81,0.91," 2.6e-48"
"Susd4",238.98,127.04,0.91," 1.4e-93"
"Il1rapl1",2832.5,1520.61,0.91,"7.9e-105"
"Gipc2",26.55,14.37,0.91," 9.2e-21"
"Meox1",1.06,0.6,0.91," 2.6e-02"
"Slc16a9",17.06,9.3,0.91," 2.3e-08"
"4930401C15Rik",1.99,1.02,0.91," 6.3e-03"
"Susd2",23.37,12.83,0.91," 9.3e-22"
"Tmem266",53.57,28.32,0.91," 3.4e-17"
"Fam185a",56.38,30.14,0.91," 3.6e-54"
"Wdr95",21.44,11.83,0.9," 1.1e-13"
"B430218F22Rik",1.15,0.67,0.9," 2.1e-02"
"Pcsk6",31.59,16.48,0.9," 2.1e-13"
"Tmem191c",310.42,165.82,0.9,"6.0e-127"
"Epha5",841.19,450.74,0.9," 5.6e-65"
"Dpysl4",57.12,30.76,0.9," 9.1e-52"
"C130026L21Rik",44.3,23.76,0.9," 1.9e-15"
"Amz1",33.57,17.75,0.9," 3.4e-16"
"Phactr1",1146.84,621.03,0.9," 1.7e-86"
"Kcnk4",6.24,3.42,0.89," 1.8e-05"
"Ano5",75.07,40.89,0.89," 2.4e-20"
"Cntn5",1885.44,1009.85,0.89," 2.1e-43"
"Crybg2",2.03,1.04,0.89," 8.7e-03"
"Polr3g",15.48,8.34,0.89," 6.9e-16"
"Ddx4",3.52,1.82,0.89," 1.1e-04"
"Hmgb4",1.15,0.67,0.89," 3.8e-02"
"Nab2",12.05,6.53,0.89," 1.4e-07"
"H2-T22",31,16.48,0.88," 4.4e-11"
"AY358078",1,0.51,0.88," 3.7e-02"
"Pstpip1",6.07,3.13,0.88," 9.0e-05"
"Smco4",19.8,10.96,0.88," 1.0e-09"
"Tmem30c",3.1,1.84,0.88," 7.3e-04"
"Slc27a2",30.93,17.13,0.88," 1.7e-23"
