"Gene","Bead","Sup","Enrichment","P"
"Gm44892",0.01,0,0.73,"      NA"
"Gm6376",0.01,0,0.73,"      NA"
"Gm45181",0.01,0,0.73,"      NA"
"Gm3318",0.01,0,0.73,"      NA"
"Gm48844",0.01,0,0.73,"      NA"
"Gm7213",0.01,0,0.73,"      NA"
"4930444G20Rik",0.01,0,0.73,"      NA"
"Taar5",0.01,0,0.73,"      NA"
"Gm40614",0.01,0,0.73,"      NA"
"Gm6906",0.01,0,0.73,"      NA"
"Gm10145",0.01,0,0.73,"      NA"
"Gm22370",0.01,0,0.73,"      NA"
"Gm18903",0.01,0,0.73,"      NA"
"Gm17148",0.01,0,0.73,"      NA"
"Gm32515",0.01,0,0.73,"      NA"
"Gm9985",0.01,0,0.73,"      NA"
"Gm48450",0.01,0,0.73,"      NA"
"Gm22602",0.01,0,0.73,"      NA"
"Gm48868",0.01,0,0.73,"      NA"
"Gm20091",0.01,0,0.73,"      NA"
"C030005K15Rik",0.01,0,0.73,"      NA"
"Gm5181",0.01,0,0.73,"      NA"
"Cd209b",0.01,0,0.73,"      NA"
"Slc10a2",0.01,0,0.73,"      NA"
"Gm45770",0.01,0,0.73,"      NA"
"Rps12-ps24",0.01,0,0.73,"      NA"
"Gm7319",0.01,0,0.73,"      NA"
"Gm45366",0.01,0,0.73,"      NA"
"BC030870",0.01,0,0.73,"      NA"
"Gm45734",0.01,0,0.73,"      NA"
"Gm8054",0.01,0,0.73,"      NA"
"Mir23a",0.01,0,0.73,"      NA"
"Gm42031",0.01,0,0.73,"      NA"
"Gm26331",0.01,0,0.73,"      NA"
"Cmtm2a",0.01,0,0.73,"      NA"
"Ces2e",0.01,0,0.73,"      NA"
"Gm22085",0.01,0,0.73,"      NA"
"Gm45795",0.01,0,0.73,"      NA"
"Gm3635",0.01,0,0.73,"      NA"
"Foxl1",0.01,0,0.73,"      NA"
"Gm4904",0.01,0,0.73,"      NA"
"Gm17086",0.01,0,0.73,"      NA"
"Gm8396",0.01,0,0.73,"      NA"
"Gm48860",0.01,0,0.73,"      NA"
"Gm47763",0.01,0,0.73,"      NA"
"Gm6128",0.01,0,0.73,"      NA"
"AC158395.1",0.01,0,0.73,"      NA"
"Gm8011",0.01,0,0.73,"      NA"
"Gm8126",0.01,0,0.73,"      NA"
"CT009515.3",0.01,0,0.73,"      NA"
"Gm16082",0.01,0,0.73,"      NA"
"AC140280.1",0.01,0,0.73,"      NA"
"Gm4479",0.01,0,0.73,"      NA"
"Gm10233",0.01,0,0.73,"      NA"
"AC161383.1",0.01,0,0.73,"      NA"
"AC164436.1",0.01,0,0.73,"      NA"
"AC121567.1",0.01,0,0.73,"      NA"
"AC154283.1",0.01,0,0.73,"      NA"
"Gm9308",0.01,0,0.73,"      NA"
"Gm6015",0.01,0,0.73,"      NA"
"Mir6237",0.01,0,0.73,"      NA"
"Gm47029",0.01,0,0.73,"      NA"
"Gm27373",0.01,0,0.73,"      NA"
"Gm47680",0.01,0,0.73,"      NA"
"Olfr147",0.01,0,0.73,"      NA"
"Gm3953",0.01,0,0.73,"      NA"
"Gm25640",0.01,0,0.73,"      NA"
"Gm48124",0.01,0,0.73,"      NA"
"Rpl15-ps2",0.01,0,0.73,"      NA"
"Gm5746",0.01,0,0.73,"      NA"
"Gm47795",0.01,0,0.73,"      NA"
"Gm28231",0.01,0,0.73,"      NA"
"Gm34397",0.01,0,0.73,"      NA"
"Gm5372",0.01,0,0.73,"      NA"
"Fbxw26",0.01,0,0.73,"      NA"
"Snora62",0.01,0,0.73,"      NA"
"Gm11979",0.01,0,0.73,"      NA"
"Mir6372",0.01,0,0.73,"      NA"
"Gm12073",0.01,0,0.73,"      NA"
"3110004A20Rik",0.01,0,0.73,"      NA"
"Gm12152",0.01,0,0.73,"      NA"
"Gm12226",0.01,0,0.73,"      NA"
"Gm12622",0.01,0,0.73,"      NA"
"Olfr405-ps1",0.01,0,0.73,"      NA"
"Gm11196",0.01,0,0.73,"      NA"
"Gm11572",0.01,0,0.73,"      NA"
"Gm11643",0.01,0,0.73,"      NA"
"Gm48800",0.01,0,0.73,"      NA"
"Pom121l2",0.01,0,0.73,"      NA"
"Gm11307",0.01,0,0.73,"      NA"
"4930557F10Rik",0.01,0,0.73,"      NA"
"4930586N03Rik",0.01,0,0.73,"      NA"
"Gm11353",0.01,0,0.73,"      NA"
"Gm11377",0.01,0,0.73,"      NA"
"Gm5194",0.01,0,0.73,"      NA"
"Gm46392",0.01,0,0.73,"      NA"
"Gm47348",0.01,0,0.73,"      NA"
"Gm47316",0.01,0,0.73,"      NA"
"Gm47792",0.01,0,0.73,"      NA"
"Gm10113",0.01,0,0.73,"      NA"
"Gm47429",0.01,0,0.73,"      NA"
"Gm48548",0.01,0,0.73,"      NA"
"Gm6436",0.01,0,0.73,"      NA"
"Gm47250",0.01,0,0.73,"      NA"
"Gm47706",0.01,0,0.73,"      NA"
"Gm23319",0.01,0,0.73,"      NA"
"Gm8447",0.01,0,0.73,"      NA"
"Gm17450",0.01,0,0.73,"      NA"
"Gm20900",0.01,0,0.73,"      NA"
"Gm9088",0.01,0,0.73,"      NA"
"Gm48633",0.01,0,0.73,"      NA"
"AC163041.1",0.01,0,0.73,"      NA"
"Mir6538",0.01,0,0.73,"      NA"
"Gm32443",0.01,0,0.73,"      NA"
"Mir5627",0.01,0,0.73,"      NA"
"AC165349.2",0.01,0,0.73,"      NA"
"Gm48268",0.01,0,0.73,"      NA"
"Gm48866",0.01,0,0.73,"      NA"
"Gm7986",0.01,0,0.73,"      NA"
"Gm48564",0.01,0,0.73,"      NA"
"Gm40598",0.01,0,0.73,"      NA"
"Mir345",0.01,0,0.73,"      NA"
"Gm18441",0.01,0,0.73,"      NA"
"Gm17044",0.01,0,0.73,"      NA"
"AC107452.1",0.01,0,0.73,"      NA"
"Gm22979",0.01,0,0.73,"      NA"
"AC102000.1",0.01,0,0.73,"      NA"
"Gm5046",0.01,0,0.73,"      NA"
"Gm37042",0.01,0,0.73,"      NA"
"AC119959.1",0.01,0,0.73,"      NA"
"Olfr286",0.01,0,0.73,"      NA"
"Krt74",0.01,0,0.73,"      NA"
"Mefv",0.01,0,0.73,"      NA"
"AC156018.2",0.01,0,0.73,"      NA"
"Gm6031",0.01,0,0.73,"      NA"
"1700007E05Rik",0.01,0,0.73,"      NA"
"Gm9027",0.01,0,0.73,"      NA"
"Gm15976",0.01,0,0.73,"      NA"
"Tcp10a",0.01,0,0.73,"      NA"
"Gm3355",0.01,0,0.73,"      NA"
"Vmn2r114",0.01,0,0.73,"      NA"
"Clps",0.01,0,0.73,"      NA"
"Gm16195",0.01,0,0.73,"      NA"
"Gm17572",0.01,0,0.73,"      NA"
"Gm9574",0.01,0,0.73,"      NA"
"Acer1",0.01,0,0.73,"      NA"
"Gm44345",0.01,0,0.73,"      NA"
"Gm24690",0.01,0,0.73,"      NA"
"Gm4841",0.01,0,0.73,"      NA"
"Gm23301",0.01,0,0.73,"      NA"
"Gm14967",0.01,0,0.73,"      NA"
"Ms4a3",0.01,0,0.73,"      NA"
"Gm19241",0.01,0,0.73,"      NA"
"Gm5640",0.05,0.05,0.72,"      NA"
"Gm4973",0.04,0.03,0.72,"      NA"
"Gm13186",0.02,0.01,0.72,"      NA"
"Trex2",0.02,0.01,0.72,"      NA"
"Gm22056",0.02,0.01,0.72,"      NA"
"Gucy2d",0.02,0.01,0.72,"      NA"
"Gm4587",0.02,0.01,0.72,"      NA"
"Gm18671",0.02,0.01,0.72,"      NA"
"Gm28688",0.02,0.01,0.72,"      NA"
"Gm6869",0.02,0.01,0.72,"      NA"
"Fitm1",0.03,0.02,0.72,"      NA"
"Gm7449",0.01,0,0.71,"      NA"
"Gm7493",0.01,0,0.71,"      NA"
"Gm37400",0.01,0,0.71,"      NA"
"Gm6428",0.01,0,0.71,"      NA"
"Gm25829",0.01,0,0.71,"      NA"
"Gm18699",0.01,0,0.71,"      NA"
"Gm29490",0.01,0,0.71,"      NA"
"Mir7682",0.01,0,0.71,"      NA"
"Gm37119",0.01,0,0.71,"      NA"
"Gm7897",0.01,0,0.71,"      NA"
"Gm13346",0.01,0,0.71,"      NA"
"Olfr352",0.01,0,0.71,"      NA"
"Gm13502",0.01,0,0.71,"      NA"
"Olfr1116",0.01,0,0.71,"      NA"
"Olfr1130",0.01,0,0.71,"      NA"
"Gm13758",0.01,0,0.71,"      NA"
"Gm13915",0.01,0,0.71,"      NA"
"Gm14149",0.01,0,0.71,"      NA"
"Gm11450",0.01,0,0.71,"      NA"
"Gm11470",0.01,0,0.71,"      NA"
"Gm14435",0.01,0,0.71,"      NA"
"Psmb6-ps",0.01,0,0.71,"      NA"
"Rpl30-ps11",0.01,0,0.71,"      NA"
"Gm5383",0.01,0,0.71,"      NA"
"Gm5385",0.01,0,0.71,"      NA"
"Gm14613",0.01,0,0.71,"      NA"
"Gm27828",0.01,0,0.71,"      NA"
"Gm24598",0.01,0,0.71,"      NA"
"Avpr2",0.01,0,0.71,"      NA"
"Gm15365",0.01,0,0.71,"      NA"
"Gm8666",0.01,0,0.71,"      NA"
"Gm6285",0.01,0,0.71,"      NA"
"Gm14986",0.01,0,0.71,"      NA"
"Gm15067",0.01,0,0.71,"      NA"
"Gm2214",0.01,0,0.71,"      NA"
"Gm36973",0.01,0,0.71,"      NA"
"Gm36953",0.01,0,0.71,"      NA"
"Gm29560",0.01,0,0.71,"      NA"
"Gm43438",0.01,0,0.71,"      NA"
"Gm5711",0.01,0,0.71,"      NA"
"Gm9396",0.01,0,0.71,"      NA"
"Gm12412",0.01,0,0.71,"      NA"
"Gm12482",0.01,0,0.71,"      NA"
"Rps15a-ps8",0.01,0,0.71,"      NA"
"Gm11209",0.01,0,0.71,"      NA"
"Orm1",0.01,0,0.71,"      NA"
"Gm11250",0.01,0,0.71,"      NA"
"Gm5287",0.01,0,0.71,"      NA"
"Gm11765",0.01,0,0.71,"      NA"
"Foxd3",0.01,0,0.71,"      NA"
"Gm12967",0.01,0,0.71,"      NA"
"Gm25707",0.01,0,0.71,"      NA"
"Gm13121",0.01,0,0.71,"      NA"
"Mir5616",0.01,0,0.71,"      NA"
"Gm21040",0.01,0,0.71,"      NA"
"Gm43433",0.01,0,0.71,"      NA"
"Rpl35a-ps5",0.01,0,0.71,"      NA"
"Gm42745",0.01,0,0.71,"      NA"
"Gm15653",0.01,0,0.71,"      NA"
"Gm7993",0.01,0,0.71,"      NA"
"Gm40331",0.01,0,0.71,"      NA"
"Rps29-ps",0.01,0,0.71,"      NA"
"Stra8",0.01,0,0.71,"      NA"
"1810009J06Rik",0.01,0,0.71,"      NA"
"Gm5990",0.01,0,0.71,"      NA"
"Gm17060",0.01,0,0.71,"      NA"
"Mmrn1",0.01,0,0.71,"      NA"
"Gm44052",0.01,0,0.71,"      NA"
"Igkv6-32",0.01,0,0.71,"      NA"
"Mir706",0.01,0,0.71,"      NA"
"Mug2",0.01,0,0.71,"      NA"
"Gm8430",0.01,0,0.71,"      NA"
"Gm45351",0.01,0,0.71,"      NA"
"Gm9149",0.01,0,0.71,"      NA"
"4933404I11Rik",0.01,0,0.71,"      NA"
"Gm9246",0.01,0,0.71,"      NA"
"Zfp936",0.01,0,0.71,"      NA"
"Gm22909",0.01,0,0.71,"      NA"
"Gm24711",0.01,0,0.71,"      NA"
"Gm44864",0.01,0,0.71,"      NA"
"Gm16477",0.01,0,0.71,"      NA"
"Gm7514",0.01,0,0.71,"      NA"
"Gm7290",0.01,0,0.71,"      NA"
"Rpl27a-ps1",0.01,0,0.71,"      NA"
"Rpl19-ps2",0.01,0,0.71,"      NA"
"Gm1553",0.01,0,0.71,"      NA"
"Gm19612",0.01,0,0.71,"      NA"
"Gm48555",0.01,0,0.71,"      NA"
"Gm47101",0.01,0,0.71,"      NA"
"Gm48827",0.01,0,0.71,"      NA"
"Gm47949",0.01,0,0.71,"      NA"
"Gm10217",0.01,0,0.71,"      NA"
"Gm29175",0.01,0,0.71,"      NA"
"Gm15358",0.01,0,0.71,"      NA"
"Gm20946",0.01,0,0.71,"      NA"
"Gm8423",0.01,0,0.71,"      NA"
"n-R5s97",0.01,0,0.71,"      NA"
"Gm7419",0.01,0,0.71,"      NA"
"Gm2961",0.01,0,0.71,"      NA"
"Gm45756",0.01,0,0.71,"      NA"
"Gm25267",0.01,0,0.71,"      NA"
"Ces1h",0.01,0,0.71,"      NA"
"Mir7075",0.01,0,0.71,"      NA"
"Gm5670",0.01,0,0.71,"      NA"
"AC156790.1",0.01,0,0.71,"      NA"
"AC093022.4",0.01,0,0.71,"      NA"
"Gm25380",0.01,0,0.71,"      NA"
"Gm33472",0.01,0,0.71,"      NA"
"Mir687",0.01,0,0.71,"      NA"
"AC140426.1",0.01,0,0.71,"      NA"
"Gm10709",0.01,0,0.71,"      NA"
"Gm2594",0.01,0,0.71,"      NA"
"Tbc1d21",0.01,0,0.71,"      NA"
"Gm47240",0.01,0,0.71,"      NA"
"Gm4978",0.01,0,0.71,"      NA"
"Gm9540",0.01,0,0.71,"      NA"
"Gm20425",0.01,0,0.71,"      NA"
"Gm24860",0.01,0,0.71,"      NA"
"Gm11967",0.01,0,0.71,"      NA"
"Gm11983",0.01,0,0.71,"      NA"
"Mir103-1",0.01,0,0.71,"      NA"
"Gm12136",0.01,0,0.71,"      NA"
"Gm48467",0.01,0,0.71,"      NA"
"Gm525",0.01,0,0.71,"      NA"
"Gm11615",0.01,0,0.71,"      NA"
"Gm11698",0.01,0,0.71,"      NA"
"Gm32526",0.01,0,0.71,"      NA"
"Gm18131",0.01,0,0.71,"      NA"
"Olfr1368",0.01,0,0.71,"      NA"
"Vmn1r218",0.01,0,0.71,"      NA"
"Hist1h2af",0.01,0,0.71,"      NA"
"Gm23755",0.01,0,0.71,"      NA"
"Gm27301",0.01,0,0.71,"      NA"
"Gm23713",0.01,0,0.71,"      NA"
"Gm48156",0.01,0,0.71,"      NA"
"Gm9633",0.01,0,0.71,"      NA"
"Gm20763",0.01,0,0.71,"      NA"
"BC106175",0.01,0,0.71,"      NA"
"Gm48088",0.01,0,0.71,"      NA"
"Gm47357",0.01,0,0.71,"      NA"
"Gm24731",0.01,0,0.71,"      NA"
"Rpl26-ps2",0.01,0,0.71,"      NA"
"Gm10264",0.01,0,0.71,"      NA"
"Gm48048",0.01,0,0.71,"      NA"
"AC108945.1",0.01,0,0.71,"      NA"
"AC164883.8",0.01,0,0.71,"      NA"
"Gm5045",0.01,0,0.71,"      NA"
"Olfr285",0.01,0,0.71,"      NA"
"Gm37322",0.01,0,0.71,"      NA"
"AC173707.1",0.01,0,0.71,"      NA"
"Gm6640",0.01,0,0.71,"      NA"
"AC169509.4",0.01,0,0.71,"      NA"
"Gm26569",0.01,0,0.71,"      NA"
"AC130815.1",0.01,0,0.71,"      NA"
"Muc20",0.01,0,0.71,"      NA"
"Gm5406",0.01,0,0.71,"      NA"
"Gm30790",0.01,0,0.71,"      NA"
"Krtap26-1",0.01,0,0.71,"      NA"
"Gm26595",0.01,0,0.71,"      NA"
"Gm3145",0.01,0,0.71,"      NA"
"Gm16196",0.01,0,0.71,"      NA"
"Skiv2l-ps1",0.01,0,0.71,"      NA"
"Runx2os3",0.01,0,0.71,"      NA"
"Gm4832",0.01,0,0.71,"      NA"
"Gm16216",0.01,0,0.71,"      NA"
"Gm19503",0.02,0.01,0.71,"      NA"
"Mir7655",0.02,0.01,0.71,"      NA"
"Gm8659",0.02,0.01,0.71,"      NA"
"Ccdc83",0.02,0.01,0.71,"      NA"
"CT009550.1",0.02,0.01,0.71,"      NA"
"Bpifb2",0.05,0.03,0.71,"      NA"
"Figla",0.03,0.03,0.71,"      NA"
"n-R5s207",0.09,0.04,0.71,"      NA"
"Gm35608",0.03,0.02,0.71,"      NA"
"Gm3076",0.02,0.01,0.7,"      NA"
"Slc2a7",0.02,0.01,0.7,"      NA"
"Gm5054",0.02,0.01,0.7,"      NA"
"Gm15323",0.02,0.01,0.7,"      NA"
"Gm4950",0.02,0.01,0.7,"      NA"
"Gm16263",0.04,0.03,0.7,"      NA"
"Gm8964",0.02,0.01,0.7,"      NA"
"Gm21149",0.02,0.01,0.7,"      NA"
"Gm10087",0.02,0.01,0.7,"      NA"
"Gm20625",0.02,0.01,0.7,"      NA"
"Gm9256",0.02,0.01,0.7,"      NA"
"AC114008.2",0.02,0.01,0.7,"      NA"
"Hrasls5",0.02,0.01,0.7,"      NA"
"Gm6788",0.02,0.01,0.7,"      NA"
"Gm6104",0.02,0.02,0.7,"      NA"
"Gm47766",0.02,0.02,0.7,"      NA"
"Gm5239",0.02,0.02,0.7,"      NA"
"Gm9278",0.06,0.02,0.7,"      NA"
"Gm35638",0.06,0.05,0.69,"      NA"
"Gm36696",0.04,0.03,0.69,"      NA"
"Gm13623",0.04,0.04,0.69,"      NA"
"Gm12968",0.03,0.02,0.69,"      NA"
"Gm8601",0.03,0.02,0.69,"      NA"
"Olfr18",0.03,0.02,0.69,"      NA"
"Gm6374",0.04,0.04,0.69,"      NA"
"Gm7860",0.04,0.04,0.69,"      NA"
"Gm5737",0.06,0.05,0.68,"      NA"
"Gm13711",0.03,0.03,0.68,"      NA"
"Gm6729",0.03,0.03,0.68,"      NA"
"Gm5559",0.04,0.03,0.68,"      NA"
"Slc5a4a",0.04,0.03,0.68,"      NA"
"1700066J03Rik",0.05,0.07,0.68,"      NA"
"Gm13749",0.03,0.02,0.68,"      NA"
"Gm11605",0.03,0.02,0.67,"      NA"
"Gm29759",0.03,0.02,0.67,"      NA"
"Gm7432",0.03,0.02,0.67,"      NA"
"Gm28096",0.06,0.03,0.67,"      NA"
"Gm10689",0.06,0.03,0.67,"      NA"
"Gm22738",0.05,0.01,0.67,"      NA"
"Gm6441",0.03,0.02,0.66,"      NA"
"Gm4617",0.03,0.02,0.66,"      NA"
"Olfr125",0.03,0.02,0.66,"      NA"
"Gm20718",0.04,0.04,0.66,"      NA"
"Gm7589",0.04,0.03,0.66,"      NA"
"Gm27805",0.02,0.03,0.64,"      NA"
"Gm45627",0.06,0.03,0.64,"      NA"
"Gm10490",0.03,0.04,0.64,"      NA"
"Gm9423",0.05,0.04,0.63,"      NA"
"AC136019.1",0.09,0.01,0.62,"      NA"
"Mir23b",0.05,0.04,0.62,"      NA"
"Gm10610",0.07,0.05,0.61,"      NA"
"CT573019.1",0.04,0.02,0.6,"      NA"
"Dkk1",0.04,0.02,0.6,"      NA"
"Gm14176",0.04,0.04,0.58,"      NA"
"Gm7977",0.07,0.05,0.58,"      NA"
"Mybphl",0.08,0.03,0.58,"      NA"
"Tex29",0.05,0.03,0.57,"      NA"
"Gm4943",0.05,0.03,0.57,"      NA"
"Rpl31-ps6",0.08,0.01,0.57,"      NA"
"Gm15722",0.06,0.06,0.57,"      NA"
"Gm15346",0.05,0.02,0.57,"      NA"
"Gm43130",0.09,0.03,0.57,"      NA"
"Fam151a",0.06,0.03,0.56,"      NA"
"Nlrp10",0.08,0.04,0.56,"      NA"
"Gm23027",0.04,0.02,0.56,"      NA"
"Gm32184",0.05,0.03,0.55,"      NA"
"Gm15554",0.06,0.03,0.55,"      NA"
"Gm39329",0.04,0.01,0.55,"      NA"
"Gm47656",0.04,0.01,0.55,"      NA"
"Gm8911",0.04,0.01,0.55,"      NA"
"Gm7591",0.04,0.01,0.55,"      NA"
"Gm11419",0.04,0.01,0.55,"      NA"
"Gm8835",0.04,0.01,0.54,"      NA"
"Ms4a4c",0.04,0.01,0.54,"      NA"
"9130208D14Rik",0.04,0.04,0.54,"      NA"
"Atp6v0c-ps1",0.03,0.03,0.53,"      NA"
"Gm26740",0.03,0.03,0.53,"      NA"
"Gm48702",0.03,0.03,0.53,"      NA"
"Gm4853",0.05,0.05,0.53,"      NA"
"Ighg1",0.08,0.04,0.52,"      NA"
"AC158974.3",0.04,0.02,0.51,"      NA"
"Gm39388",0.05,0.05,0.51,"      NA"
"Gm6065",0.05,0.05,0.5,"      NA"
"Gm45341",0.08,0.04,0.5,"      NA"
"Gm8520",0.03,0.03,0.5,"      NA"
"Gm43435",0.06,0.05,0.5,"      NA"
"Gm32296",0.05,0.07,0.49,"      NA"
"Gm44020",0.04,0.04,0.48,"      NA"
"Gm5912",0.07,0.04,0.47,"      NA"
"Zfp572",0.07,0.04,0.47,"      NA"
"Slc35d2",0.02,0.07,0.47,"      NA"
"Tnni3k",0.09,0.03,0.46,"      NA"
"Gm44968",0.06,0.01,0.45,"      NA"
"Gm48001",0.07,0.05,0.44,"      NA"
"Gm6871",0.04,0.03,0.44,"      NA"
"Gm14323",0.02,0.03,0.44,"      NA"
"Gm10059",0.06,0.03,0.44,"      NA"
"Psmb6-ps2",0.02,0.02,0.43,"      NA"
"Gm14210",0.02,0.02,0.43,"      NA"
"Gm14719",0.02,0.02,0.43,"      NA"
"A430073D23Rik",0.02,0.02,0.43,"      NA"
"Gm28563",0.02,0.02,0.43,"      NA"
"AC153974.1",0.02,0.02,0.43,"      NA"
"Gm10146",0.02,0.02,0.43,"      NA"
"Gm6773",0.02,0.02,0.43,"      NA"
"Gm26636",0.05,0.04,0.43,"      NA"
"Gm13722",0.05,0.03,0.43,"      NA"
"Gm47629",0.05,0.03,0.43,"      NA"
"Gm6063",0.05,0.03,0.43,"      NA"
"Gm36756",0.07,0.05,0.42,"      NA"
"Dbh",0.05,0.02,0.42,"      NA"
"Apoa2",0.04,0.02,0.42,"      NA"
"Gm17138",0.04,0.02,0.42,"      NA"
"Gm5314",0.07,0.02,0.42,"      NA"
"Gm27634",0.02,0.03,0.41,"      NA"
"AC138715.1",0.04,0.02,0.41,"      NA"
"Gm15604",0.05,0.04,0.41,"      NA"
"Gm6621",0.03,0.01,0.41,"      NA"
"Gm37520",0.03,0.01,0.41,"      NA"
"Gm47261",0.03,0.01,0.41,"      NA"
"Gm47782",0.03,0.01,0.41,"      NA"
"Gm12115",0.03,0.01,0.41,"      NA"
"Gm12397",0.05,0.01,0.41,"      NA"
"Gm29730",0.08,0.01,0.4,"      NA"
"Gm28286",0.03,0.01,0.4,"      NA"
"4933427D06Rik",0.03,0.01,0.4,"      NA"
"AC123665.6",0.03,0.01,0.4,"      NA"
"AC164304.1",0.03,0.01,0.4,"      NA"
"Gm33053",0.03,0.01,0.4,"      NA"
"Gm12056",0.03,0.01,0.4,"      NA"
"Olfr314",0.03,0.01,0.4,"      NA"
"4933417A18Rik",0.03,0.01,0.4,"      NA"
"Lrrc72",0.03,0.01,0.4,"      NA"
"Gm829",0.07,0.04,0.4,"      NA"
"Gm34866",0.03,0.01,0.4,"      NA"
"Gm13864",0.03,0.01,0.4,"      NA"
"Clec4f",0.03,0.01,0.4,"      NA"
"Gm29803",0.03,0.01,0.4,"      NA"
"Isl2",0.03,0.01,0.4,"      NA"
"Slc22a14",0.03,0.01,0.4,"      NA"
"Serpinb1-ps1",0.03,0.01,0.4,"      NA"
"Olfr283",0.03,0.01,0.4,"      NA"
"AC150560.1",0.05,0.03,0.4,"      NA"
"Hnf4a",0.04,0.03,0.4,"      NA"
"Gm5354",0.04,0.03,0.4,"      NA"
"Gm28306",0.05,0.05,0.4,"      NA"
"Cyp4f39",0.04,0.05,0.4,"      NA"
"Cyp2g1",0.04,0.03,0.4,"      NA"
"Gm5272",0.06,0.05,0.4,"      NA"
"Gm24273",0.02,0.02,0.4,"      NA"
"Gm10359",0.02,0.02,0.4,"      NA"
"Gm13836",0.02,0.02,0.4,"      NA"
"Gm4795",0.02,0.02,0.4,"      NA"
"Gm5451",0.02,0.02,0.4,"      NA"
"Mtnr1b",0.08,0.05,0.39,"      NA"
"Gm23045",0.02,0.02,0.38,"      NA"
"Gm5801",0.02,0.02,0.38,"      NA"
"4930488N15Rik",0.04,0.04,0.38,"      NA"
"Aprt-ps",0.05,0.04,0.38,"      NA"
"Gm14303",0.02,0.02,0.38,"      NA"
"Gm38040",0.02,0.02,0.38,"      NA"
"Gc",0.02,0.02,0.38,"      NA"
"Gm10067",0.02,0.02,0.38,"      NA"
"Gm5611",0.02,0.02,0.38,"      NA"
"Treh",0.02,0.02,0.38,"      NA"
"Gm43442",0.07,0.04,0.37,"      NA"
"Gm37339",0.07,0.03,0.37,"      NA"
"Gm5796",0.06,0.05,0.37,"      NA"
"Gm45030",0.04,0.05,0.37,"      NA"
"Gm23448",0.03,0.03,0.37,"      NA"
"Gm29257",0.03,0.03,0.37,"      NA"
"Gm17149",0.03,0.04,0.36,"      NA"
"Gm7542",0.08,0.05,0.35,"      NA"
"Gm12766",0.04,0.01,0.35,"      NA"
"Gm24858",0.05,0.04,0.35,"      NA"
"Cytip",0.08,0.03,0.34,"      NA"
"Trim6",0.06,0.04,0.34,"      NA"
"Gm15470",0.04,0.03,0.34,"      NA"
"U2af1l4",0.05,0.04,0.34,"      NA"
"Gm8069",0.03,0.05,0.33,"      NA"
"Gm12247",0.04,0.02,0.33,"      NA"
"Gm15710",0.04,0.02,0.33,"      NA"
"4933430M04Rik",0.04,0.02,0.33,"      NA"
"Gm47184",0.05,0.03,0.33,"      NA"
"4930473D10Rik",0.05,0.04,0.32,"      NA"
"Gm42535",0.03,0.03,0.32,"      NA"
"Gm21631",0.06,0.03,0.31,"      NA"
"Gm13140",0.04,0.05,0.3,"      NA"
"A430093F15Rik",0.05,0.07,0.3,"      NA"
"Mir466h",0.03,0.01,0.29,"      NA"
"Gm16510",0.03,0.01,0.29,"      NA"
"Gm26318",0.03,0.01,0.29,"      NA"
"Gm10354",0.03,0.01,0.29,"      NA"
"Mir7689",0.03,0.01,0.29,"      NA"
"4930479H17Rik",0.03,0.01,0.29,"      NA"
"Gm8948",0.03,0.01,0.29,"      NA"
"Gm32025",0.03,0.01,0.29,"      NA"
"AC154576.1",0.03,0.01,0.29,"      NA"
"Gm48143",0.03,0.01,0.29,"      NA"
"Tssk5",0.03,0.01,0.29,"      NA"
"Gm22224",0.03,0.01,0.29,"      NA"
"Gm15321",0.03,0.01,0.29,"      NA"
"Gm8741",0.03,0.01,0.29,"      NA"
"Gm23523",0.03,0.01,0.28,"      NA"
"Nobox",0.03,0.01,0.28,"      NA"
"Hsh2d",0.03,0.01,0.28,"      NA"
"Mir411",0.03,0.01,0.28,"      NA"
"ENSMUSG00000110949",0.03,0.01,0.28,"      NA"
"AC101205.1",0.06,0.01,0.28,"      NA"
"Slc22a1",0.05,0.02,0.27,"      NA"
"Gm29610",0.06,0.03,0.27,"      NA"
"Gm13961",0.04,0.05,0.27,"      NA"
"Gm23388",0.05,0.06,0.26,"      NA"
"Gm29771",0.08,0.04,0.26,"      NA"
"Gm32468",0.02,0.04,0.25,"      NA"
"Apol7a",0.02,0.04,0.25,"      NA"
"Gm43777",0.07,0.04,0.25,"      NA"
"1700018F24Rik",0.07,0.01,0.25,"      NA"
"A930002H02Rik",0.05,0.02,0.23,"      NA"
"Gm47385",0.04,0.02,0.23,"      NA"
"Mir212",0.04,0.04,0.23,"      NA"
"1700123K08Rik",0.06,0.05,0.23,"      NA"
"Gm18103",0.05,0.06,0.23,"      NA"
"Rny1",0.07,0.03,0.22,"      NA"
"AC160336.1",0.07,0.03,0.22,"      NA"
"Gm11213",0.04,0.02,0.22,"      NA"
"Gm7162",0.03,0.05,0.22,"      NA"
"Gm4847",0.05,0.01,0.22,"      NA"
"Gm48022",0.05,0.01,0.22,"      NA"
"Gm29477",0.05,0.01,0.22,"      NA"
"Gm43548",0.03,0.02,0.21,"      NA"
"Gm3619",0.03,0.02,0.21,"      NA"
"Gm2962",0.02,0.03,0.21,"      NA"
"Gm11706",0.02,0.03,0.21,"      NA"
"Gm14612",0.03,0.02,0.21,"      NA"
"Vmn1r13",0.03,0.02,0.21,"      NA"
"Gm42397",0.03,0.02,0.21,"      NA"
"Gm10120",0.03,0.02,0.21,"      NA"
