"Gene","Bead","Sup","Enrichment","P"
"Slc25a19",32.91,21.14,0.64," 6.3e-05"
"Mad1l1",23.96,15.44,0.64," 2.8e-04"
"Surf4",66.63,42.57,0.64," 3.4e-07"
"Cetn2",48.97,31.42,0.64," 2.7e-06"
"Grem2",56.06,35.76,0.64," 8.6e-06"
"Zfp213",7.26,4.66,0.64," 2.1e-02"
"Aes",614.68,395.62,0.64," 4.3e-06"
"Grik4",53.01,33.95,0.64," 1.0e-06"
"Mogs",29.08,18.44,0.64," 4.8e-04"
"Tmub2",46.31,29.65,0.64," 4.5e-06"
"Man1b1",107.18,68.58,0.64," 1.7e-07"
"Rpl34",10.25,6.48,0.64," 1.8e-02"
"Chp1",261.12,167.79,0.64," 6.0e-09"
"Klhl36",12.27,7.83,0.64," 2.2e-02"
"Vamp2",1290.4,828.77,0.64," 9.0e-10"
"Pomgnt2",63.98,40.8,0.64," 3.1e-06"
"Kmt2b",104.92,67.47,0.64," 9.5e-08"
"Nudt3",283.93,182.79,0.64," 8.2e-08"
"Traf7",33.91,21.86,0.64," 1.3e-04"
"Mrnip",6.56,4.19,0.64," 3.0e-02"
"Bet1l",24.18,15.51,0.64," 1.7e-04"
"Ncaph2",102.22,65.76,0.64," 6.9e-06"
"Rtn1",1134.21,725.41,0.64," 3.8e-10"
"Taf6",29.95,19.35,0.64," 3.0e-04"
"Naa60",93.94,60.41,0.64," 3.9e-06"
"Rps14",106.9,68.62,0.64," 4.7e-05"
"Armc10",20.08,12.91,0.64," 4.4e-04"
"Pdcd2l",16.47,10.63,0.64," 3.0e-03"
"Atg9a",58.64,37.59,0.64," 5.8e-07"
"Sstr4",5.85,3.77,0.64," 4.3e-02"
"Lipt1",7.17,4.66,0.64," 2.8e-02"
"Hyal2",9.1,5.86,0.64," 1.3e-02"
"Zdhhc4",20.9,13.4,0.64," 3.3e-04"
"Prelid1",61.55,39.69,0.64," 6.6e-05"
"Rab36",76.65,49.14,0.64," 9.1e-07"
"Tesk1",47.85,30.95,0.64," 5.9e-05"
"Dut",31.42,20.23,0.64," 7.4e-05"
"1110038F14Rik",10.45,6.78,0.64," 1.1e-02"
"Sra1",68.83,44.37,0.64," 4.7e-07"
"Eif2b3",26.92,17.29,0.64," 7.7e-05"
"Acvr1b",142.5,91.41,0.64," 2.0e-08"
"Rad9a",12.52,8.01,0.64," 6.6e-03"
"Rita1",18.68,12.08,0.64," 2.4e-03"
"Ppp1r16a",79.89,51.41,0.64," 5.0e-05"
"Prepl",1161.99,747.8,0.64," 1.5e-11"
"Trappc1",28.48,18.34,0.64," 8.1e-05"
"Otub1",347.7,225.67,0.64," 5.7e-07"
"Aen",33.73,21.85,0.64," 1.5e-04"
"Praf2",19.26,12.32,0.64," 5.9e-04"
"Atp5g3",352.15,226.61,0.64," 6.2e-09"
"Mak",6.23,4.03,0.64," 4.7e-02"
"Zfp444",68.39,43.82,0.64," 1.6e-05"
"Aloxe3",10.51,6.73,0.63," 7.7e-03"
"Cox5a",114.7,73.83,0.63," 6.0e-08"
"Lcmt1",93.97,60.69,0.63," 3.6e-07"
"Serp2",67.24,43.43,0.63," 1.6e-05"
"Arhgap33",93.42,60.02,0.63," 2.3e-05"
"Mzt2",17.89,11.58,0.63," 1.4e-03"
"Gdi1",843.41,544.85,0.63," 9.6e-11"
"Slbp",34.01,21.93,0.63," 2.3e-05"
"Zfp385b",23.27,15.01,0.63," 2.0e-04"
"Grm8",28.26,18.25,0.63," 1.2e-04"
"Tomm40l",17.14,11.06,0.63," 2.9e-03"
"Dvl1",113.98,74.09,0.63," 2.8e-05"
"Pfn1",106.88,69.2,0.63," 6.3e-06"
"Mrto4",20.95,13.59,0.63," 4.8e-04"
"Trim35",337.76,218.79,0.63," 7.0e-08"
"Cenpx",6.24,4.06,0.63," 3.8e-02"
"Rbm15b",91.14,59.14,0.63," 3.2e-06"
"Ppp2r2c",605.94,391.73,0.63," 1.4e-07"
"Camk2n2",174.9,113.68,0.63," 2.9e-05"
"Hmga1",13.84,9.15,0.63," 1.9e-02"
"Pcdhga5",6.25,3.95,0.63," 4.1e-02"
"Magee1",474.05,306.48,0.63," 6.2e-10"
"Ppp1r12c",109.67,71.4,0.63," 1.5e-05"
"Fam196b",70.36,45.46,0.63," 3.7e-07"
"Tomm22",54.71,35.47,0.63," 2.6e-05"
"Ehmt2",243.06,158.06,0.63," 8.3e-07"
"Grm5",277.28,178.95,0.63," 4.6e-09"
"Pkp2",6.87,4.43,0.63," 3.1e-02"
"Rab4a",62.42,40.53,0.63," 3.8e-05"
"Rpa1",65.51,42.39,0.63," 5.3e-07"
"Hmga1b",6.33,4.1,0.63," 3.5e-02"
"Zc3h13",82.82,53.57,0.63," 1.4e-07"
"Sh3glb2",174.49,113.16,0.63," 8.5e-06"
"Wdr54",16.41,10.68,0.63," 2.1e-03"
"Atp8a2",183.65,118.25,0.63," 7.4e-08"
"Bhlhb9",137.06,88.62,0.63," 8.2e-09"
"Zranb3",12.2,7.89,0.63," 4.3e-03"
"Slc45a4",90.17,58.35,0.63," 9.9e-08"
"D1Ertd622e",61.4,39.74,0.63," 6.9e-07"
"Cfap74",13.38,8.67,0.63," 3.1e-03"
"Ndufc2",68.69,44.46,0.63," 5.4e-07"
"Rtn2",85.17,55.18,0.63," 7.1e-05"
"Gna11",187.24,121.91,0.63," 3.2e-06"
"Htatip2",8.95,5.8,0.63," 1.3e-02"
"Commd8",75.5,48.88,0.63," 4.0e-07"
"Mrpl19",39.1,25.43,0.63," 4.9e-05"
"Izumo4",17.45,11.3,0.63," 1.9e-03"
"Clstn1",789.18,507.77,0.63," 2.2e-09"
"Ywhag",2488.67,1616.77,0.63," 3.4e-09"
"Psmg1",23.78,15.44,0.63," 5.0e-04"
"Optn",43.07,27.99,0.63," 1.1e-05"
"Mb21d2",81.77,53.05,0.63," 2.1e-07"
"Snx2",90.75,58.78,0.63," 1.6e-07"
"Ptov1",208.57,136.18,0.63," 4.0e-05"
"2510039O18Rik",26.91,17.42,0.63," 8.9e-04"
"Plcxd2",414.6,268.56,0.63," 4.5e-09"
"Zdhhc22",111.62,72.26,0.63," 8.7e-08"
"Armc5",17.38,11.29,0.62," 3.5e-03"
"Tmem222",73.35,47.48,0.62," 6.9e-07"
"Kif27",9.37,6.13,0.62," 1.5e-02"
"Dhx32",46.56,30.24,0.62," 8.3e-06"
"Cep41",14.01,9.07,0.62," 2.7e-03"
"Oaz2",108.62,70.96,0.62," 2.1e-06"
"Eno4",6.83,4.42,0.62," 3.1e-02"
"Dcaf12l1",219.3,142.34,0.62," 2.4e-09"
"Nhlrc1",45.59,29.56,0.62," 5.1e-06"
"Cdc34",23.63,15.49,0.62," 1.5e-03"
"Gabrq",132.13,85.89,0.62," 1.1e-05"
"Me2",62.71,40.71,0.62," 8.9e-07"
"Zbtb22",37.1,24.17,0.62," 3.7e-04"
"Ddx24",348.37,226.75,0.62," 7.5e-10"
"Mrpl2",23.3,15.21,0.62," 4.3e-04"
"Cdk5",137.04,89.03,0.62," 1.5e-06"
"H2afy2",20.09,13.05,0.62," 5.0e-04"
"Rwdd2a",80.14,52.1,0.62," 2.9e-07"
"Ppp6r1",171.44,111.95,0.62," 1.3e-06"
"Mrpl36",21.98,14.26,0.62," 5.1e-04"
"Sh3rf3",28.1,18.27,0.62," 8.7e-05"
"Mapkbp1",74.99,48.67,0.62," 3.1e-07"
"Spire2",50.93,33.47,0.62," 4.1e-05"
"Fam189a1",44.13,28.61,0.62," 1.1e-05"
"2310011J03Rik",22.61,14.77,0.62," 1.2e-03"
"Ddost",80.94,52.39,0.62," 2.8e-07"
"Efcc1",14.61,9.54,0.62," 2.7e-03"
"Bag2",15.77,10.28,0.62," 1.6e-03"
"Rilpl2",10,6.53,0.62," 1.1e-02"
"Zfp13",23.43,15.32,0.62," 5.3e-04"
"Mrpl37",39.52,25.68,0.62," 2.5e-05"
"Vps26b",205.14,133.72,0.62," 1.3e-08"
"Crls1",38.42,24.9,0.62," 4.5e-05"
"Syngr3",218.45,141.43,0.62," 4.9e-08"
"Hps6",16.89,11.09,0.62," 6.1e-03"
"Zfp85os",6,3.89,0.62," 4.4e-02"
"Fam171a1",73.38,47.75,0.62," 2.9e-07"
"Lrrc4b",196.72,128.46,0.62," 4.4e-06"
"St8sia2",20.28,13.29,0.62," 9.9e-04"
"Tango2",127.02,82.89,0.62," 4.8e-07"
"Neu1",39.93,25.8,0.62," 8.2e-05"
"Smap2",314.55,205.24,0.62," 4.5e-09"
"Zmiz2",265.56,173.06,0.62," 3.0e-06"
"Med11",8.36,5.5,0.62," 2.3e-02"
"Arpc5l",95.93,62.49,0.62," 1.7e-07"
"Mum1",54.99,35.81,0.62," 2.0e-05"
"Grn",30.11,19.34,0.62," 2.2e-04"
"Usmg5",30.04,19.43,0.62," 7.4e-04"
"Ap2m1",79.97,52.21,0.62," 3.5e-07"
"Zfp954",19.33,12.67,0.62," 2.1e-03"
"Skp1a",478.04,311.09,0.62," 4.3e-10"
"Smim7",82.55,53.63,0.62," 2.1e-06"
"Lemd3",54.95,35.91,0.62," 4.8e-06"
"Gdap1l1",106.19,69.57,0.62," 5.0e-06"
"Trnau1ap",13.28,8.67,0.62," 4.1e-03"
"Pigyl",13.24,8.52,0.62," 1.0e-02"
"Srr",61.57,40.11,0.62," 9.8e-07"
"Usp29",368.26,240.25,0.62," 7.3e-10"
"Mapk1",736.25,479.75,0.62," 1.1e-10"
"Hs6st3",19.92,13.02,0.62," 8.7e-04"
"Elp6",18.24,12,0.62," 4.2e-03"
"Prkd1",17.32,11.34,0.62," 1.8e-03"
"Med28",110.81,72.21,0.62," 8.8e-08"
"Nicn1",189.5,123.97,0.62," 2.8e-07"
"Clip2",217.65,143.37,0.62," 2.2e-08"
"Kiss1r",10.74,7.02,0.62," 8.9e-03"
"Rab11b",77.93,51.11,0.62," 2.2e-06"
"Slc39a3",53.84,35.12,0.62," 3.4e-05"
"Efhd2",186.51,122.48,0.62," 7.4e-06"
"App",1135.62,735.49,0.62," 1.0e-09"
"Mark4",93.78,61.49,0.62," 1.1e-06"
"Apbb1",496.95,327.25,0.62," 4.3e-06"
"Sema3a",16.19,10.66,0.62," 2.2e-03"
"Cox18",15.01,9.9,0.61," 2.7e-03"
"Dnajc14",62.18,40.6,0.61," 1.4e-06"
"Sin3b",212.46,139.27,0.61," 3.1e-07"
"Arl2",82.78,54.44,0.61," 3.0e-05"
"Foxp4",72.82,47.87,0.61," 8.9e-05"
"9130401M01Rik",10.14,6.63,0.61," 1.5e-02"
"Capn5",97.91,64.25,0.61," 6.1e-06"
"Mrps2",56.57,37.1,0.61," 6.1e-06"
"Tubg2",68.61,45.09,0.61," 1.5e-04"
"Pip5k1a",85.43,55.89,0.61," 1.0e-06"
"Clec2l",26.99,17.75,0.61," 3.4e-03"
"Aurkaip1",70.45,46.22,0.61," 5.6e-05"
"Wdr46",11.09,7.28,0.61," 8.1e-03"
"Chst12",14.84,9.63,0.61," 5.2e-03"
"Tmem147",50.09,32.53,0.61," 3.5e-05"
"Elp3",144.46,94.79,0.61," 5.7e-08"
"Tspan4",10.78,7.05,0.61," 9.5e-03"
"Ubb",171.83,113.32,0.61," 3.4e-06"
"Gsto1",43.05,28.29,0.61," 2.0e-05"
"Dcaf15",21.12,13.91,0.61," 2.3e-03"
"B4galt2",60.42,39.98,0.61," 1.1e-04"
"Twnk",20.82,13.64,0.61," 7.2e-04"
"Dhx34",16.29,10.61,0.61," 4.5e-03"
"Zfp511",8.54,5.59,0.61," 2.4e-02"
"Ybey",11.42,7.48,0.61," 7.7e-03"
"Tonsl",14.18,9.31,0.61," 5.3e-03"
"Htr5a",21.37,14,0.61," 6.0e-04"
"Gdpgp1",13.05,8.56,0.61," 5.5e-03"
"Nob1",32.47,21.24,0.61," 3.7e-04"
"Ppp2r5b",223.42,146.97,0.61," 2.7e-06"
"Rrp1",291.37,191.39,0.61," 2.7e-08"
"Erg28",29.73,19.39,0.61," 1.1e-04"
"Ube3b",83.64,54.7,0.61," 2.2e-06"
"Bud31",22.91,14.99,0.61," 5.3e-04"
"Pitpnm1",308.7,203.7,0.61," 1.8e-06"
"Abhd12",166.93,109.07,0.61," 2.5e-08"
"Prkar1a",1536.95,1006.22,0.61," 7.2e-11"
"B3galt5",82.07,53.55,0.61," 1.3e-06"
"Snx11",31.1,20.31,0.61," 1.3e-03"
"Hsp90ab1",1583.71,1038.06,0.61," 5.9e-10"
"Eif2ak1",76.59,50.23,0.61," 1.2e-06"
"Necab2",67.83,44.83,0.61," 2.5e-05"
"Rnf185",63.81,41.89,0.61," 2.7e-06"
"Nol6",247.63,162.98,0.61," 1.4e-07"
"Alad",42.7,28.15,0.61," 1.1e-04"
"Sh2b1",111.58,73.4,0.61," 4.0e-05"
"Celsr2",327.62,213.39,0.61," 7.0e-09"
"Psmd9",29.25,19.23,0.61," 1.2e-04"
"Tmem63c",50.33,32.78,0.61," 9.1e-06"
"Fam173a",37.87,24.89,0.61," 6.2e-04"
"Prr5",19.92,13.05,0.61," 2.2e-03"
"Tmem151a",123.07,80.79,0.61," 2.0e-05"
"Ube2m",129.27,85.18,0.61," 3.7e-07"
"Mkrn1",162.59,106.77,0.61," 1.7e-08"
"Gorasp1",45.76,30.32,0.61," 1.0e-04"
"Eif1a",111.84,73.26,0.61," 2.7e-07"
"Bsg",217.31,141.64,0.61," 1.8e-08"
"Lrtm2",85.17,55.8,0.61," 3.0e-07"
"Rims4",143.16,95.2,0.61," 4.1e-06"
"Tmie",56.44,37.32,0.61," 2.2e-05"
"Exosc9",28.03,18.38,0.61," 1.5e-04"
"Podxl2",165.28,108.19,0.61," 9.0e-06"
"Mrm3",19.64,12.92,0.61," 1.2e-03"
"Rrs1",15.86,10.41,0.61," 3.2e-03"
"Slc9a3r2",40.16,26.5,0.61," 3.1e-04"
"Thap7",17.07,11.34,0.61," 5.8e-03"
"Ubap2l",157.2,103.01,0.61," 4.8e-08"
"Ssu72",55.46,36.49,0.61," 6.3e-06"
"Tusc3",137.96,89.59,0.61," 9.6e-07"
"Lyar",7.17,4.7,0.61," 3.4e-02"
"Mpp2",220.64,145.85,0.61," 1.7e-06"
"F8a",36.6,24.22,0.61," 4.1e-04"
"Dhps",40.98,27.01,0.61," 9.6e-05"
"Dxo",12.59,8.31,0.61," 5.9e-03"
"Smc1a",73.72,48.45,0.61," 6.0e-06"
"Fbxo21",330.56,217.91,0.61," 1.6e-07"
"Atp6v1e1",359.74,236.66,0.61," 1.9e-09"
"Dnaja4",19.68,12.94,0.61," 1.1e-03"
"Klf13",162.32,107.16,0.61," 5.4e-07"
"Hagh",74.63,49.34,0.61," 2.9e-05"
"Rpl35",8.56,5.66,0.61," 2.2e-02"
"Pias3",39.17,25.83,0.61," 9.8e-05"
"Gstp1",70.68,46.92,0.6," 8.8e-05"
"Tbc1d9b",245.76,161.57,0.6," 1.4e-06"
"Taf5l",20.49,13.52,0.6," 1.2e-03"
"Sdhc",120.48,79.55,0.6," 5.3e-07"
"Carns1",14.63,9.77,0.6," 1.0e-02"
"Dmap1",32.17,21.23,0.6," 1.8e-04"
"Arsa",35.48,23.25,0.6," 5.8e-05"
"Tspoap1",181.77,119.9,0.6," 2.8e-06"
"Tmem216",8.84,5.79,0.6," 2.2e-02"
"Polr1d",24.79,16.33,0.6," 7.8e-04"
"Rbbp7",136.59,89.84,0.6," 6.2e-08"
"Amer3",70.27,46.39,0.6," 2.4e-05"
"Aacs",49.34,32.63,0.6," 2.2e-04"
"Psmb5",19.77,13.14,0.6," 2.0e-03"
"Tspyl1",412.51,271.89,0.6," 1.9e-09"
"Rassf5",71.97,47.45,0.6," 2.1e-06"
"Cmas",192.21,126.53,0.6," 8.1e-09"
"B230216N24Rik",9.29,6.15,0.6," 1.9e-02"
"Mettl22",21.64,14.21,0.6," 4.6e-03"
"Cep19",63.75,42.12,0.6," 1.2e-05"
"Mapkap1",58.58,38.63,0.6," 6.2e-06"
"Jmjd8",17.3,11.36,0.6," 2.6e-03"
"Rxfp3",18.6,12.16,0.6," 2.2e-03"
"Trerf1",75.45,49.48,0.6," 1.3e-06"
"Dhx30",186.25,122.86,0.6," 7.6e-07"
"Map3k11",30.79,20.44,0.6," 8.9e-04"
"Khdrbs3",72.61,47.92,0.6," 1.2e-06"
"Ciapin1",118.66,78.98,0.6," 4.6e-06"
"Asna1",88.42,58.75,0.6," 1.6e-05"
"Fam13b",225.89,148.92,0.6," 4.9e-09"
"Arl16",37.13,24.57,0.6," 7.0e-05"
"Slc38a10",94.82,62.21,0.6," 1.8e-06"
"Nptxr",314.34,206.85,0.6," 1.3e-07"
"Pycr2",27.76,18.43,0.6," 9.6e-04"
"Zfp275",160.46,105.9,0.6," 2.6e-08"
"Csnk1d",262.49,174.03,0.6," 4.7e-08"
"Neurl1a",144.37,95.3,0.6," 2.2e-05"
"Cd83",102.33,67.35,0.6," 6.4e-07"
"Sdc2",86.68,57.49,0.6," 1.5e-05"
"Calm1",2682.47,1771.61,0.6," 1.4e-10"
"Mon1b",78.98,52.57,0.6," 7.9e-06"
"Herpud1",64.97,42.96,0.6," 5.0e-06"
"Kazn",262.64,173.91,0.6," 4.2e-07"
"Gucy1b1",205.38,135.68,0.6," 8.7e-09"
"Rhbdl3",56,37.08,0.6," 6.2e-06"
"Cyb561a3",6.34,4.2,0.6," 4.6e-02"
"Syt16",89.49,59.15,0.6," 2.4e-06"
"Fbxo2",56.4,37.79,0.6," 2.5e-04"
"Phf1",79.44,53.09,0.6," 1.2e-04"
"Med19",46.99,30.99,0.6," 1.4e-05"
"Fntb",42.15,27.98,0.6," 1.6e-04"
"Meaf6",237.95,157.71,0.6," 4.5e-08"
"Ptrhd1",7.66,5.1,0.6," 3.1e-02"
"L2hgdh",38.6,25.41,0.6," 1.1e-04"
"Comt",48.67,32.27,0.6," 5.0e-04"
"Palm",140.67,93.71,0.6," 8.4e-06"
"6330403L08Rik",27.65,18.46,0.6," 3.5e-04"
"Arhgef25",95.14,63.34,0.6," 1.4e-05"
"Fabp3",11.09,7.36,0.6," 1.7e-02"
"Slc25a38",40.56,26.99,0.6," 1.9e-04"
"Cys1",15.57,10.33,0.6," 8.1e-03"
"Atn1",13.28,8.8,0.6," 8.2e-03"
"1110008L16Rik",11.28,7.39,0.6," 1.3e-02"
"Adgrg1",107.62,70.92,0.6," 1.9e-07"
"Rnf41",150.58,100.02,0.6," 1.1e-06"
"Ccdc107",9.23,6.11,0.6," 2.5e-02"
"Zfp324",20.41,13.5,0.6," 2.0e-03"
"Fkbp4",199.84,133.32,0.6," 4.0e-07"
"Pla2g12a",24.13,15.95,0.6," 4.6e-04"
"Zfp61",13.52,9.08,0.6," 1.1e-02"
"Zdhhc6",19.42,12.74,0.59," 1.8e-03"
"Dgcr6",44.73,29.87,0.59," 1.4e-04"
"Mrpl46",31.19,20.69,0.59," 1.2e-03"
"Prdm16",33.21,22.11,0.59," 1.6e-04"
"Vstm2b",27.52,18.22,0.59," 2.5e-04"
"Pgr",129.71,85.84,0.59," 1.1e-07"
"Per1",80.92,54.53,0.59," 8.3e-05"
"Timm29",121.45,80.46,0.59," 5.8e-07"
"Vps28",138.8,92.36,0.59," 3.0e-06"
"Cpne4",78.64,52.08,0.59," 1.2e-06"
"Chd3",960.32,638.04,0.59," 3.5e-07"
"Dnajc11",84.05,55.89,0.59," 2.4e-06"
"Tmem121",15.85,10.52,0.59," 8.8e-03"
"Katnb1",57.28,38.23,0.59," 1.3e-04"
"Eml4",62.58,41.44,0.59," 2.3e-06"
"Mpi",56.61,37.55,0.59," 4.5e-06"
"Sharpin",45.16,30.05,0.59," 1.6e-04"
"Rpl32",63.35,42.34,0.59," 3.8e-05"
"Rcc2",118.14,78.61,0.59," 4.8e-07"
"Rps5",253.52,169.2,0.59," 2.8e-06"
"Ppp1r12b",265.31,175.77,0.59," 8.6e-08"
"Tomm40",60.53,40.32,0.59," 9.2e-05"
"Hmgxb3",70.65,46.81,0.59," 2.8e-05"
"Kdelr1",38.22,25.21,0.59," 6.3e-05"
"Sf3a2",31.42,20.88,0.59," 5.6e-04"
"Crim1",145.04,95.55,0.59," 5.5e-07"
"Ddx18",10.56,7.01,0.59," 1.4e-02"
"Smyd2",49.99,33.32,0.59," 2.5e-04"
"Gpank1",7.99,5.36,0.59," 3.4e-02"
"Ccdc92",180.32,120.17,0.59," 2.2e-05"
"Csrnp2",52.68,35.01,0.59," 2.1e-05"
"Tsta3",16.85,11.24,0.59," 2.4e-03"
"Ndufa4",108.71,71.98,0.59," 5.5e-07"
"Hspa8",80.33,53.78,0.59," 6.8e-05"
"Scg5",272.41,179.81,0.59," 1.1e-07"
"Mlxip",48.1,31.86,0.59," 4.0e-05"
"Rps7",20.08,13.42,0.59," 7.1e-03"
"Sh3rf1",97.41,64.83,0.59," 1.9e-06"
"Dlc1",89.95,59.74,0.59," 5.0e-07"
"Nudt16l1",39.33,26.17,0.59," 1.2e-04"
"Gspt2",65.56,43.58,0.59," 2.0e-06"
"Rps18",12.7,8.62,0.59," 1.4e-02"
"Slc35c2",44.07,29.2,0.59," 4.7e-05"
"Btf3",38.94,25.92,0.59," 5.8e-05"
"Prkacb",1744.79,1160.28,0.59," 4.1e-10"
"Prr13",51.36,34.27,0.59," 5.3e-05"
"Fahd2a",22.52,15.02,0.59," 7.0e-04"
"Sox2",68.1,45.28,0.59," 1.8e-06"
"Exosc1",15.82,10.53,0.59," 2.8e-03"
"Ampd2",168.79,112.76,0.59," 1.2e-06"
"Epb41l4b",148.44,98.55,0.59," 1.2e-07"
"Hsf1",44.01,29.46,0.59," 7.1e-05"
"Ppp3cb",412.89,274.51,0.59," 3.1e-09"
"Slc25a39",128.88,85.9,0.59," 5.6e-05"
"Cops7b",30.05,19.97,0.59," 2.5e-04"
"Sytl4",48.39,32.2,0.59," 1.1e-05"
"Atg16l2",14.83,9.86,0.59," 4.3e-03"
"Pex10",14.98,10.02,0.59," 7.0e-03"
"Saxo2",7.17,4.77,0.59," 3.8e-02"
"Pusl1",10.94,7.29,0.59," 3.2e-02"
"Nifk",26.87,17.83,0.59," 7.5e-04"
"Gskip",63.38,42.19,0.59," 2.8e-06"
"Pex11b",31.63,21.08,0.59," 1.2e-04"
"Tac1",67.51,44.71,0.59," 4.6e-06"
"Rundc1",52.63,35.22,0.59," 4.3e-05"
"Nudt2",18.67,12.47,0.59," 2.4e-03"
"Zfp777",49.68,33.23,0.59," 1.2e-04"
"Nipsnap1",125.71,84.04,0.59," 1.5e-06"
"Gm6166",12.62,8.45,0.59," 8.7e-03"
"Tbrg1",38.42,25.67,0.59," 1.1e-04"
"Arl1",73.16,48.77,0.59," 2.6e-06"
"Rab12",132.95,88.7,0.58," 9.2e-08"
"Fchsd1",12.68,8.47,0.58," 9.7e-03"
"Tatdn2",72.53,48.36,0.58," 2.3e-06"
"Zfp358",33.36,22.3,0.58," 4.2e-04"
"Fam3a",17.9,11.93,0.58," 2.3e-03"
"Inafm2",57.63,38.52,0.58," 1.7e-05"
"Arl6",44.14,29.42,0.58," 4.2e-05"
"Kif3b",126.74,84.7,0.58," 3.6e-07"
"BC029722",58.38,39.08,0.58," 3.0e-04"
"Akt1s1",31.22,20.83,0.58," 1.1e-03"
"ENSMUSG00000045095",339.74,226.94,0.58," 7.1e-09"
"Tmem268",22.81,15.23,0.58," 7.1e-04"
"Acsl1",58.65,39.16,0.58," 4.8e-06"
"Sorcs1",67.7,45.46,0.58," 7.0e-06"
"Usp27x",61,40.71,0.58," 5.1e-06"
"Tmem219",9.47,6.34,0.58," 2.4e-02"
"Tmem74b",11.7,7.82,0.58," 1.8e-02"
"Sf1",181.38,121.21,0.58," 3.4e-08"
"Pigo",21.91,14.56,0.58," 1.4e-03"
"Uba1",611.94,409.51,0.58," 1.6e-08"
"Tmem167b",75.7,50.51,0.58," 1.9e-06"
"Dpp9",102.38,68.72,0.58," 1.6e-05"
"Bex1",75.52,50.35,0.58," 1.8e-06"
"3110040N11Rik",11.19,7.48,0.58," 1.1e-02"
"Tomm7",37.24,24.9,0.58," 1.3e-04"
"Acyp1",9.05,6.03,0.58," 3.1e-02"
"Bcl11a",40.3,27.06,0.58," 7.5e-05"
"Ppp4c",36.77,24.67,0.58," 5.7e-04"
"Arrb2",54.48,36.57,0.58," 6.1e-05"
"Mrpl11",39.76,26.64,0.58," 1.0e-04"
"Zfp512b",68.78,46.22,0.58," 9.5e-06"
"Mtfr1l",106.91,71.73,0.58," 6.4e-06"
"Rnaseh2a",23.09,15.46,0.58," 2.5e-03"
"Ttll11",39.63,26.59,0.58," 2.5e-04"
"Dap3",91.82,61.5,0.58," 3.3e-06"
"Nrip2",56.21,37.94,0.58," 4.3e-05"
"Ppcs",8.14,5.44,0.58," 3.9e-02"
"Ctsb",462.95,307.65,0.58," 2.5e-08"
"Pdap1",46.75,31.34,0.58," 6.5e-05"
"Saraf",227.97,151.69,0.58," 3.2e-07"
"B4galt6",347,232.36,0.58," 2.1e-08"
"Tmem266",10.74,7.19,0.58," 2.4e-02"
"Mocs3",13.52,9.09,0.58," 1.2e-02"
"Tpi1",486.56,328.56,0.58," 4.2e-06"
"Gigyf1",73.6,49.45,0.58," 3.2e-05"
"Ptpa",355.22,239.1,0.58," 8.3e-06"
"Porcn",21.17,14.11,0.58," 1.4e-03"
"Retreg2",202.06,134.43,0.58," 3.6e-06"
"Ap2a1",326.01,219.86,0.58," 4.0e-06"
"Gm1673",20.27,13.81,0.58," 1.6e-02"
"Tmem115",26.44,17.68,0.58," 1.3e-03"
"Mthfsd",28.89,19.37,0.58," 4.0e-04"
"Filip1",14.62,9.81,0.58," 7.7e-03"
"Rpl28",8.49,5.62,0.58," 2.9e-02"
"Mrps25",32,21.44,0.58," 2.1e-04"
"Nop10",31.02,20.79,0.58," 1.7e-04"
"Cyb5r3",88.6,59.94,0.58," 3.8e-06"
"Rps3",190.98,128.55,0.58," 8.4e-07"
"Dyrk3",11.63,7.78,0.58," 1.2e-02"
"Jrk",36.79,24.65,0.58," 1.3e-04"
"Klhdc8a",73.85,49.68,0.58," 6.1e-05"
"Gfod2",49.5,33.52,0.58," 3.3e-04"
"Plppr1",13.27,8.82,0.58," 8.1e-03"
"Zcchc3",30.61,20.57,0.58," 7.5e-04"
"Brpf1",43.78,29.36,0.58," 4.9e-05"
"Emc1",139.75,92.86,0.58," 1.6e-06"
"Pak1",533.54,357.81,0.58," 1.3e-08"
"Bccip",34.67,23.22,0.58," 1.2e-04"
"Dclk2",123.97,83.19,0.58," 1.8e-07"
"AU040320",84.64,56.67,0.58," 1.8e-06"
"Dpm3",8.62,5.77,0.58," 4.4e-02"
"Clta",189.27,127.67,0.58," 3.5e-07"
"Pisd",17.36,11.65,0.58," 2.5e-03"
"Gm10699",16.87,11.34,0.57," 4.1e-03"
"Gpx4",48.59,32.75,0.57," 3.0e-04"
"Arhgef17",406.28,274.84,0.57," 4.3e-05"
"Snd1",122.33,82.56,0.57," 1.5e-06"
"Nudt18",64.86,43.68,0.57," 2.1e-04"
"Pex26",37.38,25.19,0.57," 2.7e-04"
"Gcc1",42.05,28.28,0.57," 1.0e-04"
"Arpp19",184.6,123.9,0.57," 5.4e-08"
"Rab11fip2",117.48,78.96,0.57," 1.9e-06"
"Mex3b",16.8,11.32,0.57," 3.8e-03"
"Cap1",220.86,148.99,0.57," 2.8e-07"
"Pcdhgb8",9.07,6.08,0.57," 2.3e-02"
"Pea15a",610.07,410.29,0.57," 4.0e-08"
"Mesd",68.98,46.33,0.57," 6.9e-06"
"Ndel1",161.32,109.12,0.57," 2.4e-06"
"Fads3",36.62,24.52,0.57," 1.6e-04"
"Krt1",18.79,12.64,0.57," 1.9e-03"
"Mta2",46.41,31.22,0.57," 1.1e-04"
