"Gene","Bead","Sup","Enrichment","P"
"Cd247",3.4,2.91,0.3," 1.8e-01"
"Prr27",0.78,0.6,0.3," 5.3e-01"
"Obox3",6.15,5.03,0.3," 6.2e-02"
"Asb18",4.84,8.01,0.3," 4.7e-01"
"1700041M19Rik",3.9,3.08,0.3," 1.4e-01"
"4930557F10Rik",1.01,0.79,0.3," 4.7e-01"
"1700095J12Rik",0.22,0.17,0.3," 7.5e-01"
"Prl8a8",0.5,0.44,0.3," 6.4e-01"
"Rtn4r",6.39,4.95,0.3," 8.4e-02"
"D030045P18Rik",1.79,1.38,0.3," 3.4e-01"
"Phxr2",0.76,0.59,0.3," 5.4e-01"
"Junb",34.47,28.22,0.3," 6.0e-02"
"3110070M22Rik",0.54,0.38,0.3," 6.4e-01"
"Nanog",0.75,0.5,0.3," 5.8e-01"
"Dhx58os",3.46,2.68,0.3," 1.4e-01"
"Serpina3m",0.77,0.61,0.3," 5.8e-01"
"Opn4",1.07,0.89,0.3," 4.9e-01"
"Cfap206",23.69,19.24,0.3," 1.4e-01"
"Mybpc2",1.13,0.95,0.29," 4.1e-01"
"Krt26",1.29,1.07,0.29," 3.6e-01"
"Apom",0.4,0.32,0.29," 6.4e-01"
"Zfp414",7.12,5.84,0.29," 1.3e-01"
"Evc2",8.83,7.21,0.29," 5.4e-02"
"Asz1",1.11,0.87,0.29," 4.2e-01"
"Aoc2",3.54,2.89,0.29," 1.3e-01"
"Il11",0.8,0.63,0.29," 4.7e-01"
"Stil",3.83,3.23,0.29," 2.3e-01"
"Usp26",1.71,1.47,0.29," 3.6e-01"
"Npas1",17,14.29,0.29," 2.0e-01"
"Txndc2",0.07,0.08,0.29," 8.6e-01"
"Dohh",0.15,0.11,0.29," 8.0e-01"
"Fnd3c2",0.89,0.71,0.29," 5.2e-01"
"1700012I11Rik",3.83,3.2,0.29," 1.1e-01"
"4933402J07Rik",0.57,0.53,0.29," 5.8e-01"
"Mettl21c",2.66,2.17,0.29," 2.0e-01"
"Cd226",4.11,3.29,0.29," 1.6e-01"
"Lhx4",0.19,0.19,0.29," 7.4e-01"
"Themis3",0.25,0.19,0.29," 7.3e-01"
"A630010A05Rik",0.73,0.61,0.29," 5.4e-01"
"Cby3",1.01,0.82,0.29," 4.2e-01"
"4930435F18Rik",0.53,0.39,0.29," 6.5e-01"
"9330102E08Rik",1.59,1.25,0.29," 3.0e-01"
"P2rx5",2.62,2.04,0.29," 3.2e-01"
"1700001L05Rik",1.22,1.03,0.29," 4.7e-01"
"Rasgrp4",1.98,1.49,0.29," 3.6e-01"
"4930589L23Rik",0.47,0.36,0.29," 6.7e-01"
"Eme1",4.13,3.76,0.29," 2.7e-01"
"Obox1",3.91,3.38,0.29," 1.6e-01"
"Bpi",0.1,0.06,0.29," 8.6e-01"
"Mrgpra9",0.17,0.14,0.28," 7.7e-01"
"Trp53tg5",0.11,0.11,0.28," 7.9e-01"
"Olfr635",1.41,1.24,0.28," 5.5e-01"
"Platr3",0.09,0.1,0.28," 8.0e-01"
"Ttn",7.53,6.12,0.28," 7.9e-02"
"Speer4a",1.84,1.37,0.28," 4.4e-01"
"4921522P10Rik",0.21,0.21,0.28," 7.4e-01"
"Ccl28",2.6,2.12,0.28," 2.2e-01"
"Itgal",2.65,2.32,0.28," 5.0e-01"
"Mgat4e",0.39,0.36,0.28," 6.6e-01"
"Bco1",1.68,1.36,0.28," 3.2e-01"
"AW146154",0.12,0.1,0.28," 8.5e-01"
"4930591E09Rik",0.21,0.18,0.28," 8.0e-01"
"Podxl",7.36,6.18,0.28," 1.4e-01"
"Bmp8b",3.8,3.19,0.28," 1.0e-01"
"Pla2g12b",0.41,0.35,0.28," 6.5e-01"
"Tmem207",0.14,0.11,0.28," 8.0e-01"
"9330104G04Rik",3.91,3.35,0.28," 1.3e-01"
"Il22ra1",0.21,0.2,0.28," 7.9e-01"
"Proscos",2.51,2.02,0.28," 2.6e-01"
"Enam",0.12,0.12,0.28," 8.1e-01"
"Abca14",3.15,2.71,0.28," 2.0e-01"
"1700123K08Rik",0.17,0.13,0.28," 8.0e-01"
"BC048403",4.49,3.6,0.28," 1.5e-01"
"Hnf1a",0.47,0.39,0.28," 6.7e-01"
"Epha8",5.62,4.65,0.28," 8.7e-02"
"Cel",0.08,0.08,0.28," 9.0e-01"
"Cngb3",2.38,2.02,0.28," 3.1e-01"
"Stx19",5.05,4.27,0.27," 1.4e-01"
"Phex",6.24,5.3,0.27," 6.0e-02"
"Klf10",8.31,7.3,0.27," 6.4e-02"
"Otop3",0.34,0.3,0.27," 7.4e-01"
"Stpg4",1.69,1.48,0.27," 3.5e-01"
"Crocc2",10.78,9.29,0.27," 6.7e-02"
"Pramel7",4.26,3.19,0.27," 2.6e-01"
"Olfr1351",0.46,0.33,0.27," 6.5e-01"
"Fgl1",1.09,0.92,0.27," 5.4e-01"
"Knl1",6.54,5.3,0.27," 3.4e-01"
"Lvrn",2.57,2.1,0.27," 2.1e-01"
"Cubn",5.17,4.36,0.27," 1.4e-01"
"Ereg",0.16,0.13,0.27," 8.5e-01"
"Pvr",8.45,6.87,0.27," 8.6e-02"
"Mterf1a",7.95,6.66,0.27," 7.3e-02"
"A430034D21Rik",0.12,0.11,0.27," 8.1e-01"
"Chek1",4.85,3.82,0.27," 1.2e-01"
"E130218I03Rik",0.09,0.12,0.27," 8.9e-01"
"Ms4a4b",0.62,0.61,0.27," 6.8e-01"
"Prss40",0.2,0.13,0.27," 8.0e-01"
"Cd200r2",0.95,0.78,0.27," 5.2e-01"
"9930012K11Rik",6.51,5.35,0.27," 7.0e-02"
"Cldn34c4",1.08,0.89,0.27," 4.4e-01"
"BC023719",2.14,2.24,0.27," 5.5e-01"
"Dock10",229.7,205.5,0.27," 2.1e-01"
"Zfp566",0.18,0.18,0.27," 7.5e-01"
"Zfp109",2.82,2.28,0.27," 3.0e-01"
"Best2",0.55,0.41,0.27," 6.4e-01"
"Fanca",3.72,3.14,0.27," 2.0e-01"
"Cyp2b9",0.25,0.24,0.27," 7.5e-01"
"Ucp1",0.24,0.21,0.27," 7.6e-01"
"Skint5",4.12,3.52,0.26," 1.5e-01"
"Adam28",1.07,0.72,0.26," 5.9e-01"
"1700012C14Rik",0.28,0.24,0.26," 7.2e-01"
"Speer4b",1.89,1.67,0.26," 4.0e-01"
"Fut2",1.35,1.03,0.26," 5.8e-01"
"Olfr15",0.12,0.11,0.26," 8.1e-01"
"Cyp2c69",2.96,2.31,0.26," 3.2e-01"
"Fst",1.68,1.48,0.26," 5.5e-01"
"Cmtr2",4.1,3.38,0.26," 1.9e-01"
"Hist1h2ai",0.08,0.11,0.26," 8.6e-01"
"Bpifb5",1.27,1.09,0.26," 4.4e-01"
"Pcgf1",8.11,6.63,0.26," 8.2e-02"
"Vmn2r118",0.69,0.56,0.26," 5.9e-01"
"Abcc2",1.13,0.91,0.26," 5.2e-01"
"1700019G24Rik",2.76,2.23,0.26," 2.4e-01"
"Kcng2",8.73,7.43,0.26," 1.2e-01"
"Clpsl2",0.47,0.34,0.26," 7.0e-01"
"Scnn1g",0.25,0.18,0.26," 8.2e-01"
"Klb",4.54,3.8,0.26," 2.6e-01"
"E330023G01Rik",0.19,0.18,0.26," 7.7e-01"
"1700003M07Rik",2.08,1.7,0.26," 2.8e-01"
"Timd2",0.57,0.63,0.26," 7.0e-01"
"Atrip",12.45,10.66,0.26," 1.8e-01"
"Fam71f1",1.69,1.36,0.26," 4.5e-01"
"Slc51a",0.12,0.13,0.26," 8.0e-01"
"Apoa1",11.72,9.73,0.26," 5.2e-02"
"Rps12",4.99,4.2,0.26," 8.3e-02"
"Prm2",0.17,0.13,0.26," 8.0e-01"
"Il13ra2",0.68,0.48,0.26," 6.9e-01"
"Mb",2.3,1.87,0.26," 3.0e-01"
"Ptprb",8.73,7.86,0.26," 2.8e-01"
"Sirpb1b",0.56,1.03,0.26," 7.6e-01"
"Kl",4.69,3.95,0.26," 2.9e-01"
"4921509O07Rik",1.03,0.87,0.25," 5.2e-01"
"4930526L06Rik",1.38,1.18,0.25," 4.6e-01"
"Tmem74",2.38,2,0.25," 3.1e-01"
"Fam219aos",1.64,1.41,0.25," 3.7e-01"
"Srf",6.66,5.69,0.25," 8.7e-02"
"1700030J22Rik",9.01,7.49,0.25," 1.1e-01"
"Skint8",0.3,0.22,0.25," 7.7e-01"
"Angptl3",10.5,8.61,0.25," 1.5e-01"
"Myh13",0.23,0.2,0.25," 7.8e-01"
"Eif2c5",0.14,0.07,0.25," 8.6e-01"
"Ankrd39",5.44,4.49,0.25," 9.9e-02"
"Rhbdf1",6.5,5.35,0.25," 9.6e-02"
"Rpl35",6.63,5.61,0.25," 5.8e-02"
"Mei1",1.25,1.14,0.25," 5.8e-01"
"Gucy2e",2.9,2.5,0.25," 2.1e-01"
"Parpbp",7,5.76,0.25," 7.6e-02"
"E330010L02Rik",0.55,0.41,0.25," 6.3e-01"
"Ptpn22",4.85,4.11,0.25," 2.0e-01"
"Tbpl2",0.15,0.12,0.25," 8.9e-01"
"1700020D12Rik",0.52,0.4,0.25," 6.9e-01"
"Rad51ap1",2.25,1.92,0.25," 3.1e-01"
"A730071L15Rik",1.47,1.29,0.25," 4.4e-01"
"Pitpnm2os1",0.74,0.71,0.25," 6.3e-01"
"Dkk4",0.07,0.09,0.25," 8.4e-01"
"Dusp2",1.6,1.34,0.25," 4.6e-01"
"Cfhr2",0.99,0.77,0.25," 5.6e-01"
"Raver2",27.01,23.68,0.25," 9.2e-02"
"Zfp114",4,3.27,0.25," 1.9e-01"
"9630001P10Rik",2.71,2.26,0.25," 3.1e-01"
"Cyp4a30b",0.06,0.09,0.25," 8.7e-01"
"Tmprss11d",2.93,2.36,0.25," 3.3e-01"
"1700065L07Rik",2.52,1.99,0.25," 5.1e-01"
"Kdf1",0.68,0.6,0.25," 6.1e-01"
"Gsta3",6.76,5.84,0.25," 8.4e-02"
"Mki67",8,4.94,0.25," 5.3e-01"
"1700003P14Rik",6.25,5.24,0.24," 1.1e-01"
"4930438A08Rik",0.17,0.15,0.24," 8.0e-01"
"Galr3",0.41,0.28,0.24," 7.3e-01"
"Krt27",0.22,0.2,0.24," 7.7e-01"
"A930006L05Rik",2.28,2,0.24," 3.3e-01"
"Olfr1417",1.21,1.07,0.24," 4.9e-01"
"Epha6",430.15,368.11,0.24," 6.4e-02"
"Vmn2r19",0.15,0.11,0.24," 8.3e-01"
"Anks4b",0.06,0.1,0.24," 8.8e-01"
"Boll",2.63,2.25,0.24," 3.3e-01"
"March10",7.76,6.61,0.24," 1.9e-01"
"Bbs12",3.59,3.35,0.24," 5.4e-01"
"Mtag2",3.67,3.24,0.24," 2.2e-01"
"Rpl23a",6.06,5.1,0.24," 1.3e-01"
"Nradd",7.31,6.45,0.24," 2.5e-01"
"Gulo",0.3,0.27,0.24," 7.6e-01"
"Lipo2",0.38,0.32,0.24," 7.0e-01"
"Gas2l3",3.43,3.25,0.24," 4.6e-01"
"Lcp2",6.5,7.14,0.24," 5.1e-01"
"C8a",0.61,0.53,0.24," 6.3e-01"
"Clps",1.81,1.32,0.24," 5.2e-01"
"Gpsm3",0.05,0.11,0.24," 8.8e-01"
"Pycr1",2.03,1.89,0.24," 4.2e-01"
"Prl5a1",0.19,0.22,0.24," 8.2e-01"
"Ppp1r3e",5.32,4.38,0.24," 1.1e-01"
"Mroh7",16.44,13.79,0.24," 7.7e-02"
"Ush2a",9.34,7.89,0.24," 1.6e-01"
"Gata1",0.98,0.75,0.24," 5.8e-01"
"Mmp1b",0.56,0.41,0.24," 6.9e-01"
"Slc22a29",0.12,0.12,0.24," 8.2e-01"
"Sult2a2",1.65,1.4,0.24," 4.1e-01"
"Kcne1",0.09,0.08,0.24," 8.8e-01"
"Pxt1",0.12,0.11,0.24," 8.5e-01"
"Lrrc63",0.68,0.58,0.24," 6.4e-01"
"1110035H17Rik",5.61,4.69,0.24," 2.2e-01"
"Zfp853",1.9,1.72,0.24," 3.7e-01"
"Nr4a1",14.85,13.47,0.24," 1.2e-01"
"Ccl11",0.1,0.14,0.24," 8.6e-01"
"1700026F02Rik",9.62,8.25,0.24," 7.6e-02"
"Fam78a",1.32,1.06,0.23," 6.1e-01"
"Olfr105-ps",0.28,0.25,0.23," 7.7e-01"
"5430416N02Rik",5.46,4.73,0.23," 1.4e-01"
"Pcp2",0.32,0.48,0.23," 7.9e-01"
"Zscan25",7.97,6.8,0.23," 5.7e-02"
"Stat4",2.39,2.22,0.23," 4.0e-01"
"Nepro",4.97,4.11,0.23," 1.3e-01"
"Foxp3",0.71,0.58,0.23," 6.0e-01"
"Pin4",4.88,4.2,0.23," 1.6e-01"
"Prss57",0.67,0.57,0.23," 6.4e-01"
"Mybpc1",1.89,1.73,0.23," 4.7e-01"
"Dcst2",0.86,0.83,0.23," 6.0e-01"
"Il23r",1.71,1.46,0.23," 4.3e-01"
"A030001D20Rik",8.78,7.6,0.23," 5.2e-02"
"Arhgap4",16.29,13.64,0.23," 2.0e-01"
"Sept14",1.25,1.04,0.23," 5.2e-01"
"Cd209c",1.43,1.16,0.23," 6.0e-01"
"Sytl3",4.05,3.51,0.23," 3.2e-01"
"Nlrp2",0.83,0.66,0.23," 7.1e-01"
"A330041J22Rik",12.88,10.89,0.23," 7.3e-02"
"Meox1",0.69,0.65,0.23," 6.1e-01"
"8030423F21Rik",0.94,0.82,0.23," 5.6e-01"
"Pycard",38.08,30.39,0.23," 7.0e-02"
"Tgm5",0.77,0.65,0.23," 6.0e-01"
"Vmn2r111",0.35,0.26,0.23," 7.6e-01"
"Hyal3",2.59,2.13,0.23," 3.7e-01"
"AA986860",4.59,3.75,0.23," 2.6e-01"
"Myh7b",6.72,6.03,0.23," 1.3e-01"
"Olfr279",0.22,0.18,0.23," 8.2e-01"
"Olfr543",0.94,0.82,0.23," 5.8e-01"
"Myadml2",1.88,1.56,0.23," 4.1e-01"
"Wnt2b",7.46,6.67,0.23," 1.1e-01"
"Ankdd1a",12.25,10.59,0.23," 8.4e-02"
"1700061J23Rik",0.24,0.19,0.23," 8.0e-01"
"4930512M02Rik",0.53,0.49,0.23," 6.7e-01"
"Gata4",2.41,2.07,0.23," 3.7e-01"
"Rhov",7.73,6.67,0.23," 1.4e-01"
"Vmn2r30",18.28,15.48,0.23," 6.8e-02"
"Rhd",12.22,9.83,0.23," 1.1e-01"
"Dok4",7.17,6.08,0.23," 2.0e-01"
"Akap13",93.15,82.84,0.23," 6.0e-02"
"Serpina9",0.23,0.2,0.23," 7.9e-01"
"Popdc2",0.98,0.88,0.23," 5.3e-01"
"Zfp935",6.9,6.23,0.23," 1.8e-01"
"Epgn",0.09,0.08,0.22," 8.8e-01"
"Chd1l",13.1,11.22,0.22," 5.8e-02"
"4930477G07Rik",4.41,3.82,0.22," 2.4e-01"
"Engase",6.16,5.38,0.22," 9.3e-02"
"Egr1",10.33,9.33,0.22," 1.8e-01"
"Tepsin",9.16,7.8,0.22," 1.1e-01"
"Cdpf1",9.1,8.04,0.22," 5.8e-02"
"Setmar",2.45,2.1,0.22," 3.4e-01"
"Pnliprp2",0.69,0.62,0.22," 6.5e-01"
"Kiss1r",5.08,4.6,0.22," 2.5e-01"
"Vmn2r83",0.44,0.36,0.22," 7.2e-01"
"4731419I09Rik",3.55,3.12,0.22," 3.2e-01"
"4930440I19Rik",3.2,2.87,0.22," 3.2e-01"
"Pabpc5",4.95,4.27,0.22," 2.9e-01"
"Kbtbd8",4,3.31,0.22," 4.1e-01"
"Slc15a5",1.28,1.05,0.22," 5.3e-01"
"Slc6a20b",12.7,10.53,0.22," 1.1e-01"
"Kcnk18",0.42,0.35,0.22," 7.3e-01"
"Zfp382",7.78,6.84,0.22," 9.1e-02"
"2810049E08Rik",14.04,12.51,0.22," 7.3e-02"
"4732414G09Rik",3.42,2.85,0.22," 3.5e-01"
"Hyls1",4.04,3.51,0.22," 2.0e-01"
"Ceacam10",0.12,0.16,0.22," 8.7e-01"
"1700009C05Rik",0.13,0.13,0.22," 8.4e-01"
"Maneal",16.76,14.15,0.22," 6.3e-02"
"Pdzk1ip1",0.19,0.16,0.22," 8.2e-01"
"1700094J05Rik",2.75,2.25,0.22," 3.1e-01"
"2310030A07Rik",0.89,0.8,0.22," 6.5e-01"
"Cdkn3",15.64,13.67,0.22," 1.3e-01"
"Tchh",5.62,4.81,0.22," 2.4e-01"
"Spinkl",0.14,0.11,0.22," 8.5e-01"
"Mtrf1",9.26,7.9,0.22," 5.5e-02"
"Mex3b",5.68,4.75,0.22," 1.8e-01"
"Bhlha9",0.75,0.58,0.22," 6.7e-01"
"1810007D17Rik",5.71,4.62,0.22," 2.1e-01"
"Med11",5.07,4.26,0.22," 1.5e-01"
"Slc5a10",1.2,1,0.22," 5.5e-01"
"Myo3a",7.83,6.38,0.22," 2.1e-01"
"Defb39",0.58,0.51,0.22," 6.6e-01"
"Anxa9",2.89,2.6,0.22," 2.8e-01"
"Olfr718-ps1",0.45,0.35,0.22," 7.4e-01"
"Mettl27",10.05,8.83,0.22," 9.6e-02"
"4933402D24Rik",2.29,1.98,0.22," 4.4e-01"
"Bspry",2.1,1.76,0.22," 4.4e-01"
"Cacna1f",1.58,1.29,0.22," 4.8e-01"
"1700110K17Rik",7.71,6.88,0.22," 9.2e-02"
"9530002B09Rik",0.63,0.52,0.22," 6.8e-01"
"Mapkapk5",0.11,0.12,0.22," 8.6e-01"
"4833445I07Rik",1.13,1.03,0.22," 5.3e-01"
"Sla2",1.61,0.89,0.22," 6.9e-01"
"Prdm12",2.54,2.17,0.22," 5.3e-01"
"Slx4",7.73,6.7,0.22," 1.3e-01"
"Rfx6",0.25,0.19,0.22," 8.3e-01"
"Tmem79",4.65,3.81,0.22," 2.1e-01"
"B230398E01Rik",1.6,1.36,0.22," 4.8e-01"
"2810404M03Rik",4.32,3.8,0.21," 2.3e-01"
"A630073D07Rik",2.4,2.11,0.21," 3.5e-01"
"Spink2",18.52,14.86,0.21," 1.3e-01"
"Arhgap22",18.74,16.49,0.21," 1.7e-01"
"BC030500",6.12,5.29,0.21," 2.0e-01"
"Slc7a3",18.08,16.36,0.21," 7.9e-02"
"Syne4",4.46,4.07,0.21," 2.9e-01"
"Nfatc2ip",4.64,4.04,0.21," 2.0e-01"
"Tmprss7",2.49,2.18,0.21," 4.8e-01"
"Kif15",9.88,8.29,0.21," 1.8e-01"
"Fam129c",4.55,4.04,0.21," 2.4e-01"
"Extl1",9.71,8.31,0.21," 2.1e-01"
"Ms4a4c",0.32,0.45,0.21," 8.3e-01"
"Ccr9",9.81,8.34,0.21," 9.0e-02"
"Heatr4",2.82,2.48,0.21," 3.8e-01"
"Sprn",10.72,9.51,0.21," 1.3e-01"
"Rnf151",0.3,0.19,0.21," 8.1e-01"
"Dhrs13os",2.5,2.18,0.21," 3.6e-01"
"Zfp986",0.12,0.14,0.21," 8.3e-01"
"4631405J19Rik",2.72,2.35,0.21," 3.5e-01"
"4930408O17Rik",6.36,5.87,0.21," 4.0e-01"
"Ace",8.09,7.07,0.21," 7.7e-02"
"Spatc1",0.25,0.21,0.21," 8.2e-01"
"Napsa",2.33,2.06,0.21," 5.3e-01"
"Colgalt2",9.43,7.99,0.21," 1.5e-01"
"Adh7",0.46,0.43,0.21," 7.3e-01"
"Ush1c",3.17,3.41,0.21," 6.5e-01"
"Ruvbl2",11.68,10.38,0.21," 9.6e-02"
"Slc12a6",4.06,3.52,0.21," 3.5e-01"
"Zfp128",12.28,10.56,0.21," 5.1e-02"
"Dusp18",10.88,9.66,0.21," 2.2e-01"
"C430042M11Rik",0.39,0.36,0.21," 7.3e-01"
"Atcayos",5.75,5.09,0.21," 2.0e-01"
"Klhl36",14.14,11.57,0.21," 5.7e-02"
"Prss48",1.8,1.52,0.2," 4.9e-01"
"BC053393",1.11,1.03,0.2," 6.0e-01"
"4930593A02Rik",13.15,11.48,0.2," 6.2e-02"
"Mtfp1",23.12,21.42,0.2," 7.2e-02"
"Recql5os1",1.39,1.34,0.2," 5.4e-01"
"Meox2",3.36,2.72,0.2," 4.2e-01"
"Ehbp1l1",29.07,24.57,0.2," 5.2e-02"
"Themis",3.21,2.78,0.2," 3.7e-01"
"Fbxl15",28.74,25.37,0.2," 5.7e-02"
"Grin2d",41.8,37.55,0.2," 8.4e-02"
"Mex3a",2.96,2.48,0.2," 3.2e-01"
"Nxph1",323.13,280.04,0.2," 9.5e-02"
"Vmn2r13",1.05,0.97,0.2," 5.8e-01"
"Phf19",1.05,0.97,0.2," 6.7e-01"
"Cxadr",41.56,35.64,0.2," 6.8e-02"
"Bag2",17.39,15.33,0.2," 7.1e-02"
"Lat",1.48,1.47,0.2," 5.5e-01"
"Pdgfb",6.8,6.06,0.2," 3.0e-01"
"Mpo",0.26,0.29,0.2," 7.7e-01"
"St3gal1",15.47,13.44,0.2," 1.5e-01"
"4930453C13Rik",0.6,0.54,0.2," 7.0e-01"
"Mon1b",1.54,1.24,0.2," 5.4e-01"
"Zfp418",5.89,4.91,0.2," 2.8e-01"
"Misp",1.43,1.29,0.2," 5.2e-01"
"Zbtb48",11.95,10.32,0.2," 5.6e-02"
"Nuak2",6.17,5.17,0.2," 3.1e-01"
"Cryba1",5.09,4.58,0.2," 2.9e-01"
"Col7a1",4.86,4.23,0.2," 2.4e-01"
"Ankrd31",1.69,1.3,0.2," 6.0e-01"
"Skint7",0.28,0.24,0.2," 8.0e-01"
"Rptoros",6.88,6.1,0.2," 1.4e-01"
"Zfp202",7.95,6.84,0.2," 1.7e-01"
"Rbm43",11.53,10.12,0.2," 8.1e-02"
"Aim2",24.16,20.91,0.2," 1.4e-01"
"4732487G21Rik",1,0.8,0.2," 6.7e-01"
"4930439D14Rik",0.3,0.28,0.19," 7.9e-01"
"Tm7sf2",12.14,10.68,0.19," 1.1e-01"
"Krt9",0.22,0.18,0.19," 8.6e-01"
"Zfp850",6.2,5.45,0.19," 2.3e-01"
"Atg4a",16.04,14.09,0.19," 2.0e-01"
"Mblac1",5.51,4.63,0.19," 2.8e-01"
"Abo",0.87,0.73,0.19," 6.9e-01"
"Esrp1",0.65,0.55,0.19," 7.2e-01"
"Disc1",29.95,25.9,0.19," 1.0e-01"
"4921507P07Rik",13.26,11.68,0.19," 1.4e-01"
"Cpne4",169.04,148.25,0.19," 1.2e-01"
"Sult6b2",0.6,0.56,0.19," 7.0e-01"
"Zar1",6.78,6.56,0.19," 3.9e-01"
"4930567K12Rik",14.52,13.24,0.19," 1.2e-01"
"Nab1",17.81,15.57,0.19," 5.2e-02"
"Nupl1",1.04,0.9,0.19," 6.2e-01"
"A630014C17Rik",0.3,0.27,0.19," 8.1e-01"
"Samd3",0.78,1.05,0.19," 7.4e-01"
"Cacna1g",49.13,44.81,0.19," 1.2e-01"
"Enc1",21.7,19.46,0.19," 1.9e-01"
"Rrad",9,8.84,0.19," 3.7e-01"
"Angptl1",11.87,10.56,0.19," 6.1e-02"
"4930505A04Rik",4.9,4.43,0.19," 3.7e-01"
"Fam102b",23.94,20.87,0.19," 9.6e-02"
"Cited2",23.46,21.17,0.19," 1.2e-01"
"Mss51",11.72,10.44,0.19," 8.6e-02"
"Htatip2",12.46,11.2,0.19," 2.1e-01"
"Kdm6bos",3,2.71,0.19," 4.0e-01"
"Fpgs",14.15,12.25,0.19," 1.5e-01"
"Slc22a20",1.19,0.66,0.19," 7.6e-01"
"Gapdh",6.13,5.38,0.19," 2.1e-01"
"Pkd2l2",11.23,9.8,0.19," 1.4e-01"
"Spata31d1a",0.15,0.12,0.19," 8.7e-01"
"Amer3",6.6,6.03,0.19," 1.7e-01"
"Gdf15",0.49,0.44,0.19," 7.7e-01"
"4632411P08Rik",1,0.87,0.19," 6.1e-01"
"Wdr25",20.11,17.83,0.19," 6.7e-02"
"Tnnc1",4.17,3.69,0.19," 3.1e-01"
"Tmprss11f",0.68,0.63,0.19," 6.9e-01"
"Wdr77",6.34,5.36,0.19," 5.5e-01"
"Mafk",4.57,4.09,0.19," 3.0e-01"
"Tigd3",0.65,0.6,0.19," 7.2e-01"
"D130017N08Rik",14.15,12.4,0.19," 6.3e-02"
"Slc2a13",196.52,177.92,0.19," 9.4e-02"
"1700018B08Rik",0.97,0.8,0.19," 6.6e-01"
"6030408B16Rik",0.17,0.13,0.19," 8.6e-01"
"Ltv1",12.63,11.07,0.19," 7.6e-02"
"Etd",0.07,0.09,0.19," 8.9e-01"
"Brms1",27.37,23.54,0.18," 5.7e-02"
"Cdnf",1.14,0.97,0.18," 6.4e-01"
"Trmo",9.71,8.48,0.18," 1.6e-01"
"Fgf16",0.19,0.17,0.18," 8.3e-01"
"Map3k9",10.83,9.81,0.18," 1.3e-01"
"Ido2",2.67,2.56,0.18," 4.2e-01"
"Cwc25",21.16,18.59,0.18," 6.0e-02"
"Arc",3.11,2.56,0.18," 4.3e-01"
"Lmod2",0.12,0.09,0.18," 9.0e-01"
"Pcsk1",36.52,32.9,0.18," 6.5e-02"
"Dok2",3.85,3.39,0.18," 3.0e-01"
"Thegl",1.63,1.27,0.18," 6.1e-01"
"Usp42",18.17,15.86,0.18," 8.2e-02"
"E330013P04Rik",4.35,3.92,0.18," 3.1e-01"
"Slc26a8",18.65,16.87,0.18," 1.9e-01"
"4930548H24Rik",0.11,0.1,0.18," 8.8e-01"
"Chrna1",0.35,0.31,0.18," 7.9e-01"
"Mafa",0.21,0.21,0.18," 8.4e-01"
"Tmem74b",7.55,6.75,0.18," 2.0e-01"
"Zfp39",8.38,7.46,0.18," 1.3e-01"
"Adamts16",17.21,15.7,0.18," 1.8e-01"
"Tmem198",14.73,13.47,0.18," 1.5e-01"
"4931429L15Rik",1.32,1.16,0.18," 5.6e-01"
"Hs1bp3",14.19,12.71,0.18," 6.1e-02"
"Hps1",21.64,18.74,0.18," 9.4e-02"
"Grip1os1",6.84,6.24,0.18," 2.6e-01"
"Mal2",32.22,28.75,0.18," 1.2e-01"
"Stat2",32.45,27.99,0.18," 6.8e-02"
"C77080",16.82,15.29,0.18," 1.1e-01"
"Tmigd1",0.16,0.1,0.18," 8.8e-01"
"Rassf6",1.47,1.24,0.18," 5.6e-01"
"Imp4",12.58,11,0.18," 6.4e-02"
"4930533N22Rik",0.41,0.38,0.18," 7.8e-01"
"Slc38a8",0.3,0.28,0.18," 8.1e-01"
"Zkscan6",7.44,6.44,0.18," 1.6e-01"
"Ccdc150",13.77,12.45,0.18," 2.4e-01"
"Borcs8",0.63,0.56,0.18," 7.3e-01"
"Ddx39",13.04,11.66,0.18," 1.0e-01"
"Rhebl1",11.31,10.19,0.18," 8.9e-02"
"Pfkfb1",5.02,4.28,0.18," 3.6e-01"
"Dclre1c",29.12,25.86,0.18," 6.6e-02"
"A430046D13Rik",9.81,8.62,0.18," 1.3e-01"
"Gpatch3",10.95,9.81,0.18," 8.5e-02"
"Setd6",15.09,13.25,0.18," 1.4e-01"
"Skint9",1.51,1.34,0.18," 5.6e-01"
"Svopl",5.66,5.02,0.18," 4.6e-01"
"P2ry12",67.4,58,0.18," 1.1e-01"
"Vax1",2.04,1.97,0.18," 5.5e-01"
"Polr1b",7.86,6.94,0.18," 1.3e-01"
"Grasp",6.5,5.28,0.18," 2.8e-01"
"Prr36",9.99,8.73,0.18," 1.0e-01"
"Slc22a30",0.49,0.47,0.18," 7.9e-01"
"1700017N19Rik",0.2,0.14,0.18," 8.8e-01"
"F7",0.05,0.2,0.18," 9.2e-01"
"Nhej1",9.21,8.19,0.18," 1.1e-01"
"Spata46",0.24,0.24,0.18," 8.2e-01"
"Pusl1",21.09,18.98,0.18," 5.6e-02"
"Rabggta",16.93,15.16,0.18," 8.4e-02"
"Zfp472",5.69,5.05,0.18," 2.6e-01"
"9330020H09Rik",9.66,8.27,0.18," 2.5e-01"
