"Gene","Bead","Sup","Enrichment","P"
"Teddm3",1.75,0.17,4.03," 1.1e-13"
"Nr5a1os",13.4,1.22,3.62," 1.0e-33"
"Duox2",0.26,0.03,3.3," 4.5e-03"
"Nr5a1",29.73,4.44,3.27," 1.1e-15"
"Olfr263",0.37,0.05,3.21," 4.3e-04"
"Gpr149",197.76,23.12,3.13,"7.4e-175"
"4930405L22Rik",0.2,0.02,3.02," 5.6e-03"
"Prss30",10.65,1.48,3.01," 9.6e-47"
"Apol7e",0.61,0.08,3," 2.7e-05"
"Hmcn2",61.53,8.85,2.82,"9.3e-125"
"Cib3",0.52,0.08,2.81," 6.8e-04"
"Tll2",19.54,2.95,2.78," 4.0e-68"
"Olfr1406",1.48,0.25,2.63," 1.2e-12"
"Cyp19a1",6.77,1.01,2.62," 3.9e-20"
"U90926",0.22,0.03,2.56," 3.5e-02"
"Rab38",6.59,1.14,2.53," 4.5e-30"
"Acp7",4.22,0.76,2.48," 9.0e-26"
"Lama1",85.29,16.04,2.44,"1.9e-113"
"Gjb3",0.5,0.09,2.4," 6.0e-05"
"Sox14",17.63,3.45,2.37," 5.6e-20"
"Slit3",682.66,131.26,2.34,"3.2e-100"
"Olfr876",0.21,0.04,2.34," 3.9e-02"
"B230110G15Rik",2.66,0.58,2.3," 2.1e-08"
"Vmn2r38",3.09,0.59,2.28," 2.8e-18"
"Foxn1",0.57,0.14,2.27," 3.4e-05"
"Gpx6",0.48,0.14,2.24," 6.0e-04"
"Clca3a2",4.67,0.98,2.23," 3.8e-18"
"Neurod4",0.42,0.1,2.23," 1.2e-03"
"Dppa2",0.28,0.05,2.19," 2.6e-02"
"Tmem61",0.34,0.07,2.18," 2.1e-02"
"Satb2",75.51,17.05,2.18," 4.7e-46"
"Umodl1",4.56,0.99,2.17," 8.2e-23"
"Qrfpr",60.35,14.42,2.17," 5.9e-28"
"1700063A18Rik",0.2,0.05,2.15," 4.8e-02"
"Cryge",1.22,0.29,2.14," 9.0e-09"
"7330404K18Rik",0.39,0.08,2.14," 9.1e-03"
"Hs3st4",898.92,205.82,2.14,"5.5e-143"
"Retn",8.14,1.94,2.09," 8.1e-27"
"Zfp831",37.56,8.91,2.08,"4.0e-101"
"Fermt1",17.71,4.32,2.07," 2.4e-68"
"Mrgprx2",2.58,0.24,2.07," 1.3e-03"
"B930018H19Rik",4.4,0.96,2.06," 3.6e-13"
"Wnt1",1.52,0.4,2.06," 7.5e-09"
"Hs3st3b1",11.26,2.78,2.05," 1.1e-40"
"Kank4os",1.35,0.34,2.03," 2.5e-07"
"D430036J16Rik",23.27,5.65,2.03," 8.3e-62"
"Rai14",46.19,12.4,2.02," 1.5e-24"
"Samd7",5.3,1.4,1.99," 1.1e-21"
"Zswim2",1.75,0.44,1.99," 3.7e-11"
"AU017674",1.23,0.3,1.99," 2.0e-06"
"Tyr",1.28,0.39,1.97," 8.2e-07"
"Rin1",6.85,1.73,1.97," 6.2e-30"
"Cacna2d1",1440.44,371.06,1.96," 9.2e-81"
"Megf11",218.69,56.14,1.94," 2.4e-92"
"Spint1",6.51,1.8,1.94," 4.1e-20"
"Hsd17b2",6.45,1.73,1.93," 3.1e-24"
"Acaa1b",3.6,1.06,1.92," 6.0e-13"
"Kcna10",0.83,0.22,1.91," 5.9e-06"
"Cdc20b",15.62,4.18,1.91," 2.3e-20"
"BC051537",0.9,0.26,1.89," 5.7e-05"
"4933428C19Rik",2.1,0.59,1.88," 1.3e-10"
"Rbfox1",6240.38,1722.92,1.87,"1.8e-134"
"Wnt10b",0.48,0.13,1.86," 1.2e-03"
"4933431M02Rik",2.34,0.63,1.86," 1.7e-12"
"Trim40",0.3,0.07,1.86," 3.9e-02"
"Gdf6",0.63,0.16,1.85," 3.1e-04"
"1700037F24Rik",0.97,0.27,1.85," 1.2e-04"
"Vgll2",6.78,1.92,1.84," 9.6e-13"
"Hipk4",25.62,7.31,1.83," 6.0e-68"
"Kcnv2",5.63,1.51,1.82," 3.8e-18"
"Nptx2",52.16,18.73,1.82," 5.1e-18"
"1700057H21Rik",0.68,0.22,1.8," 3.3e-04"
"Gda",182.48,53.6,1.8," 1.0e-55"
"Lrriq4",0.34,0.09,1.79," 1.2e-02"
"Glra1",103.47,29.8,1.79,"7.0e-126"
"Lemd1",78.69,22.6,1.79," 2.8e-67"
"Cnih3",53.87,15.92,1.78," 7.2e-78"
"Gpr150",14.18,4.2,1.77," 6.7e-18"
"Tnfrsf8",17.14,5.27,1.77," 2.0e-23"
"Slc17a8",6.97,2.08,1.77," 3.6e-19"
"Nr1h4",1.77,0.57,1.76," 5.0e-09"
"Ankrd33b",14,4.29,1.75," 1.3e-26"
"Rerg",155.44,46.12,1.75,"8.9e-124"
"2310034O05Rik",0.4,0.12,1.74," 5.3e-03"
"Steap3",21.49,6.61,1.72," 4.5e-19"
"Sntg2",148.16,44.44,1.71,"1.7e-109"
"Lgr5",29.87,9.08,1.71," 1.6e-35"
"Il23a",0.61,0.2,1.7," 7.7e-04"
"A830029E22Rik",0.31,0.11,1.7," 3.0e-02"
"Arpp21",489.79,152.97,1.7," 3.5e-75"
"Fndc1",103.91,31.65,1.69," 6.9e-75"
"Adamts18",71.87,22.67,1.69,"8.1e-116"
"2310075C17Rik",0.57,0.2,1.68," 1.0e-03"
"Fezf1",38.69,14.73,1.68," 1.8e-19"
"Cdh4",573.29,182.68,1.66," 5.7e-97"
"Catsperg2",7.48,2.37,1.66," 9.6e-22"
"Cdh13",1004.8,318.44,1.66,"1.2e-131"
"Chil3",2.05,0.63,1.65," 1.4e-08"
"Akr1cl",3.35,1.08,1.65," 1.5e-11"
"Ros1",28.81,9.24,1.65," 9.4e-67"
"Mhrt",11.36,3.57,1.64," 9.0e-17"
"Htr1b",25.78,8.21,1.64," 5.3e-53"
"Disp3",81.79,26.59,1.64," 9.2e-77"
"Fam83b",4.34,1.58,1.64," 7.6e-15"
"4933440M02Rik",1.05,0.39,1.63," 4.5e-05"
"Rasal1",70.54,22.81,1.63," 1.6e-87"
"Ssxb3",0.32,0.11,1.63," 3.2e-02"
"Chst8",100.43,33.49,1.62," 3.7e-56"
"H2-Q10",2.1,0.74,1.61," 4.6e-07"
"Tmem132d",482.73,157.94,1.61," 6.1e-93"
"Ccnjl",31.28,10.21,1.61," 3.1e-27"
"Lrrn4",2.92,0.98,1.6," 1.6e-10"
"Cnr1",120.92,38.87,1.59," 9.3e-30"
"Gpr174",0.46,0.14,1.59," 2.8e-02"
"Lmo3",180.21,60.01,1.59," 1.4e-55"
"4933413L06Rik",36.51,13.4,1.58," 2.6e-42"
"9230117E06Rik",2.36,0.83,1.57," 1.4e-09"
"Cyp4a12a",0.35,0.11,1.57," 2.6e-02"
"Edaradd",10.01,3.43,1.57," 5.0e-12"
"Tenm2",5427.48,1872.64,1.57," 7.0e-48"
"Mst1r",3.66,1.31,1.57," 1.6e-11"
"1700031A10Rik",0.37,0.13,1.56," 3.4e-02"
"Oprd1",24.13,7.98,1.56," 1.0e-33"
"C030017D09Rik",0.75,0.25,1.55," 2.6e-04"
"Gldn",15.83,5.24,1.55," 1.3e-24"
"Pkp2",51.52,17.73,1.55," 1.3e-66"
"Atp6v1c2",15.36,5.42,1.54," 7.1e-28"
"Camkv",334.02,120.98,1.54," 2.3e-72"
"Prss54",0.93,0.31,1.53," 1.6e-04"
"Olfr889",13.96,10.31,1.53," 2.6e-09"
"Banf2",121.4,42.52,1.53," 7.7e-43"
"Unc45b",7.53,2.31,1.53," 1.2e-04"
"Prdm13",2.42,0.85,1.53," 1.8e-06"
"Traip",47.8,16.65,1.53," 2.4e-55"
"Rgs21",0.9,0.38,1.52," 2.1e-03"
"Kir3dl2",20.6,7.19,1.52," 9.8e-55"
"4930484H19Rik",1.42,0.51,1.52," 1.2e-06"
"Slc9b2",34.13,12.05,1.51," 1.0e-49"
"Nkd2",12.67,4.49,1.51," 1.6e-39"
"Ybx2",7.52,2.74,1.51," 5.2e-20"
"Kcnq3",810.78,291.2,1.5,"2.6e-205"
"Adam33",6.11,2.22,1.5," 1.1e-24"
"Gypa",10.61,3.81,1.49," 2.7e-29"
"Galnt17",530.54,190.44,1.49,"3.9e-133"
"Lcorl",446.23,163.48,1.47," 2.1e-93"
"Nr0b1",4.96,2.14,1.47," 1.5e-08"
"F2rl3",0.46,0.16,1.47," 1.1e-02"
"D630023F18Rik",16.74,6.07,1.47," 3.9e-44"
"Clrn1",3.77,1.42,1.46," 9.9e-13"
"Slc5a4a",0.77,0.3,1.45," 1.8e-03"
"Mug2",0.73,0.25,1.45," 1.5e-02"
"Vmn2r84",4.01,1.41,1.45," 8.9e-08"
"Nek10",111.62,41.07,1.44," 1.5e-57"
"Dscc1",1.01,0.39,1.44," 2.3e-04"
"A730049H05Rik",4.97,1.78,1.43," 2.9e-10"
"Dgkg",262.98,97.53,1.43," 8.6e-95"
"1810008B01Rik",0.3,0.1,1.43," 4.5e-02"
"Cfap73",9.32,3.6,1.43," 4.6e-17"
"Grm5",2059.88,776.35,1.43," 2.1e-62"
"Col8a1",45.52,16.96,1.42," 5.1e-56"
"Palmd",41.75,15.92,1.42," 1.8e-30"
"Hydin",115.77,43.68,1.42," 1.4e-15"
"Kcnb2",1601.65,604.73,1.42," 3.2e-98"
"Col12a1",14.17,5.31,1.42," 1.7e-13"
"Srrm4os",47.01,17.89,1.42," 2.9e-39"
"Fancd2",15.62,5.59,1.42," 8.9e-11"
"Hcn1",430.21,162.74,1.42," 6.4e-74"
"Ldb2",510.54,191.19,1.41," 6.7e-77"
"Rasgrf2",391.26,143.14,1.41," 1.0e-41"
"Hs3st2",17.42,6.72,1.4," 7.5e-29"
"Trdc",0.48,0.22,1.39," 3.4e-02"
"Mslnl",0.79,0.29,1.39," 1.6e-03"
"Mcidas",1.26,0.45,1.38," 2.5e-04"
"Cadps2",513.81,194.64,1.38," 1.6e-72"
"Nectin3",118.77,44.94,1.38," 9.4e-68"
"Glra3",189.98,73.73,1.38," 2.7e-43"
"1700041I07Rik",0.54,0.18,1.38," 2.0e-02"
"Doc2b",78.55,29.52,1.38," 1.0e-33"
"Defb23",1.42,0.6,1.38," 1.8e-05"
"Ankrd34b",38.98,15.24,1.37," 1.8e-24"
"Actn2",31.5,12.41,1.37," 5.3e-31"
"Atf7ip2",3.24,1.21,1.37," 2.2e-06"
"Mcemp1",0.77,0.33,1.37," 8.0e-03"
"Tespa1",7.93,3.19,1.37," 2.1e-09"
"Car10",1205.35,471.18,1.36," 2.8e-69"
"Ano5",85.5,33.86,1.36," 8.6e-41"
"Htr2a",28.09,10.9,1.36," 1.1e-36"
"4930528G23Rik",0.65,0.3,1.35," 4.6e-03"
"Actc1",0.37,0.15,1.35," 3.5e-02"
"Adamts9",51.37,20.12,1.35," 2.2e-34"
"Cckbr",14.18,5.67,1.34," 4.8e-21"
"4930426D05Rik",3.71,1.67,1.34," 1.9e-06"
"Fam189a1",379.45,151.93,1.34,"1.3e-103"
"Slc17a6",198.57,79.56,1.34," 1.4e-31"
"Adrb3",5.7,2.37,1.33," 3.4e-15"
"Cntn5",2115.69,838.54,1.33," 4.9e-33"
"Prok1",0.5,0.2,1.32," 3.6e-02"
"Cd96",1.69,0.67,1.32," 9.3e-05"
"Kcnh5",135.3,54.71,1.32," 1.9e-64"
"A230108P19Rik",4.52,1.87,1.32," 4.1e-14"
"Tnn",0.84,0.4,1.32," 7.0e-03"
"H2-Q2",34.18,16.38,1.32," 1.0e-11"
"Itpka",12.49,5.08,1.32," 1.8e-17"
"Bdnf",44.75,18.84,1.31," 1.5e-18"
"6430628N08Rik",9.73,3.9,1.31," 1.6e-09"
"Nlrp9c",3,1.24,1.31," 9.5e-08"
"Rgs14",10.9,4.58,1.31," 1.3e-19"
"Chrna7",57.47,23.62,1.31," 1.6e-24"
"Ttll2",0.6,0.25,1.31," 1.7e-02"
"Galnt18",262.86,106.92,1.3," 2.7e-54"
"5830468F06Rik",0.6,0.23,1.3," 2.6e-02"
"Chil4",0.4,0.16,1.3," 3.8e-02"
"Slc24a4",39.63,15.98,1.3," 2.0e-31"
"Sstr3",5.82,2.47,1.3," 4.6e-12"
"Btla",6.56,2.64,1.29," 2.9e-08"
"Hsh2d",0.97,0.44,1.29," 4.7e-03"
"Vmn2r85",19.56,8.13,1.29," 9.6e-20"
"Glipr1",21.76,9.38,1.28," 1.3e-16"
"Nkx2-1",49.64,23.32,1.27," 1.4e-12"
"Tox3",154.55,65.67,1.27," 1.5e-30"
"Rnf207",31.25,13.17,1.27," 4.3e-16"
"Kcnh7",788.3,327.91,1.27," 6.4e-44"
"Srrm4",302.12,128.12,1.27," 1.9e-44"
"Adgrl2",230.97,96.34,1.27," 3.0e-78"
"Ryr3",360.75,153.5,1.26," 7.0e-33"
"P4ha3",42.09,17.08,1.26," 3.8e-23"
"Izumo1r",0.37,0.16,1.26," 4.2e-02"
"Kctd19",0.65,0.32,1.26," 3.1e-02"
"A730045E13Rik",0.97,0.41,1.25," 2.9e-03"
"Brinp3",1489.43,623.9,1.25," 7.6e-44"
"Pate4",0.53,0.24,1.25," 1.2e-02"
"Pifo",85.03,36.88,1.25," 1.3e-52"
"Opn5",2.96,1.38,1.24," 2.0e-07"
"Chrdl2",0.68,0.33,1.24," 1.5e-02"
"Gbgt1",1.67,0.65,1.24," 6.2e-04"
"Kir3dl1",10.01,4.32,1.24," 8.1e-17"
"Fbxo27",11.7,4.89,1.24," 9.4e-32"
"Chil5",19.95,8.49,1.24," 7.0e-20"
"Ccdc187",31.77,13.38,1.24," 2.5e-48"
"Kcnj5",10.11,4.4,1.24," 2.1e-10"
"Ptprr",239.88,102.4,1.24," 2.4e-53"
"Gabra5",147.79,64.16,1.23," 1.0e-42"
"Hs6st3",827.57,355.98,1.23," 4.0e-49"
"Apol8",4.96,2.25,1.23," 8.3e-13"
"Sgcz",3569.78,1541.6,1.23," 5.5e-36"
"Prmt8",41.04,17.16,1.22," 4.3e-33"
"Phf11c",3.06,1.28,1.22," 2.1e-08"
"Camk1g",37.82,16.15,1.22," 8.2e-31"
"4933415A04Rik",1.02,0.45,1.22," 8.2e-04"
"Hamp2",0.53,0.22,1.21," 4.1e-02"
"Itga8",14.38,6.96,1.21," 4.6e-09"
"Fxyd5",18.8,8.73,1.21," 6.6e-13"
"Tcerg1l",102.15,43.01,1.2," 4.3e-31"
"Synpo",29.12,12.42,1.2," 4.1e-34"
"E430024P14Rik",115,49.72,1.2," 3.4e-59"
"4930488N15Rik",0.99,0.4,1.2," 3.1e-03"
"Wbscr25",1.25,0.59,1.2," 2.8e-04"
"Adcyap1",74.38,36.45,1.2," 6.0e-13"
"4933424G06Rik",58.53,25.72,1.2," 2.7e-79"
"Hcrtr1",8.35,4.02,1.19," 3.9e-13"
"Cryga",0.66,0.34,1.19," 8.0e-03"
"Zfp385b",294.64,131.98,1.19," 3.9e-22"
"4933417O13Rik",1.83,0.75,1.19," 8.5e-04"
"Zan",10.41,4.84,1.18," 2.2e-07"
"Chrm1",14.26,6.3,1.18," 8.9e-15"
"Vsig2",0.46,0.2,1.17," 3.7e-02"
"Slc44a4",1.67,0.71,1.17," 4.8e-03"
"Tgfbr3",118.24,52.76,1.17," 1.3e-86"
"Gcsam",0.71,0.36,1.17," 1.1e-02"
"Myh7",15.84,7.45,1.17," 1.2e-23"
"Tdrd5",16.27,7.3,1.17," 1.3e-20"
"Pcsk4",32.55,14.22,1.17," 1.2e-37"
"Col6a3",4.9,2.17,1.17," 9.7e-11"
"4931419H13Rik",1.49,0.6,1.16," 4.2e-04"
"Kcnip2",73.1,32.88,1.16,"1.7e-109"
"Fstl4",400.35,177.28,1.16," 8.2e-49"
"Ncaph",1.84,0.82,1.16," 3.5e-05"
"D030068K23Rik",124.24,56.04,1.16," 1.2e-23"
"Sct",0.89,0.46,1.16," 3.7e-02"
"Nek2",0.85,0.36,1.16," 3.7e-03"
"2210420H20Rik",4.88,2.23,1.15," 6.5e-09"
"4930401C15Rik",2.03,0.89,1.15," 9.4e-06"
"Ptpn18",16.05,7.44,1.15," 5.1e-12"
"Btbd11",238.71,108.18,1.15,"1.2e-176"
"A830011K09Rik",7.94,3.53,1.14," 7.8e-14"
"Rsph3a",119.87,54.2,1.14," 3.5e-64"
"Muc15",1.86,0.9,1.14," 1.2e-03"
"Esyt3",63.95,29.79,1.14," 8.4e-38"
"Hcrtr2",73.46,34.08,1.13," 9.6e-25"
"Pkd1l2",6.44,3.16,1.13," 5.1e-07"
"3100003L05Rik",4.24,2.12,1.13," 3.4e-05"
"Myo1a",1.84,0.86,1.12," 3.6e-05"
"Phactr1",1181.25,550.38,1.12," 5.1e-81"
"Rgs11",123.67,56.85,1.12," 4.4e-56"
"Myrfl",2.5,1.19,1.12," 1.4e-06"
"Atp8a2",385.85,180.39,1.12," 4.8e-75"
"Cpne8",103.18,47.54,1.12," 1.2e-48"
"Dll4",2.12,0.98,1.12," 5.5e-05"
"Stc2",1.24,0.61,1.12," 2.6e-04"
"Chrm5",1.89,0.95,1.12," 3.4e-03"
"Zbtb7c",165.3,76.01,1.11," 7.0e-67"
"Opcml",2075.14,983.64,1.11," 1.4e-29"
"Cntn3",475.32,224.69,1.11," 1.9e-19"
"Grin2a",393.79,185.23,1.11," 4.9e-52"
"Itpr1",209.68,97.06,1.11," 7.5e-62"
"Cdh7",101.98,47.41,1.11," 2.8e-15"
"Strip2",19.86,9.3,1.11," 8.1e-24"
"Vdr",1.25,0.47,1.11," 1.0e-02"
"Scn5a",43.19,20.12,1.1," 1.6e-27"
"Clnkos",0.5,0.24,1.1," 2.6e-02"
"Catsperz",1.52,0.71,1.1," 3.7e-04"
"Myo1h",10.65,4.94,1.1," 1.6e-09"
"Deup1",14.11,6.57,1.09," 2.0e-27"
"Matn3",0.64,0.31,1.09," 3.9e-02"
"Myo5b",18.87,9.26,1.09," 1.6e-15"
"Kng1",1.13,0.56,1.09," 6.8e-03"
"Rxrg",41.26,19.97,1.09," 1.0e-21"
"Armc12",0.71,0.37,1.09," 2.7e-02"
"Ajap1",92.78,43.71,1.09," 8.4e-41"
"Ap1m2",0.54,0.25,1.08," 4.1e-02"
"Epha5",843.85,399.75,1.08," 1.1e-28"
"Prr16",318.08,154.62,1.08," 1.0e-20"
"Smpdl3b",20.48,9.57,1.08," 7.4e-13"
"Zmat4",299.42,147.31,1.08," 1.2e-26"
"Aurkc",0.78,0.36,1.08," 6.0e-03"
"Khdrbs2",675.95,321.7,1.08," 2.3e-35"
"Ryr2",509.81,241.32,1.08," 1.6e-63"
"Fbxo43",0.72,0.33,1.07," 2.2e-02"
"Baiap2",144.35,68.77,1.07," 9.8e-74"
"E2f7",1.48,0.72,1.07," 8.8e-03"
"Mcm10",4.21,1.98,1.06," 2.8e-07"
"Taf7l",38.12,18.09,1.06," 2.3e-28"
"Cyp2c55",1.39,0.69,1.06," 9.6e-04"
"6820408C15Rik",23.1,11.22,1.06," 9.5e-21"
"Ptpn3",42.04,21.25,1.05," 5.5e-18"
"Plekhg4",5.68,2.72,1.05," 9.5e-10"
"Tmem145",185.47,89.4,1.05," 1.6e-40"
"Mkx",33.28,16.56,1.05," 2.6e-08"
"Camkk2",106.89,51.7,1.05,"3.5e-111"
"Rab26",74.43,37.31,1.05," 6.0e-35"
"Ptk2b",25.91,13.46,1.05," 1.4e-05"
"Celf2",1544.93,751.93,1.05," 8.5e-93"
"Tekt5",10.48,5.52,1.05," 1.3e-07"
"Macrod2os2",0.89,0.5,1.04," 3.2e-02"
"A830092H15Rik",20.1,9.82,1.04," 5.3e-15"
"Ddn",9.2,4.76,1.04," 1.1e-06"
"Lrit3",1.4,0.66,1.03," 4.5e-03"
"Grm7",1889.06,936.2,1.03," 1.2e-54"
"9530026P05Rik",254,122.07,1.03," 4.2e-34"
"Gria3",516.69,250.2,1.03," 1.7e-69"
"C130026L21Rik",43.59,21.42,1.03," 3.8e-19"
"Lhfpl3",1079.17,533.02,1.03," 2.0e-49"
"Myo5c",3.47,1.69,1.03," 5.6e-06"
"Dcdc2c",2.32,1.21,1.03," 1.7e-05"
"Galnt14",90.02,43.62,1.03," 1.1e-24"
"Deptor",147.69,72.98,1.03," 5.8e-45"
"Nell2",261,129.17,1.03," 1.8e-30"
"Runx2os1",3.13,1.57,1.02," 1.9e-05"
"Tmem163",204.66,97.75,1.02," 5.6e-23"
"Ano3",79.74,39.1,1.02," 2.6e-47"
"Pde6a",23.31,11.76,1.02," 1.2e-22"
"Robo3",1.68,0.71,1.02," 3.3e-02"
"Nrg3",4763.08,2389.23,1.02," 7.4e-34"
"A630075F10Rik",1.58,0.76,1.02," 4.5e-04"
"Etnk2",49.87,23.11,1.02," 4.6e-13"
"Grm8",564.39,282.13,1.02," 5.2e-44"
"Pde8b",382.49,190.4,1.01," 2.1e-85"
"Wnt5a",16.53,8.27,1.01," 3.3e-14"
"Fam126a",77.91,38.73,1.01," 2.7e-41"
"Cdh6",97.36,48.12,1.01," 2.2e-37"
"Spink13",10.69,5.13,1.01," 1.3e-10"
"Prkg1",1506.33,762.7,1.01," 1.9e-49"
"Rgsl1",3.41,1.68,1.01," 3.3e-06"
"A330102I10Rik",163.11,85.93,1.01," 9.8e-15"
"Nab2",11.92,5.93,1.01," 7.2e-13"
"Syt7",105.88,53.35,1.01," 9.8e-35"
"BC016579",3.14,1.59,1.01," 5.4e-05"
"Nr2f2",138.11,68.1,1.01," 7.9e-50"
"Setdb2",18.82,9.06,1.01," 1.2e-15"
"Atrnl1",314.02,158.42,1," 2.3e-55"
"Fhod3",204.17,103.37,1," 3.7e-39"
"Cntn6",343.77,171.49,1," 1.0e-20"
"Rtp4",12.31,6.51,1," 1.1e-05"
"Kcnmb4os2",9.74,4.94,1," 5.2e-18"
"Lingo2",3733.16,1907.72,1," 8.3e-43"
"Nrg3os",550.66,279.18,1," 3.3e-30"
"Slc16a11",171.92,89.33,1," 3.0e-34"
"4930587E11Rik",56.16,28.54,0.99," 8.8e-10"
"Krt77",6.16,3.47,0.99," 5.6e-08"
"Syt9",90.42,45.56,0.99," 9.8e-55"
"Asb12",2.6,1.29,0.99," 9.6e-05"
"1700125G02Rik",4.21,2.23,0.99," 5.9e-08"
"E330017L17Rik",1.13,0.56,0.99," 3.2e-03"
"Fstl3",5.57,2.88,0.98," 8.1e-10"
"Cacna1h",45.76,23.13,0.98," 1.8e-40"
"Vmn2r54",0.95,0.48,0.98," 1.3e-02"
"Htr4",85.18,44.11,0.98," 1.3e-16"
"Prlr",96.18,48.99,0.97," 1.3e-30"
"Nox4",18.6,9.7,0.97," 1.2e-05"
"Hsd17b14",1.48,0.69,0.97," 3.9e-03"
"Cacna1e",608.9,312.31,0.97," 2.8e-76"
"Cfi",1.56,0.81,0.97," 1.2e-03"
"Aanat",11.64,6.05,0.97," 3.7e-15"
"Robo2",416.62,210.76,0.97," 2.0e-31"
"Gabrb3",1106.83,572.57,0.97," 2.7e-69"
"Mc4r",1.83,0.92,0.97," 8.5e-04"
"Slc4a11",2.03,1,0.97," 3.6e-04"
"Il1rapl1",2706.88,1398.3,0.97," 5.8e-84"
"Efcc1",17.85,9.35,0.97," 4.3e-22"
"Idi2",0.76,0.41,0.97," 1.9e-02"
"A930003O13Rik",4.62,2.37,0.97," 3.7e-10"
"Rps6ka2",180.29,92.33,0.97,"2.6e-102"
"Lrfn2",198.07,103.98,0.97," 2.6e-52"
"Oxtr",3.78,2.06,0.97," 1.3e-04"
"Vmn2r87",47.3,24.28,0.97," 2.1e-24"
"Myo1b",43.71,22.48,0.96," 4.1e-40"
"Tmem213",1.06,0.56,0.96," 7.2e-03"
"Kcnmb4",40.75,20.77,0.96," 1.4e-32"
"Tenm4",824.15,427.26,0.96," 2.9e-25"
"Angpt4",2.6,1.38,0.96," 4.6e-04"
"Rnf182",53.91,27.48,0.96," 2.0e-32"
"3110009E18Rik",17.89,8.63,0.96," 2.9e-09"
"Grik4",278.88,142.97,0.96," 5.7e-54"
"Ildr1",2.9,1.56,0.96," 5.1e-06"
"Cavin4",14.8,7.43,0.96," 1.9e-10"
"Pcsk2os2",19.09,9.82,0.95," 6.7e-17"
"Pcsk2os1",38.64,19.93,0.95," 2.8e-34"
"Prkd1",204.38,103.73,0.95," 1.2e-21"
"Gldnos",2.44,1.27,0.95," 5.6e-04"
"Egr4",5.59,3.11,0.95," 2.4e-05"
"Chst13",0.71,0.33,0.95," 3.9e-02"
"Dpysl4",54.62,28.29,0.95," 1.3e-37"
"Pde3a",30.97,15.8,0.95," 2.2e-10"
"4933432K03Rik",4.03,2.11,0.95," 2.6e-08"
"4930447M23Rik",1.28,0.65,0.95," 1.1e-02"
"Nlgn1",3740.33,1947.03,0.95," 5.5e-44"
"Plch2",22.11,11.69,0.94," 8.7e-12"
"Lamb3",16.09,8.57,0.94," 5.4e-11"
"Pcdh15",1596.65,847.35,0.94," 8.2e-24"
"Rbfox3",352.47,182.4,0.94," 2.7e-78"
"Kdr",2.67,1.73,0.94," 3.1e-02"
"Large1",730.2,381.75,0.94,"9.0e-104"
"Tmem200a",63.5,33.55,0.94," 1.3e-31"
"Gpr165",25.05,13.08,0.94," 7.4e-19"
"Btbd16",9.53,5.15,0.94," 7.3e-13"
"Gas2",103.01,54.29,0.94," 7.6e-37"
"Rab11fip1",7.69,3.97,0.93," 1.4e-12"
"4930532I03Rik",40.78,22.24,0.93," 1.0e-16"
"Cacna1i",50.79,26.94,0.93," 7.5e-36"
"Cntnap5b",410.72,217.93,0.93," 6.2e-21"
"1700122H20Rik",2.29,1.24,0.93," 4.2e-03"
"Sel1l3",38.63,20.23,0.93," 2.3e-26"
"Cyp2s1",5.65,3.04,0.93," 1.3e-10"
"Atoh7",7.2,4.02,0.93," 7.9e-12"
"Tmem215",6.42,3.84,0.93," 2.4e-05"
"Cntn4",809.76,434.44,0.93," 2.3e-18"
"A530016L24Rik",3.43,1.81,0.93," 3.3e-05"
"Pvt1",199.91,105.69,0.92," 1.2e-30"
"Matk",334.5,179.83,0.92," 1.6e-44"
"Zfp985",0.82,0.44,0.92," 1.7e-02"
"Grhl1",21.62,11.34,0.92," 8.8e-26"
"Tgm3",2.15,1.17,0.92," 4.8e-04"
"Sorcs3",433.09,234.59,0.92," 5.3e-39"
"Amigo2",36.34,21.63,0.92," 5.3e-10"
"Flrt2",141.15,74.29,0.91," 4.2e-17"
"Shisa9",332.27,170.45,0.91," 3.0e-35"
"Tpo",8.16,4.44,0.91," 6.2e-09"
"Fate1",1.02,0.6,0.91," 1.6e-02"
"Fam81a",43.99,23.75,0.91," 4.3e-20"
"Dlgap2",580.73,314.48,0.91," 7.8e-68"
"Slc39a2",5.67,3.03,0.91," 1.6e-08"
"C230057M02Rik",6.06,3.43,0.91," 8.1e-08"
"Ephb1",201.46,108.23,0.9," 7.2e-17"
"Tmem191c",287.82,153.89,0.9," 8.9e-49"
"Atp4a",3.22,1.89,0.9," 2.1e-04"
"Noxred1",8.04,4.26,0.9," 5.9e-12"
"Ppfia2",653.53,354,0.9," 2.1e-34"
"Mir124a-1hg",132.42,71.9,0.9," 1.6e-23"
"Fosb",2.4,1.44,0.9," 4.3e-02"
"9130204K15Rik",2.24,1.16,0.9," 1.4e-04"
"Drp2",43.61,23.47,0.9," 5.7e-27"
"Susd2",21.64,12.07,0.9," 2.3e-21"
"Iqgap2",57.25,31.07,0.9," 1.1e-20"
"4930502E18Rik",0.91,0.5,0.9," 2.8e-02"
"St6galnac5",136.35,75.55,0.9," 1.9e-18"
"Kcnh1",142.5,76.96,0.89," 1.6e-40"
"Slit2",466.01,254.08,0.89," 1.2e-20"
"Shisa7",75.7,40.63,0.89," 6.1e-42"
"Dpyd",371.47,202.93,0.89," 1.2e-41"
"Slc30a8",1.28,0.75,0.89," 2.2e-02"
