"Gene","Bead","Sup","Enrichment","P"
"Gm14236",7.942433680316,0.202635148785807,5.17911009263049,4.01557910179299e-16
"Gm7695",8.22906879608814,1.07151820983798,3.6326898892352,0.00755700459817979
"Gm26917",2061.58496067725,156.334226968265,3.53355460625211,1.08093937021803e-169
"Gfp_L10a",464.374594508618,62.0372479042536,3.02282657181864,0.00105504697634478
"Bahcc1",258.523107231366,41.0771257850078,2.59342445188353,2.392225841533e-84
"Prlh",2.72392400022048,0.426710459333483,2.56768638120639,0.000303047799922533
"Gucy2c",1.24036570252424,0.246821815012487,2.31040480555317,0.0274458125934758
"Yeats2",130.778715789954,28.1663138347464,2.16113437137903,0.000194614310102784
"Tnrc18",561.541567094486,123.846955687808,2.09668518751999,5.27913029385655e-56
"H2-T-ps",6.93864233907381,1.79552110923918,1.9617334327861,7.04848404472784e-07
"Lipg",1.77558920908928,0.534382377385492,1.80698640523364,0.0301260543616511
"Acp7",2.74421250740587,0.786181808523586,1.80014006233136,0.0047725709711008
"Nr5a1",176.430907685987,51.9259020699548,1.76489519136661,4.90681536497605e-54
"Fezf1",200.514933632588,58.6622252166656,1.74450615904781,3.45097858594653e-42
"Nr5a1os",2.63676295672349,0.76627134402116,1.73022100428178,0.00970449897805059
"Lbhd2",84.6546700766594,25.9960488038523,1.72113004667661,8.22995309592934e-28
"Nms",2.06462975059483,0.660435062680483,1.68500922935142,0.0247791612751975
"Adcyap1",179.073362204364,57.7524720230982,1.64943465310923,4.45921823955008e-44
"Foxa1",5.47012789158063,1.6533944026552,1.62042432612512,0.000626204745231535
"C130093G08Rik",61.6633382481035,20.1046478404278,1.61343069402647,3.88145931320315e-27
"H2-Bl",7.61404515062087,2.52258340315927,1.59723604418584,1.43743121354097e-05
"Neurod6",2.2167048093417,0.783428353456587,1.59026653469209,0.0306033602344773
"Pitx2",13.3590635428474,4.80710086587937,1.57097703067591,1.57532844961339e-07
"Nrgn",425.15613282784,147.164808645904,1.56202919467846,1.74267204854231e-29
"H2-Q2",50.3566668973362,17.2652162724096,1.54225222773428,2.76190061205289e-22
"Krt18",13.6817079609276,4.8223978384738,1.51080811432732,7.64256035638078e-08
"C1ql2",32.7961214834154,11.6588851866005,1.50522267202944,2.85020352649442e-14
"Barhl1",6.65837572987535,2.08294090195107,1.50256807834256,0.000763815280068516
"Nptx2",76.7947640019925,27.2009622458306,1.50041243915917,3.51702532924589e-25
"Gm12408",3.68126276390673,1.32492992313091,1.48812468002882,0.00581844132362983
"Rasl11a",9.25897165774002,3.32898161563717,1.48550668638558,8.05996537217227e-06
"Bdnf",29.9481267401343,10.7753508164937,1.47591443724203,2.13337786461952e-14
"Rprml",20.488333708192,7.53346059073661,1.47434330023637,2.45028038090219e-10
"Gt(ROSA)26Sor",10.1100175832278,3.75875146948954,1.46994349332951,8.29420662755203e-06
"Cd36",3.81996331539129,1.39775852830367,1.46381957373147,0.00662337660322411
"Calca",4.63647869206843,1.73020022070252,1.42721031231087,0.00306154797463842
"Tnfrsf8",30.8212291044259,11.611226201378,1.42264139961207,2.22155622467896e-13
"Prr19",3.51780458185183,1.28449711522228,1.39564495805314,0.0149219670386053
