"gene","Sample_111475","Sample_111476","Sample_116059","Sample_116060"
"4933401J01Rik",0,0,0,0
"Gm26206",0,0,0,0
"Xkr4",55.0323620493558,61.234412104511,60.4284604186339,83.197857965005
"Gm18956",0,0.135090099190538,0,0
"Gm37180",0.221458197381714,0.636853324755393,0.0690610976212958,0.672837810546806
"Gm37363",0.147638798254476,0.501763225564855,0.138122195242592,0.497314903447639
"Gm37686",0.0184548497818095,0.231583027183779,0.0345305488106479,0.204776724949028
"Gm1992",0,0,0,0
"Gm37329",0.0922742489090474,0.405270297571614,0,0.204776724949028
"Gm7341",0.0738193991272379,0.154388684789186,0,0.0877614535495834
"Gm38148",0.276822746727142,0.752644838347283,0,0.848360717645973
"Gm19938",0.68282944192695,0.945630694333765,0.138122195242592,0.965375989045417
"Gm10568",0.276822746727142,0.463166054367559,0.448897134538423,1.22866034969417
"Gm38385",0,0,0,0
"Gm27396",0,0,0,0
"Gm37381",0,0,0,0
"Rp1",0.166093648036285,0.829839180741876,0.103591646431944,0.497314903447639
"Gm6101",0,0,0,0
"Gm37483",0,0,0,0
"Sox17",1.34720403407209,1.00352645112971,0.345305488106479,0.643583992696945
"Gm37587",0.0184548497818095,0.0192985855986483,0,0
"Gm7357",0,0,0,0
"Gm22307",0,0,0,0
"Gm38076",0,0,0,0
"Gm37323",0,0,0,0
"Gm7369",0.0369096995636189,0.0192985855986483,0,0
"Gm6085",0.166093648036285,0.11579151359189,0.414366585727775,0.175522907099167
"Gm6119",0.0553645493454284,0,0,0.0292538178498611
"Gm25493",0,0,0,0.0292538178498611
"Gm2053",0,0,0,0
"Gm6123",0.313732446290761,0.173687270387834,0.414366585727775,0.409553449898056
"Mrpl15",43.2212581889978,31.6110832105859,43.3358387573631,32.237707270547
"Gm37144",0.0738193991272379,0.328075955177021,0.0690610976212958,0.0292538178498611
"Lypla1",12.9553045468302,14.4739391989862,25.0001173389091,17.698559799166
"Gm37988",0,0,0,0
"Tcea1",16.5724551040649,11.579151359189,21.0636347744952,16.5869147208713
"Gm6104",0,0,0,0
"Gm37277",0.996561888217711,1.10001937912295,1.34669140361527,1.66746761744208
"Rgs20",17.0338263486101,14.5897307125781,18.5774352601286,16.8209452636701
"Gm17100",0,0,0,0
"Gm37079",0.110729098690857,0.135090099190538,0.0690610976212958,0.0877614535495834
"Gm16041",0.0738193991272379,0.11579151359189,0,0.0585076356997222
"Gm17101",0,0,0,0.234030542798889
"Atp6v1h",241.260251197595,159.19403260325,289.953018363011,197.755808665061
"Gm7182",0,0,0,0
"Gm37567",0.0369096995636189,0.0192985855986483,0,0
"Gm38264",0,0,0,0
"Oprk1",22.8471040298801,21.4986243568942,34.5305488106479,30.5994934709547
"Gm36965",0,0,0,0
"Gm22463",0,0,0,0
"Gm37429",0,0,0,0
"Npbwr1",4.74289639392503,4.94043791325396,4.83427683349071,3.65672723123264
"Gm19214",0,0,0,0
"Rb1cc1",77.2335463368726,84.3927148228889,116.609663333558,144.543113996164
"4732440D04Rik",0.516735793890665,3.3193567229675,0.65608042740231,1.98925961379056
"Alkal1",0,0,0.0345305488106479,0
"Gm2147",0,0,0,0
"Gm7417",0,0,0.0345305488106479,0
"Gm19026",3.58024085767104,2.97198218219183,2.31354677031341,2.89612796713625
"St18",15.9634450612652,30.8005426154426,12.3964670230226,32.647260720445
"Gm42492",0.830468240181426,1.48599109109592,0.587019329781015,1.75522907099167
"Gm7449",0.0184548497818095,0,0,0
"Gm37108",0.0738193991272379,0.0192985855986483,0.138122195242592,0.0292538178498611
"Gm37275",0,0,0,0
"Gm37225",0,0,0,0
"Gm37489",0,0,0,0
"Gm5694",0,0,0,0
"Pcmtd1",46.2293987034327,52.2026740443436,58.5292802340482,77.9029169341802
"Gm26983",0.0184548497818095,0.0771943423945931,0,0.0292538178498611
"Gm38372",0.627464892581522,3.97550863332154,0.207183292863888,5.52897157362375
"Gm9826",0,0,0,0
"Nras-ps2",0,0,0,0
"Gm23274",0,0,0,0
"Gm19002",0,0,0,0
"Gm26901",0.0922742489090474,0.44386746876891,0.0345305488106479,0.702091628396667
"Gm18984",0,0,0,0
"Gm30414",0,0,0,0.0292538178498611
"Gm37791",0,0,0,0
"Gm7470",0.0184548497818095,0,0,0
"Rps2-ps2",0,0,0,0
"Gm38216",0,0,0,0
"Sntg1",64.9610712319693,55.1553576409368,77.969979214443,64.036607273346
"Gm38024",0,0.0964929279932414,0,0.117015271399444
"Gm16284",0.0184548497818095,0.0192985855986483,0.0345305488106479,0
"Gm38259",0.0184548497818095,0.11579151359189,0,0.175522907099167
"Gm23358",0,0,0,0
"Gm37005",0.0184548497818095,0.0192985855986483,0,0
"Gm15452",0,0,0,0
"Gm36964",0,0.0771943423945931,0.207183292863888,0
"Gm24276",0,0,0,0
"Gm6152",0,0,0,0
"Gm7445",0,0,0,0
"Gm7493",0,0.0578957567959448,0,0.0292538178498611
"Gm37629",0,0.135090099190538,0,0.117015271399444
"Gm38008",0,0.0771943423945931,0,0
"Gm37143",0.0922742489090474,0.212284441585131,0.0690610976212958,0.117015271399444
"Gm6187",0,0.0192985855986483,0,0
"Gm18299",0,0,0,0
"Gm7512",0,0,0,0
"Gm24765",0,0,0,0
"Gm18300",0,0,0,0
"Rrs1",26.3166157888603,17.5810114803686,21.9959595923827,11.9940653184431
"Adhfe1",0.848923089963236,6.1176516347715,0.759672073834254,5.7922559342725
"2610203C22Rik",0.0738193991272379,0.328075955177021,0.0690610976212958,0.409553449898056
"Gm6161",0,0,0,0
"3110035E14Rik",28.9187496080954,33.1742686440764,39.8482533274877,44.2902802246897
"Gm29520",0,0,0,0
"Mybl1",5.90555193017903,4.9983336700499,6.6298653716444,6.96240864826695
"Vcpip1",147.361975507749,127.003991824704,222.894692572732,217.238851353069
"1700034P13Rik",0.129183948472666,0.0578957567959448,0.17265274405324,0.26328436064875
"Sgk3",1.18111038603581,4.84394498526072,1.7265274405324,6.52360138051903
"Gm6195",0.0184548497818095,0,0.0345305488106479,0.0292538178498611
"Gm22607",0,0,0,0
"Mcmdc2",0.461371244545237,0.656151910354041,1.00138591550879,1.14089889614458
"Snhg6",2.95277596508952,2.16144158704861,3.52211597868609,2.10627488519
"Snord87",0,0,0,0
"Tcf24",0.479826094327046,0.521061811163503,0.241713841674535,0.5265687212975
"E330040D14Rik",0.0184548497818095,0.0385971711972965,0,0
"Ppp1r42",0.461371244545237,0.424568883170262,0.103591646431944,0.497314903447639
"Gm15818",0,0,0,0
"Gm24674",0,0,0,0
"Cops5",88.7493726007217,72.1960087245432,106.388620885606,85.8014477536427
"Cspp1",10.0578931310862,15.7090486772997,12.1202226325374,20.9457335805006
"1700047N06Rik",0.0184548497818095,0.11579151359189,0,0.117015271399444
"Arfgef1",127.68910564034,115.116063095937,186.844799614416,213.260332125488
"Gm26348",0.0184548497818095,0.0771943423945931,0,0.117015271399444
"Gm37569",0.110729098690857,0.11579151359189,0.0345305488106479,0
"Cpa6",0.129183948472666,0.328075955177021,0.138122195242592,0.146269089249306
"Gm38005",0,0,0,0
"Gm15604",0.147638798254476,0.0385971711972965,0,0.0585076356997222
"Gm25253",0,0,0,0
"Gm15603",0,0,0,0
"Gm37133",0,0,0,0
"Gm5522",0.0184548497818095,0.11579151359189,0,0
"Gm28659",0.129183948472666,0.0385971711972965,0,0
"Gm22963",0,0,0,0
"Prex2",19.4514116700272,47.8218951134504,17.5760493446198,60.2336109528641
"Gm24173",0,0,0,0.0292538178498611
"Gm28686",0.184548497818095,0.250881612782428,0.345305488106479,0.175522907099167
"Gm37410",0,0,0,0
"A830018L16Rik",57.4684022205547,56.5255572184408,104.247726859346,76.0306725917891
"Gm38178",0.0184548497818095,0.192985855986483,0,0.146269089249306
"Gm29273",0.0184548497818095,0,0,0
"Gm38069",0.0369096995636189,0.0192985855986483,0,0.0877614535495834
"Gm7560",0,0.0192985855986483,0,0
"Gm22633",0,0,0,0
"Mir6341",0,0,0,0
"Gm2383",0.221458197381714,0.135090099190538,0.138122195242592,0.146269089249306
"Gm6216",0,0.0192985855986483,0,0.0292538178498611
"Gm17644",0,0,0,0
"Gm29663",0,0,0,0
"Sulf1",29.546214500677,22.3670607088333,28.2805194759206,24.7779837188324
"Slco5a1",2.23303682359895,3.3193567229675,2.34807731912406,4.35881885962931
"Gm37162",0,0,0,0
"Gm5250",0,0,0,0
"Gm29283",0,0,0,0
"Prdm14",0,0,0,0
"Ncoa2",115.8595469302,146.225383080958,126.588991939835,180.613071405043
"Gm38376",0,0,0,0.204776724949028
"Gm37409",0.0738193991272379,0.308777369578372,0,0.204776724949028
"Gm27881",0.0184548497818095,0,0,0.0877614535495834
"Gm38223",0.0369096995636189,0.212284441585131,0.0345305488106479,0.26328436064875
"Gm37702",0.0738193991272379,0.289478783979724,0.0345305488106479,0.26328436064875
"Gm23169",0,0.0578957567959448,0,0
"Gm38120",0.313732446290761,1.02282503672836,0.103591646431944,1.17015271399444
"Gm38380",0.295277596508951,0.791242009544579,0,0.380299632048195
"Gm29570",0.110729098690857,0,0.138122195242592,0.0585076356997222
"Gm7593",0,0.0771943423945931,0.0345305488106479,0
"Tram1",27.1286291792599,37.6322419173641,36.8440955809613,46.542824199129
"Lactb2",4.35534454850704,8.18260029382687,6.42268207878051,10.3558515188508
"Gm38319",0,0.0192985855986483,0,0.146269089249306
"Xkr9",0,0,0,0.0292538178498611
"Gm26273",0,0,0,0
"Gm5523",0.0553645493454284,0.0964929279932414,0.103591646431944,0.0585076356997222
"Gm36947",0.0184548497818095,0,0,0.0292538178498611
"Gm25491",0,0,0,0
"Gm37400",0,0,0,0
"Eya1",2.26994652316256,2.93338501099454,1.00138591550879,3.04239705638556
"Gm22616",0,0,0,0
"Gm37444",0,0.0192985855986483,0,0.0292538178498611
"Gm9947",1.07038128734495,0.636853324755393,0.966855366698142,0.877614535495834
"Msc",1.7532107292719,1.29300523510943,1.83011908696434,1.02388362474514
"Gm37412",0.609010042799712,0.540360396762152,1.27763030599397,0.877614535495834
"Smt3h2-ps4",0,0.0385971711972965,0,0
"Rpl5-ps1",0.0184548497818095,0.0385971711972965,0,0
"Trpa1",0.775103690835998,0.733346252748634,0.759672073834254,0.906868353345695
"Gm26345",0,0,0,0
"Gm10566",0.0369096995636189,0,0.138122195242592,0.0292538178498611
"Kcnb2",52.3748636807753,47.4166248158788,74.2061493940824,78.3417242019281
"Gm38116",0.0184548497818095,0.154388684789186,0.0690610976212958,0.438807267747917
"Gm37138",0.0738193991272379,0.173687270387834,0.241713841674535,0.321791996348472
"Gm25227",0,0.0385971711972965,0,0
"Gm25168",0,0,0,0
"Gm6060",0.0184548497818095,0,0,0
"Gm28669",0,0,0,0
"Terf1",5.73945828214275,5.98256153558096,6.66439592045505,6.05554029492125
"Gm37509",0.313732446290761,0.617554739156745,0.241713841674535,0.497314903447639
"Sbspon",0.258367896945333,0.212284441585131,0.241713841674535,0.0877614535495834
"Gm23259",0,0,0,0
"Gm7634",0.0184548497818095,0,0.0345305488106479,0.0877614535495834
"4930444P10Rik",0.885832789526855,1.00352645112971,0.65608042740231,0.438807267747917
"Rpl7",85.1506768932689,49.3078862045463,93.3360734351813,59.0049506031699
"Rdh10",9.00596669352302,7.15977525709851,8.56357610504068,7.63524645881375
"Gm38249",0.276822746727142,0.135090099190538,0.0345305488106479,0.0877614535495834
"Gm28095",0.147638798254476,0.231583027183779,0.0345305488106479,0.292538178498611
"Stau2",158.268791728798,191.88583660736,182.148644976168,237.160701308824
"Gm7568",0,0.212284441585131,0.103591646431944,0.204776724949028
"Ube2w",68.5966766389858,54.1325326042084,106.630334727281,79.8629227301209
"Gm38342",0.129183948472666,0.5596589823608,0.310774939295831,0.321791996348472
"Eloc",82.8253658207609,59.9993026261975,123.515773095688,96.0110301832442
"D030040B21Rik",0,0.0578957567959448,0,0.0585076356997222
"Gm7654",0,0,0,0.0585076356997222
"Tmem70",36.706696216019,28.9478783979724,44.0264497335761,27.9666498644672
"Ly96",0.0184548497818095,0.270180198381076,0.103591646431944,0.204776724949028
"Gm29649",0,0,0,0
"Gm5828",0.535190643672475,0.887734937537821,1.13950811075138,1.14089889614458
"Gm28376",0,0,0,0
"4921511E07Rik",0,0,0,0
"Jph1",6.51456197297874,7.85452433864985,8.11467897050226,6.64061665191848
"Gm28783",0.0184548497818095,0,0,0
"Gdap1",158.564069325307,139.528773878227,197.790983587391,204.893740220427
"Gm28784",0.0184548497818095,0.0385971711972965,0,0
"Gm28785",0,0,0,0
"Gm5251",0,0,0,0
"Rbm6-ps1",0.0922742489090474,0.0192985855986483,0.207183292863888,0.0292538178498611
"Gm6075",0,0.0385971711972965,0.0345305488106479,0
"Gm25166",0,0,0,0
"Pi15",0.572100343236094,1.46669250549727,0.794202622644902,2.54508215293792
"Gm28154",0,0.0964929279932414,0.0345305488106479,0.0877614535495834
"Gm16070",0.166093648036285,0.250881612782428,0.345305488106479,0.292538178498611
"Crispld1",0.70128429170876,1.13861655032025,0.517958232159719,1.31642180324375
"Gm28153",0.0738193991272379,0.0192985855986483,0.17265274405324,0.0292538178498611
"Gm7690",0,0.0192985855986483,0,0.0877614535495834
"Gm18775",0.0369096995636189,0.0192985855986483,0,0.0877614535495834
"Gm17969",0.0553645493454284,0.0964929279932414,0.207183292863888,0.321791996348472
"Gm28756",2.04848832578085,1.96845573106212,1.55387469647916,1.69672143529195
"Gm28755",0,0,0,0
"Gm45784",0,0.0192985855986483,0,0
"Crisp4",0,0,0,0
"Defb44-ps",0,0,0,0
"Defb18",0,0,0,0
"Defb41",0,0,0,0
"Gm17837",0,0,0.103591646431944,0
"Gm5252",0,0,0,0
"Gm24075",0,0,0,0
"Gm28343",0,0,0,0
"Gm28344",0,0,0,0
"Gm15825",0,0,0,0
"Tfap2d",0,0.0771943423945931,0,0
"Gm10075",0.0553645493454284,0,0.0345305488106479,0.0585076356997222
"Tfap2b",0.645919742363331,0.964929279932414,0.310774939295831,0.351045814198333
"Gm28340",0,0,0,0
"Gm28341",0,0,0,0
"Gm4849",0.0369096995636189,0.0578957567959448,0.0345305488106479,0.0585076356997222
"Gm24633",0,0,0,0
"Gm38382",0,0,0,0
"Pkhd1",0,0,0,0
"Gm37315",0,0,0,0
"4930486I03Rik",0,0,0,0
"Gm15795",0.0184548497818095,0,0,0
"Gm24162",0,0,0,0
"Gm28653",0,0,0,0
"Mir206",0,0,0,0
"Mir133b",0,0,0,0
"Il17a",0,0,0,0
"Il17f",0,0,0,0
"Mcm3",0.221458197381714,1.69827553268105,0.0690610976212958,1.5797061638925
"Gm20587",0,0.0192985855986483,0,0
"Gm28065",0,0,0,0
"Gm24723",0,0,0,0
"6720483E21Rik",0.295277596508951,0.289478783979724,0.310774939295831,0.175522907099167
"Paqr8",24.7848632569701,41.7814378210735,23.4117120936193,45.8699863885822
"Gm24171",0.0184548497818095,0.0192985855986483,0,0
"Gm28064",0.0738193991272379,0,0.0345305488106479,0.0292538178498611
"Efhc1",1.03347158778133,2.25793451504185,0.621549878591663,2.01851343164042
"Tram2",0.738193991272379,1.42809533429997,0.448897134538423,1.49194471034292
"Gm28287",0,0.135090099190538,0,0.0877614535495834
"Gm2693",0.147638798254476,0.328075955177021,0.0345305488106479,0.117015271399444
"Tmem14a",16.0557193101742,11.0580895480255,16.6091939779216,9.21495262270625
"Gm38224",0.0369096995636189,0.0192985855986483,0.138122195242592,0.146269089249306
"Gsta3",0.203003347599904,0.328075955177021,0.517958232159719,0.351045814198333
"Gm28836",0.110729098690857,0.0192985855986483,0,0.0877614535495834
"Gm7094",0.0553645493454284,0.0385971711972965,0.241713841674535,0.0877614535495834
"Gm4956",0,0,0,0
"Gm21909",0,0,0,0
"Khdc1a",0,0,0,0
"Gm16329",0,0,0.0690610976212958,0
"Gm16327",0,0,0,0
"Khdc1c",0,0.0385971711972965,0.0345305488106479,0
"Gm2709",0,0,0,0
"Gm16533",0,0,0,0
"Khdc1b",0.0184548497818095,0,0,0
"Gm16328",0,0,0,0
"Kcnq5",25.7998799949696,20.4757993201658,31.1465550272044,25.0997757151808
"Gm36949",0.0184548497818095,0.0192985855986483,0,0.0292538178498611
"Gm7658",0.221458197381714,0.289478783979724,0.17265274405324,0.204776724949028
"Gm38243",0.0738193991272379,0.0964929279932414,0,0.26328436064875
"Gm26580",0.867377939745045,1.02282503672836,0.82873317145555,0.555822539147361
"Gm5696",0,0,0,0
"Gm28239",0,0,0,0
"Rims1",147.98944040033,171.776710413568,148.550420983407,159.111515285395
"Gm26866",0.0922742489090474,0.463166054367559,0,0.380299632048195
"Gm7761",0,0,0,0
"Gm29506",0,0,0,0
"4933415F23Rik",0.0369096995636189,0,0,0
"Gm24176",0,0,0,0
"Gm6420",0.0369096995636189,0.0771943423945931,0,0.117015271399444
"Mir30a",0,0,0,0
"Gm27028",0,0.11579151359189,0,0
"Mir30c-2",0,0,0,0
"Gm29107",0,0.0192985855986483,0,0
"Gm20954",0,0,0,0.0292538178498611
"Ogfrl1",104.878911310023,105.949234936579,129.213313649445,126.961569468397
"Gm7784",0.0922742489090474,0.0964929279932414,0.0345305488106479,0.146269089249306
"Gm28822",0,0,0,0
"B3gat2",23.5668431713707,24.0267390703171,17.4724576981878,21.0334950340501
"Smap1",54.5156262554652,40.7393141987465,55.1452864506047,40.662806811307
"Sdhaf4",23.9913047163523,14.70552222617,30.697657892666,16.8209452636701
"Gm26524",0,0.0192985855986483,0.0345305488106479,0
"Fam135a",24.6741341582793,33.7725247976345,33.0802657606007,52.9494103082486
"Gm37580",0.830468240181426,0.67545049595269,0.759672073834254,0.555822539147361
"Gm26607",0,0,0,0
"Col9a1",0.0553645493454284,0.463166054367559,0,0.5265687212975
"Col19a1",0.479826094327046,0.810540595143228,0.414366585727775,0.819106899796112
"Gm26418",0,0,0,0
"Tubb4b-ps2",0.0922742489090474,0.0964929279932414,0.138122195242592,0.0877614535495834
"Gm28439",0,0,0,0.0292538178498611
"Gm10222",0,0,0,0
"Gm28438",0.0184548497818095,0.868436351939172,0.0345305488106479,0.672837810546806
"Gm28437",0,0,0,0
"Gm10925",0.0553645493454284,0.11579151359189,0,0
"Gm28661",0,0.0385971711972965,0,0
"Gm29216",0,0,0,0
"Lmbrd1",85.9257805841049,74.0100757708161,90.4355073350869,94.372816383652
"Gm28594",0,0,0,0
"Gm28237",0,0,0,0
"Gm9443",0,0.0192985855986483,0,0
"Gm29414",0,0,0,0
"Adgrb3",64.1121481420061,73.0065493196864,71.1674610987454,92.9686331268586
"Gm15702",0.0184548497818095,0.0578957567959448,0,0.0877614535495834
"Gm20172",0.0738193991272379,0.0578957567959448,0,0.234030542798889
"Gm22260",0,0.0192985855986483,0,0.0292538178498611
"Gm37543",0.0369096995636189,0.135090099190538,0.0690610976212958,0.26328436064875
"Gm37331",0.0922742489090474,1.0807207935243,0,1.11164507829472
"Gm37211",0.221458197381714,1.1193179647216,0.103591646431944,1.37492943894347
"Gm37862",0.166093648036285,1.17721372151754,0.0345305488106479,0.965375989045417
"Gm38286",0.33218729607257,0.945630694333765,0.0345305488106479,1.98925961379056
"Gm37880",0.239913047163523,1.10001937912295,0.0690610976212958,1.34567562109361
"Gm25294",0,0,0,0
"Gm37011",0.221458197381714,0.405270297571614,0.0345305488106479,0.351045814198333
"Gm29214",0.0553645493454284,0.135090099190538,0,0.204776724949028
"Gm37051",0.184548497818095,0.598256153558096,0.103591646431944,0.877614535495834
"Gm38260",0.535190643672475,1.83336563187159,0.0690610976212958,2.25254397443931
"Gm37628",0.922742489090474,2.77899632620535,0.276244390485183,4.18329595253014
"8030445P17Rik",0.239913047163523,1.29300523510943,0.103591646431944,1.25791416754403
"Gm38198",0.627464892581522,2.47021895662698,0.138122195242592,2.86687414928639
"Gm37077",0.406006695199808,2.06494865905537,0.17265274405324,2.31105161013903
"Gm37895",0.775103690835998,3.26146096617156,0.379836036917127,5.1194181237257
"Gm36952",0.498280944108856,1.29300523510943,0.103591646431944,2.10627488519
"Gm37602",0.184548497818095,0.752644838347283,0.17265274405324,0.994629806895278
"2900022M07Rik",0.0922742489090474,0.154388684789186,0.0345305488106479,0.146269089249306
"2900002M20Rik",0.0184548497818095,0.11579151359189,0.0690610976212958,0.117015271399444
"Gm9884",0.129183948472666,0.540360396762152,0.138122195242592,0.585076356997222
"Gm18443",0,0,0,0
"Gm19123",0,0,0,0
"Gm24064",0,0,0,0
"4931408C20Rik",0,0,0,0
"n-R5s209",0,0,0,0
"Gm19641",0,0,0,0
"Gm5524",0,0.0192985855986483,0,0
"Gm18776",0,0,0,0
"Gm19028",0,0,0.0345305488106479,0
"Gm38089",0,0,0,0
"Gm7846",0,0,0,0
"Gm597",0,0,0,0
"Gm5697",0.166093648036285,0.135090099190538,0.17265274405324,0.0877614535495834
"Gm6462",0,0,0,0
"Gm18033",0,0,0,0
"Gm25586",0,0,0,0
"Gm22679",0,0,0,0
"Gm23785",0,0,0,0
"Mir6342",0,0,0,0
"Gm5525",0.33218729607257,0.135090099190538,0.345305488106479,0.204776724949028
"Gm7858",0,0,0.0345305488106479,0
"Gm23771",0,0,0,0
"Gm27430",0,0,0,0
"Gm9898",0,0.0385971711972965,0.207183292863888,0.0585076356997222
"Gm6473",0.129183948472666,0.0385971711972965,0.0690610976212958,0.0877614535495834
"Gm2914",0.129183948472666,0,0,0
"Phf3",84.8000347474145,95.0648326589414,101.381691308062,137.522197712197
"Gm37522",0.0553645493454284,0.347374540775669,0.0345305488106479,0.409553449898056
"Gm37906",0.166093648036285,0.598256153558096,0.103591646431944,0.643583992696945
"Ptp4a1",10.6669031738859,9.97736875450116,21.0636347744952,16.9964681707693
"Gm5698",0,0,0,0
"Gm9458",0,0,0,0
"Gm5699",0,0,0,0
"Gm29669",0,0,0,0
"Gm28644",0,0,0,0
"Gm27362",0,0,0,0
"4931428L18Rik",0.0553645493454284,0,0,0
"Gm29128",0,0.0385971711972965,0.0690610976212958,0.117015271399444
"Gm7893",0,0,0,0
"Lgsn",0,0,0,0
"Pih1d3",0,0,0,0
"Gm26145",0,0,0,0
"Gm4850",0,0,0,0
"Gm28645",0,0,0,0
"Gm6489",0,0.0192985855986483,0,0
"Gm10307",0.0369096995636189,0,0,0.0292538178498611
"Gm19680",0.0184548497818095,0.0578957567959448,0.0345305488106479,0
"Gm23032",0,0,0,0
"Gm7910",0,0,0,0
"Khdrbs2",24.0097595661341,16.6932765428308,31.0774939295831,16.1188536352735
"Gm25814",0,0,0,0
"Gm37999",0.0369096995636189,0.135090099190538,0,0.234030542798889
"Gm37110",0,0,0,0
"Gm37911",0.0922742489090474,0.135090099190538,0,0.204776724949028
"Gm9839",0.0184548497818095,0.0771943423945931,0,0.117015271399444
"Gm37792",0,0.212284441585131,0,0.497314903447639
"Gm5415",0,0.270180198381076,0,0.292538178498611
"Gm24732",0,0,0,0.0292538178498611
"Gm37426",0.0738193991272379,0.0192985855986483,0,0.204776724949028
"Gm23024",0,0,0,0
"Gm37151",0,0,0,0
"Gm28624",0,0,0,0
"Gm37724",0,0,0,0
"Gm7114",0.0184548497818095,0.0964929279932414,0.0345305488106479,0
"Gm4785",0,0,0,0.0877614535495834
"Gm24901",0,0.0192985855986483,0,0
"Gm37591",0,0,0,0
"Gm2987",0,0,0,0
"Gm25792",0,0,0,0
"Gm18799",0,0,0,0
"Gm7933",0,0.0578957567959448,0,0
"Gm23453",0,0,0,0
"Prim2",12.1432911564306,8.37558614981335,14.6409526957147,10.0048057046525
"Gm29228",0.0184548497818095,0,0.0345305488106479,0
"Gm37618",0.166093648036285,0.154388684789186,0,0.26328436064875
"Gm17813",0,0,0,0
"1700001G17Rik",0.645919742363331,0.829839180741876,0.379836036917127,0.409553449898056
"Gm38173",0.0922742489090474,0.0578957567959448,0,0.117015271399444
"Rab23",45.9894856562692,52.2219726299422,57.9767914530779,62.4276472916036
"Bag2",18.5102143311549,13.5283085046524,19.026332394667,12.4036187683411
"Gm37905",0.0184548497818095,0.0385971711972965,0,0
"Zfp451",133.539293021173,151.609688462981,180.076812047529,237.599508576572
"Gm15455",0.0738193991272379,0.0192985855986483,0.0345305488106479,0
"Bend6",283.115850502739,268.809998803572,302.17683264198,305.760904166749
"Gm37067",0.0738193991272379,0.482464639966207,0.0690610976212958,0.643583992696945
"Dst",379.320982415312,603.273785813745,309.048411855299,519.664820284933
"Gm37354",0.129183948472666,0.0578957567959448,0,0.0585076356997222
"Gm28631",0,0.0578957567959448,0,0.0292538178498611
"Gm23792",0,0,0,0
"Gm38157",0.147638798254476,0.752644838347283,0.0345305488106479,0.877614535495834
"Mir6896",0,0,0,0
"Gm26788",0.0369096995636189,0.0964929279932414,0.241713841674535,0.117015271399444
"A930005N03Rik",0.0553645493454284,0.0578957567959448,0,0.0877614535495834
"Gm37958",0,0,0,0
"Gm37385",0,0,0,0
"Gm5266",0,0.0192985855986483,0,0
"Gm3052",0.166093648036285,0.173687270387834,0.276244390485183,0.292538178498611
"Gm37233",2.67595321836237,2.37372602863374,2.55526061198795,3.59821959553292
"Mir5103",0,0,0,0
"Ccdc115",15.2990704691201,10.0352645112971,14.9517276350105,8.77614535495834
"Gm28306",0.147638798254476,0.0771943423945931,0.0345305488106479,0.0292538178498611
"Imp4",47.6135124370684,41.4340632802978,50.9325594957057,50.1702976125118
"Ptpn18",0.461371244545237,0.521061811163503,0.276244390485183,0.468061085597778
"Gm28417",0.0184548497818095,0.0192985855986483,0,0
"4930568A12Rik",0.0553645493454284,0.0385971711972965,0.276244390485183,0.0585076356997222
"Prss39",0,0,0,0
"Gm28416",0,0,0,0
"Cfc1",0.0369096995636189,0.0578957567959448,0.0345305488106479,0
"Gm28419",0,0,0,0
"Prss40",0.0369096995636189,0,0.138122195242592,0.0292538178498611
"1700101I19Rik",0.166093648036285,0.385971711972965,0.0345305488106479,0
"Amer3",71.1619007586573,57.6448751831624,65.4008594473672,54.6753855613904
"Gm28418",0,0,0,0
"Gm36984",0,0,0,0
"Gm29730",0,0.0385971711972965,0,0
"AA619741",0,0,0,0
"Arhgef4",251.945609221263,201.631622334677,243.302246919825,158.146139296349
"Gm37224",0,0,0,0
"Gm37845",0,0,0,0.0585076356997222
"Gm38336",0.885832789526855,0.617554739156745,0.414366585727775,0.468061085597778
"Fam168b",478.109793297338,400.715831370333,527.10882759454,425.262750083431
"Gm37127",0.313732446290761,1.10001937912295,0.103591646431944,1.37492943894347
"Plekhb2",739.854927752742,562.785353227781,749.934459069651,548.567592320596
"Gm19430",0,0,0,0
"Gm37670",0,0,0.0345305488106479,0
"Gm8009",0,0,0,0
"Gm38027",0,0,0,0
"Gm25096",0,0,0,0
"Gm37068",0,0.0192985855986483,0,0
"Gm25634",0,0,0,0
"Gm28415",0,0,0,0
"1110002O04Rik",0.110729098690857,0.0385971711972965,0,0.0585076356997222
"Gm8022",0,0,0,0
"Gm37146",0,0,0,0
"Gm33222",0,0,0.0690610976212958,0
"4930535G08Rik",0,0,0,0
"Gm38049",0,0.0192985855986483,0,0
"Hs6st1",46.0448502056146,33.8497191400291,34.1161822249201,24.8072375366822
"Gm37335",0,0,0,0
"Gm33280",0.110729098690857,0.192985855986483,0.17265274405324,0.0585076356997222
"Uggt1",38.4968166448546,40.6621198563519,37.6037676547956,41.6574366182022
"Mir6897",0,0,0,0.0292538178498611
"Neurl3",0.68282944192695,0.617554739156745,0.207183292863888,0.702091628396667
"Arid5a",4.94589974152494,9.53350128573225,3.3839937834435,6.66987046976834
"4930403P22Rik",0,0.0771943423945931,0,0.0292538178498611
"Kansl3",177.66483884948,163.401124263755,165.815695388731,163.850633777072
"Mir6898",0,0,0,0
"Fer1l5",6.47765227341512,5.34570821082557,7.25141525023606,6.02628647707139
"Lman2l",41.4495926099441,37.748033430956,40.7460475965645,36.1869726802782
"Cnnm4",10.1501673799952,10.6335206648552,7.94202622644902,7.72300791236334
