"Gene","Bead","Sup","Enrichment","P"
"Gm6055",0.41,0.35,0.22," 8.9e-01"
"Mlnr-ps",0.29,0.25,0.22," 9.1e-01"
"Eif6",68.84,59.08,0.22," 5.1e-02"
"Zfp14",17.69,15.13,0.22," 2.6e-01"
"Mdp1",78.61,67.7,0.22," 5.0e-02"
"Gm11733",0.84,0.72,0.22," 8.3e-01"
"Mageh1",31.32,26.92,0.22," 1.4e-01"
"Rnf183",0.63,0.54,0.22," 8.6e-01"
"Rasef",1.1,0.94,0.22," 8.0e-01"
"Hltf",33.46,28.75,0.22," 1.3e-01"
"Wdr53",16.79,14.41,0.22," 2.6e-01"
"Mroh8",1.08,0.93,0.22," 8.1e-01"
"Rps10-ps1",2.53,2.09,0.22," 7.0e-01"
"Gm6463",0.14,0.13,0.22," 9.4e-01"
"9330158H04Rik",2.61,2.24,0.22," 6.9e-01"
"Adrm1",18.03,15.5,0.22," 2.5e-01"
"Zfp747",7.31,6.29,0.22," 4.8e-01"
"Rps13",2.86,2.45,0.22," 6.7e-01"
"Slitrk1",38.03,32.68,0.22," 1.1e-01"
"Grin3a",54.72,47,0.22," 7.7e-02"
"Gm19265",1.38,1.19,0.22," 7.8e-01"
"Nkd2",25.4,21.82,0.22," 2.4e-01"
"Gm13578",0.49,0.42,0.22," 8.7e-01"
"Bcap31",37.58,32.32,0.22," 1.1e-01"
"Utp11",32.06,27.51,0.22," 1.4e-01"
"Gm3375",12.83,11.19,0.22," 3.4e-01"
"Tsen15",18.87,16.21,0.22," 2.4e-01"
"Tstd3",30.63,26.51,0.22," 1.6e-01"
"Dph6",38.03,32.69,0.22," 1.1e-01"
"Commd6",66.67,57.37,0.22," 5.7e-02"
"Nek6",39.52,34.03,0.22," 1.1e-01"
"Gm11942",9.38,7.99,0.22," 4.3e-01"
"Gm15599",0.26,0.23,0.22," 9.1e-01"
"Dusp12",14.84,12.79,0.22," 3.0e-01"
"Sp3os",7.54,6.52,0.22," 4.7e-01"
"Acsf3",29.64,25.45,0.22," 1.5e-01"
"Cyp4x1",15.49,13.32,0.22," 2.9e-01"
"Cdt1",3.3,2.82,0.22," 6.5e-01"
"Pgap3",1.86,1.6,0.22," 7.4e-01"
"Gm20036",1.33,1.17,0.22," 7.8e-01"
"Fam174c",2.09,1.8,0.22," 7.2e-01"
"Tyw5",15.98,13.72,0.22," 2.9e-01"
"Spns1",14.52,12.5,0.22," 3.3e-01"
"Sertad1",5.1,4.39,0.22," 5.6e-01"
"Mrpl1",35.51,30.55,0.22," 1.2e-01"
"Gm11249",0.41,0.34,0.22," 8.9e-01"
"Isy1",49.88,42.91,0.22," 9.7e-02"
"H3f3a",36.1,30.95,0.22," 1.4e-01"
"Gm14858",0.25,0.22,0.22," 9.1e-01"
"Pnpla2",32.05,27.58,0.22," 1.4e-01"
"Tmem259",32.95,28.31,0.22," 1.5e-01"
"Tbc1d13",85.58,73.53,0.22," 5.8e-02"
"Nars2",20.17,17.36,0.22," 2.3e-01"
"Exosc10",57.37,49.43,0.22," 7.1e-02"
"Mcts2",15.17,13.06,0.22," 3.0e-01"
"Rbl2",67.52,58.14,0.22," 6.2e-02"
"Sri",111.21,95.95,0.22," 5.0e-02"
"Mtg1",31.2,26.79,0.22," 1.7e-01"
"Slc41a3",5.72,4.93,0.22," 5.4e-01"
"Aptx",57.54,49.67,0.22," 9.5e-02"
"Ppp1r10",44.58,38.74,0.22," 1.5e-01"
"Rinl",3.48,2.97,0.21," 6.5e-01"
"Zfp511",13.85,11.93,0.21," 3.2e-01"
"Tgs1",44.16,38.06,0.21," 1.0e-01"
"Tpm3-rs7",0.71,0.62,0.21," 8.5e-01"
"Gm1604a",0.23,0.2,0.21," 9.2e-01"
"Tmem62",26.56,22.92,0.21," 2.0e-01"
"Arxes2",57.68,49.79,0.21," 7.3e-02"
"Ube2d2a",140.87,122.28,0.21," 5.1e-02"
"Donson",18.7,16.13,0.21," 2.5e-01"
"Atg4d",27.32,23.55,0.21," 1.8e-01"
"Gm4342",0.28,0.24,0.21," 9.1e-01"
"Lypla1",57.16,49.64,0.21," 1.0e-01"
"Arfgap2",24.11,20.74,0.21," 2.0e-01"
"Clybl",22.61,19.38,0.21," 2.6e-01"
"Uvrag",44.11,37.96,0.21," 1.1e-01"
"Rpl13a",37.63,31.77,0.21," 1.6e-01"
"Zfp597",67.98,58.72,0.21," 7.6e-02"
"Ciao3",31.85,27.48,0.21," 1.5e-01"
"Gal3st3",9.26,7.97,0.21," 4.5e-01"
"Zfp426",68.85,59.38,0.21," 6.3e-02"
"Fpgt",35.86,30.91,0.21," 1.4e-01"
"Glmn",13.87,11.97,0.21," 3.3e-01"
"Zscan22",20.09,17.31,0.21," 2.4e-01"
"Sprn",41.92,36.16,0.21," 1.1e-01"
"Zswim4",20.98,18.09,0.21," 2.3e-01"
"Mgat1",66.86,57.74,0.21," 6.7e-02"
"1700034P13Rik",0.25,0.22,0.21," 9.1e-01"
"Tes3-ps",0.37,0.32,0.21," 9.0e-01"
"Gm8010",0.09,0.08,0.21," 9.5e-01"
"Gm18774",0.09,0.08,0.21," 9.5e-01"
"Gne",69.92,60.38,0.21," 6.1e-02"
"Mettl14",38.25,33,0.21," 1.2e-01"
"Parp11",62.34,53.84,0.21," 8.1e-02"
"Bend4",32.9,28.27,0.21," 1.7e-01"
"Pla2g2f",0.14,0.12,0.21," 9.4e-01"
"Ubox5",11.95,10.31,0.21," 3.6e-01"
"Nt5m",68.92,59.63,0.21," 7.2e-02"
"Zscan25",18.51,15.99,0.21," 2.6e-01"
"Lrfn3",11.68,10.09,0.21," 3.8e-01"
"Vegfb",101.36,87.85,0.21," 5.8e-02"
"Nle1",12.61,10.88,0.21," 3.5e-01"
"Tbc1d1",42.69,36.86,0.21," 1.2e-01"
"Top3b",32.42,27.9,0.21," 1.5e-01"
"Phf12",61.6,53.27,0.21," 7.7e-02"
"Chrnb2",48.12,41.54,0.21," 9.5e-02"
"C2cd5",77.38,66.91,0.21," 5.6e-02"
"B4galnt4",38.04,32.84,0.21," 1.3e-01"
"Gm5855",1.66,1.4,0.21," 7.8e-01"
"Ctsa",22.23,19.17,0.21," 2.2e-01"
"Caml",30.3,26.16,0.21," 1.6e-01"
"Las1l",64.79,56.03,0.21," 6.8e-02"
"Disp3",21.84,18.97,0.21," 2.6e-01"
"Lemd3",29.73,25.68,0.21," 1.6e-01"
"Rfx5",35.72,30.81,0.21," 1.4e-01"
"Mmp11",1.59,1.39,0.21," 7.7e-01"
"Rpl32",187.05,155.24,0.21," 6.1e-01"
"4632428C04Rik",3.9,3.37,0.21," 6.5e-01"
"Twnk",18.65,16.12,0.21," 2.6e-01"
"Bet1",45.14,39.12,0.21," 1.1e-01"
"Rabgef1",60.06,51.87,0.21," 7.6e-02"
"Gm14291",0.76,0.67,0.21," 8.5e-01"
"Ssc4d",1.78,1.54,0.21," 7.6e-01"
"Traf7",29.6,25.59,0.21," 1.7e-01"
"Supt7l",27.99,24.18,0.21," 1.8e-01"
"Alg14",14.54,12.57,0.21," 3.2e-01"
"Mettl5",19.15,16.55,0.21," 2.6e-01"
"Ifrd2",4.55,3.93,0.21," 6.0e-01"
"Thrb",91.88,79.22,0.21," 6.6e-02"
"Gm10313",0.53,0.45,0.21," 8.8e-01"
"Timm8a1",2.15,1.85,0.21," 7.3e-01"
"Syf2",74.71,64.69,0.21," 8.7e-02"
"Dap",14.45,12.49,0.21," 3.2e-01"
"Ppm1l",79.57,68.36,0.21," 8.1e-02"
"Ttc39a",17.78,15.37,0.21," 2.7e-01"
"1500004A13Rik",68.07,58.87,0.21," 6.6e-02"
"Eif4enif1",75.39,65.1,0.21," 6.0e-02"
"Tspan6",23.56,20.48,0.21," 2.3e-01"
"Lrfn1",33.74,29.13,0.21," 1.6e-01"
"Gm12183",2.18,1.87,0.21," 7.3e-01"
"Poli",17.09,14.8,0.21," 3.0e-01"
"Trim24",47.04,40.7,0.21," 1.0e-01"
"Olfr1535",0.13,0.11,0.21," 9.4e-01"
"Gm12184",0.2,0.19,0.21," 9.2e-01"
"Gm8245",0.14,0.12,0.21," 9.4e-01"
"Gm14439",0.13,0.11,0.21," 9.4e-01"
"Dexi",53.25,45.93,0.21," 9.7e-02"
"Bzw2",29.95,25.86,0.21," 1.8e-01"
"Adrb3",1.76,1.53,0.21," 7.6e-01"
"Wtip",3.82,3.29,0.21," 6.4e-01"
"Lrrc57",23.08,19.97,0.21," 2.2e-01"
"Fdxacb1",5.46,4.72,0.21," 5.6e-01"
"CAAA01118383.1",8.84,7.55,0.21," 4.6e-01"
"Lsm3",21.43,18.58,0.21," 2.4e-01"
"Exoc6",45.63,39.44,0.21," 1.1e-01"
"Inafm1",65.11,56.5,0.21," 7.8e-02"
"Paxbp1",31.9,27.95,0.21," 2.2e-01"
"Agpat4",32.39,28.02,0.21," 1.6e-01"
"Gm5452",0.23,0.2,0.21," 9.2e-01"
"4833412C05Rik",0.29,0.26,0.21," 9.1e-01"
"Lamtor5",35.14,30.59,0.21," 1.6e-01"
"Cnot3",30.36,26.57,0.21," 1.9e-01"
"Pank2",61.97,53.63,0.21," 7.5e-02"
"Nutf2",2.2,1.91,0.21," 7.3e-01"
"Hebp1",40.09,34.76,0.21," 1.3e-01"
"Mzf1",9.27,8.07,0.21," 4.5e-01"
"Maco1",68.84,59.62,0.21," 7.2e-02"
"Ajm1",77.49,67.39,0.21," 6.3e-02"
"D17H6S53E",12.89,11.16,0.21," 3.6e-01"
"Rab9",57.24,49.6,0.21," 8.6e-02"
"Prpf4",28.91,24.99,0.21," 1.8e-01"
"Lrrn4cl",2.27,1.98,0.21," 7.3e-01"
"Ptcd3",66.97,58.07,0.21," 7.2e-02"
"Mark3",65.93,57.16,0.21," 7.3e-02"
"Tmem203",3.12,2.71,0.21," 6.8e-01"
"Gm20735",4.79,4.14,0.21," 5.9e-01"
"P4hb",56.79,49.22,0.21," 8.8e-02"
"Pou6f2",6.8,5.84,0.21," 5.4e-01"
"Osbpl7",23.73,20.57,0.21," 2.2e-01"
"Gm27168",0.17,0.18,0.21," 9.3e-01"
"Fam204a",41.6,36.22,0.21," 1.3e-01"
"Rnf165",50.63,43.66,0.21," 1.2e-01"
"Slitrk5",36.46,31.6,0.21," 1.5e-01"
"Gm13835",2.15,1.87,0.21," 7.3e-01"
"Vwa5b2",27.08,23.5,0.21," 1.9e-01"
"Gm44723",0.18,0.15,0.21," 9.3e-01"
"Gm6336",0.18,0.15,0.21," 9.3e-01"
"Gm9392",0.2,0.16,0.21," 9.3e-01"
"Rab5if",15.71,13.59,0.21," 3.1e-01"
"Lcorl",84.87,73.22,0.21," 6.3e-02"
"Atg3",63.35,54.87,0.21," 7.6e-02"
"Fbxl8",1.62,1.38,0.21," 7.8e-01"
"Zfp202",9.65,8.36,0.21," 4.9e-01"
"Aggf1",95.37,82.92,0.21," 5.8e-02"
"4930512B01Rik",1.78,1.55,0.21," 7.6e-01"
"Tnfrsf19",7.79,6.71,0.21," 5.0e-01"
"Aacs",42.75,37.12,0.21," 1.2e-01"
"Htr5a",10.73,9.3,0.21," 4.1e-01"
"Vmn2r87",0.93,0.81,0.21," 8.3e-01"
"Tmem147os",10.29,8.81,0.21," 4.6e-01"
"Tmem147os",0,0,0.21," 4.6e-01"
"Mrps24",36.57,31.78,0.21," 1.5e-01"
"Gm5150",0.16,0.14,0.21," 9.3e-01"
"Mettl25",12.81,11.09,0.21," 3.6e-01"
"Mob3c",9.1,7.88,0.21," 4.5e-01"
"Pcdhb13",1.62,1.38,0.21," 7.8e-01"
"Armh3",36.5,31.59,0.21," 1.5e-01"
"Ranbp9",137.55,119.24,0.21," 5.0e-02"
"Pgr",84.7,73.4,0.21," 6.6e-02"
"Spata24",2.69,2.35,0.21," 7.1e-01"
"Ube2f",71.05,61.63,0.21," 7.0e-02"
"Rpa2",22.51,19.51,0.21," 2.4e-01"
"Rpl27-ps1",0.11,0.1,0.21," 9.4e-01"
"Sync",2.63,2.29,0.21," 7.1e-01"
"Carmil2",74.44,64.62,0.21," 8.1e-02"
"2310034G01Rik",2.37,2.09,0.21," 7.3e-01"
"Mthfd2",25.98,22.46,0.21," 2.2e-01"
"Aarsd1",1.09,0.93,0.21," 8.3e-01"
"Gm13296",0.33,0.3,0.21," 9.0e-01"
"Acp7",1.01,0.87,0.21," 8.3e-01"
"Map3k19",12.61,10.85,0.21," 3.8e-01"
"1110017D15Rik",8.57,7.4,0.21," 4.7e-01"
"Gm5131",0.18,0.16,0.21," 9.3e-01"
"Nop56",49.31,42.84,0.21," 1.1e-01"
"Aunip",0.86,0.75,0.2," 8.4e-01"
"Gyg",60.35,52.36,0.2," 8.7e-02"
"Tesmin",0.44,0.34,0.2," 9.0e-01"
"Alyref",37.23,32.26,0.2," 1.5e-01"
"Tmem79",1.13,0.97,0.2," 8.2e-01"
"Camkk2",104.26,90.4,0.2," 5.1e-02"
"Bcl10",23.09,20.04,0.2," 2.4e-01"
"Tmem74b",10.15,8.78,0.2," 4.4e-01"
"Dgcr2",68.31,59.36,0.2," 7.9e-02"
"Ttc25",4.72,4.14,0.2," 6.1e-01"
"Rtn2",87.11,75.73,0.2," 6.4e-02"
"Ppip5k2",62,53.79,0.2," 8.3e-02"
"Smim24",1.77,1.54,0.2," 7.7e-01"
"Pop4",39.42,34.23,0.2," 1.4e-01"
"Hic1",1.88,1.62,0.2," 7.6e-01"
"Dck",67.72,58.83,0.2," 8.4e-02"
"Zfp46",38.66,33.61,0.2," 1.6e-01"
"Tbc1d16",72.61,62.82,0.2," 8.2e-02"
"Hemk1",16.65,14.48,0.2," 3.2e-01"
"Rabl3",20.02,17.44,0.2," 2.8e-01"
"4930512J16Rik",0.09,0.09,0.2," 9.5e-01"
"Sirt6",11.46,9.95,0.2," 4.0e-01"
"Gipr",0.75,0.67,0.2," 8.6e-01"
"Ltb4r2",0.58,0.52,0.2," 8.7e-01"
"Phykpl",15.1,13.17,0.2," 3.5e-01"
"Mief2",18.48,16.06,0.2," 2.8e-01"
"Gdpd1",29.47,25.61,0.2," 1.9e-01"
"Diaph1",49.72,43.17,0.2," 1.1e-01"
"Nppc",1.45,1.24,0.2," 8.0e-01"
"Polr3h",76.51,66.59,0.2," 8.0e-02"
"Rpsa-ps4",0.16,0.14,0.2," 9.3e-01"
"Tspan33",21.16,18.36,0.2," 2.6e-01"
"9530062K07Rik",1.13,0.98,0.2," 8.2e-01"
"Tmed9",60.88,53.08,0.2," 9.3e-02"
"Pisd-ps2",4.61,3.99,0.2," 6.2e-01"
"Rpl18a",52.93,44.94,0.2," 1.8e-01"
"Coa7",24.65,21.44,0.2," 2.6e-01"
"Etfdh",31.75,27.71,0.2," 1.8e-01"
"Gm4462",1.05,0.89,0.2," 8.3e-01"
"Gm16208",0.12,0.1,0.2," 9.4e-01"
"Tmem256",42.43,37.26,0.2," 1.6e-01"
"Slc39a10",39.49,34.36,0.2," 1.4e-01"
"Wwox",54.39,47.25,0.2," 1.0e-01"
"Adgrg1",51.3,44.52,0.2," 1.2e-01"
"Lsm14a",135.66,117.94,0.2," 5.1e-02"
"Smarcd1",131.16,113.92,0.2," 5.4e-02"
"Pik3r4",34.46,30.03,0.2," 1.6e-01"
"Faap100",20.45,17.66,0.2," 2.9e-01"
"Lig1",27.39,23.7,0.2," 2.2e-01"
"Rnf145",52.12,45.31,0.2," 1.1e-01"
"Gm20501",3.24,2.82,0.2," 6.8e-01"
"9230112E08Rik",5.66,4.91,0.2," 5.9e-01"
"Rras",6.85,5.95,0.2," 5.3e-01"
"Vps36",34.82,30.29,0.2," 1.6e-01"
"Stk4",66.63,57.92,0.2," 8.2e-02"
"Ccnt1",61.9,53.73,0.2," 9.5e-02"
"Ogdhl",121.71,105.1,0.2," 5.5e-02"
"Airn",2.71,2.31,0.2," 7.2e-01"
"Prkcz2",0.39,0.34,0.2," 9.0e-01"
"Rpl30",30.59,25.16,0.2," 7.3e-01"
"Pnkp",19.62,17.05,0.2," 2.8e-01"
"Mus81",16.1,14.01,0.2," 3.2e-01"
"Fam24a",0.21,0.2,0.2," 9.2e-01"
"Zc2hc1a",159.38,138.79,0.2," 6.4e-02"
"Tcaim",54.54,47.47,0.2," 1.1e-01"
"Harbi1",12.95,11.27,0.2," 3.8e-01"
"Zfp105",19.31,16.81,0.2," 2.8e-01"
"Srek1ip1",45.14,39.33,0.2," 1.3e-01"
"Zfp949",34.15,29.75,0.2," 1.8e-01"
"Gm14114",0.51,0.44,0.2," 8.8e-01"
"Gm18234",1.74,1.51,0.2," 7.7e-01"
"Pdhb",106.9,93.05,0.2," 5.1e-02"
"Mtif2",41.32,35.97,0.2," 1.4e-01"
"Rab26os",5.85,4.95,0.2," 6.1e-01"
"Zfp133-ps",6.81,5.91,0.2," 5.4e-01"
"Gm8566",0.66,0.58,0.2," 8.7e-01"
"Fem1c",90.65,78.83,0.2," 7.0e-02"
"Nsrp1",33.94,29.37,0.2," 2.0e-01"
"Sec23ip",59.37,51.69,0.2," 9.5e-02"
"Iqcb1",84.29,73.13,0.2," 8.4e-02"
"Il3ra",2.73,2.38,0.2," 7.1e-01"
"Pmm2",16.27,14.16,0.2," 3.3e-01"
"Cdcp1",0.43,0.37,0.2," 9.0e-01"
"Accs",12.17,10.6,0.2," 4.0e-01"
"Mettl6",26.11,22.75,0.2," 2.2e-01"
"Gm49092",0.91,0.78,0.2," 8.4e-01"
"Gm50240",12.67,11.02,0.2," 3.9e-01"
"Hadhb",9.27,8.01,0.2," 4.7e-01"
"Gm14549",1.02,0.88,0.2," 8.3e-01"
"Taf1c",7.68,6.75,0.2," 5.1e-01"
"Gm26597",0.31,0.27,0.2," 9.1e-01"
"Cox15",43.74,38.12,0.2," 1.3e-01"
"Mgat2",20.9,18.23,0.2," 2.7e-01"
"Ddhd2",98.95,85.87,0.2," 7.2e-02"
"Nmu",0.59,0.59,0.2," 8.8e-01"
"Cfap300",27.19,23.64,0.2," 2.4e-01"
"Agk",13.94,12.16,0.2," 3.7e-01"
"Dhrs7b",9.99,8.72,0.2," 4.5e-01"
"Ranbp10",47.37,41.29,0.2," 1.2e-01"
"Gcsh",94.16,82.29,0.2," 6.6e-02"
"Rnf113a2",23.44,20.43,0.2," 2.5e-01"
"A930003O13Rik",4.56,3.98,0.2," 6.2e-01"
"Scp2",47.76,41.65,0.2," 1.2e-01"
"Unc50",22.27,19.39,0.2," 2.7e-01"
"Fam53c",123.66,107.67,0.2," 5.6e-02"
"Swsap1",19.35,16.85,0.2," 2.9e-01"
"Podxl",5.87,5.09,0.2," 5.8e-01"
"Cyb5r4",19.24,16.82,0.2," 2.9e-01"
"Zkscan6",14.37,12.5,0.2," 3.7e-01"
"Crtac1",17.56,15.1,0.2," 3.8e-01"
"Gm10805",0.17,0.15,0.2," 9.3e-01"
"Noc3l",21.29,18.71,0.2," 2.9e-01"
"Gm32815",3.74,3.29,0.2," 6.6e-01"
"Bok",33.29,29.15,0.2," 2.0e-01"
"Lurap1l",22.6,19.71,0.2," 2.8e-01"
"Stxbp2",6.41,5.56,0.2," 5.7e-01"
"Arfip1",7.07,6.16,0.2," 5.3e-01"
"Miga2",44.7,38.98,0.2," 1.4e-01"
"Ice1",101.27,88.75,0.2," 6.6e-02"
"Maip1",27.06,23.68,0.2," 2.6e-01"
"Phyh",171.27,149.43,0.2," 5.9e-02"
"Oprd1",4.16,3.63,0.2," 6.4e-01"
"Gm12371",9.95,8.66,0.2," 4.5e-01"
"Exoc2",66.31,57.76,0.2," 9.2e-02"
"Sycp3",1.23,1.07,0.2," 8.2e-01"
"Erp29",96.68,84.47,0.2," 6.2e-02"
"Tfam",84.43,73.73,0.2," 7.3e-02"
"Gm11808",0.32,0.29,0.2," 9.1e-01"
"Gm11966",0.12,0.11,0.2," 9.4e-01"
"Ocel1",13.11,11.43,0.2," 3.9e-01"
"Uprt",11.62,10.08,0.2," 4.3e-01"
"Phf7",8.17,7.15,0.2," 5.0e-01"
"H2-T10",0.73,0.63,0.2," 8.6e-01"
"Gm9887",0.73,0.64,0.2," 8.6e-01"
"Rchy1",58.03,50.69,0.2," 1.1e-01"
"Fbxw17",18.42,16.08,0.2," 3.1e-01"
"C230034O21Rik",1.7,1.47,0.2," 7.8e-01"
"Sema4a",36.14,31.61,0.2," 2.1e-01"
"Vasp",20.87,18.23,0.2," 2.8e-01"
"Atp5g2",1.48,1.28,0.2," 8.0e-01"
"Efna3",16.61,14.45,0.2," 3.5e-01"
"Rps24-ps3",0.83,0.72,0.2," 8.5e-01"
"Gm5884",0.35,0.29,0.2," 9.1e-01"
"Ostm1",30.96,26.97,0.2," 2.0e-01"
"Cables2",32.08,28.02,0.2," 1.9e-01"
"Fam171a1",33.31,29.07,0.2," 1.8e-01"
"Hgs",101.42,88.58,0.2," 6.1e-02"
"Rnft2",50.82,44.34,0.2," 1.3e-01"
"Dcaf12",93.84,82.08,0.2," 7.1e-02"
"Ndufb2",71.22,62.38,0.2," 1.1e-01"
"Mrpl58",66.71,58.37,0.2," 1.0e-01"
"Ppp1r16a",81.86,71.55,0.2," 7.7e-02"
"Slc5a6",10.52,9.17,0.19," 4.5e-01"
"Gm44284",1.3,1.13,0.19," 8.1e-01"
"Pecr",6.14,5.31,0.19," 6.0e-01"
"Rpl31-ps17",0.22,0.19,0.19," 9.3e-01"
"Gm42460",0.37,0.33,0.19," 9.1e-01"
"Zfp967",0.64,0.56,0.19," 8.7e-01"
"Wdr12",71.95,62.9,0.19," 8.8e-02"
"Ppp1r15a",22.48,19.68,0.19," 2.7e-01"
"Gm44081",0.52,0.45,0.19," 8.9e-01"
"Exoc8",54.06,47.26,0.19," 1.2e-01"
"Sstr1",8.94,7.79,0.19," 4.9e-01"
"Gm26796",0.41,0.36,0.19," 9.0e-01"
"Ankrd34c",25.37,22.04,0.19," 3.4e-01"
"Gm11349",0.44,0.39,0.19," 9.0e-01"
"Yy1",121.83,106.51,0.19," 5.5e-02"
"Gtf2ird2",30.96,27.11,0.19," 2.0e-01"
"Cabin1",80.73,70.98,0.19," 9.2e-02"
"Ubxn11",14.79,12.84,0.19," 3.9e-01"
"1810037I17Rik",46.02,40.28,0.19," 1.4e-01"
"Kcnj5",14.97,13.06,0.19," 3.7e-01"
"Gm8724",0.14,0.13,0.19," 9.4e-01"
"Lzts1",22.38,19.35,0.19," 3.0e-01"
"Lrrc20",31.98,28.04,0.19," 2.1e-01"
"Khk",16.56,14.49,0.19," 3.5e-01"
"4930507D05Rik",1.19,1.04,0.19," 8.2e-01"
"Taf6l",18.32,15.94,0.19," 3.3e-01"
"Ybey",10.37,9.07,0.19," 4.5e-01"
"Sdad1",46.24,40.22,0.19," 1.6e-01"
"Lins1",18.28,15.99,0.19," 3.2e-01"
"Il4",15.59,13.63,0.19," 3.6e-01"
"Zfp612",165.95,145.13,0.19," 6.1e-02"
"Ct55",1.2,1.05,0.19," 8.2e-01"
"Ythdc2",40.46,35.29,0.19," 1.7e-01"
"Apoc3",0.7,0.64,0.19," 8.7e-01"
"Gm43311",0.7,0.61,0.19," 8.7e-01"
"Aldh3a2",81.89,71.68,0.19," 8.0e-02"
"Wwp2",68.22,59.37,0.19," 1.1e-01"
"B830017H08Rik",6.91,6.1,0.19," 5.6e-01"
"Fsip1",3.06,2.67,0.19," 7.1e-01"
"Gla",7.06,6.19,0.19," 5.5e-01"
"Gm11478",5.4,4.63,0.19," 6.1e-01"
"Spcs2",79.59,70.01,0.19," 1.2e-01"
"Gm8437",2.23,1.95,0.19," 7.5e-01"
"Sumo2",2.85,2.5,0.19," 7.2e-01"
"Lrfn4",15.13,13.26,0.19," 3.7e-01"
"Gm14130",0.24,0.22,0.19," 9.2e-01"
"Psmg4",9.73,8.5,0.19," 4.7e-01"
"Pptc7",93.01,81.44,0.19," 7.9e-02"
"Meltf",0.9,0.74,0.19," 8.6e-01"
"9130019O22Rik",4.64,4.06,0.19," 6.3e-01"
"Akap8l",37,31.83,0.19," 2.2e-01"
"Stat5b",117.52,102.77,0.19," 6.3e-02"
"Gm10638",1.98,1.74,0.19," 7.8e-01"
"Rars",87.57,76.74,0.19," 7.8e-02"
"6330408M09Rik",0.67,0.57,0.19," 8.7e-01"
"Sesn2",27.54,24.12,0.19," 2.3e-01"
"A230072E10Rik",1.81,1.59,0.19," 7.8e-01"
"Ptdss1",44.28,38.79,0.19," 1.5e-01"
"Trappc3",98.81,86.77,0.19," 7.7e-02"
"Tmem64",83.92,73.67,0.19," 9.9e-02"
"Gm3696",1.27,1.11,0.19," 8.3e-01"
"Pgk1",30.38,26.6,0.19," 2.3e-01"
"Bbs7",29.3,25.58,0.19," 2.3e-01"
"Tipin",23.64,20.89,0.19," 2.8e-01"
"Iqce",36.3,31.86,0.19," 1.9e-01"
"Mcm2",5.03,4.41,0.19," 6.2e-01"
"Dbp",63.25,55.41,0.19," 1.5e-01"
"Glg1",99.59,87.28,0.19," 7.2e-02"
"Ccnc",65.81,57.77,0.19," 1.1e-01"
"Mtpap",40.93,35.9,0.19," 1.7e-01"
"Sf3a3",53.33,46.54,0.19," 1.4e-01"
"Ipmk",73.35,64.3,0.19," 1.1e-01"
"Jph1",7.37,6.49,0.19," 5.5e-01"
"Tubgcp3",61.35,53.79,0.19," 1.1e-01"
"Steap3",3.59,3.14,0.19," 6.9e-01"
"Tex264",25.62,22.47,0.19," 2.5e-01"
"Anxa5",125.53,109.34,0.19," 1.1e-01"
"Gm11642",2.77,2.44,0.19," 7.2e-01"
"Arhgef4",223.19,195.5,0.19," 5.1e-02"
"Arhgef4",0,0,0.19," 5.1e-02"
"Smndc1",50.82,44.59,0.19," 1.4e-01"
"H13",55.75,48.96,0.19," 1.7e-01"
"Psmd5",156.1,136.92,0.19," 5.2e-02"
"Pex19",137.91,121.2,0.19," 7.4e-02"
"Ifi202b",0.16,0.11,0.19," 9.4e-01"
"Bop1",45.51,39.89,0.19," 1.6e-01"
"Pofut2",16.42,14.38,0.19," 3.7e-01"
"Lingo1",39.11,34.33,0.19," 1.8e-01"
"Fh1",130.56,114.31,0.19," 6.2e-02"
"Kmt2b",59.13,52.05,0.19," 1.2e-01"
"Asf1b",1.03,0.91,0.19," 8.4e-01"
"Ndufaf1",24.51,21.48,0.19," 2.7e-01"
"H2-T23",2.84,2.5,0.19," 7.2e-01"
"Itgal",0.16,0.15,0.19," 9.4e-01"
"Zscan26",111.89,98.21,0.19," 6.7e-02"
"Efnb2",21.72,19.08,0.19," 3.6e-01"
"Tktl1",0.26,0.23,0.19," 9.2e-01"
"Gm45844",1.43,1.24,0.19," 8.1e-01"
"Gm16577",0.29,0.26,0.19," 9.2e-01"
"Zfp326",41.96,36.9,0.19," 1.7e-01"
"Afg1l",26.62,23.45,0.19," 2.6e-01"
"Vash1",11.17,9.79,0.19," 4.6e-01"
"Gm12963",2.61,2.29,0.19," 7.4e-01"
"Hat1",25.55,22.44,0.19," 2.6e-01"
"Vps16",60.49,53.12,0.19," 1.2e-01"
"Pard6a",26.93,23.7,0.19," 2.6e-01"
"Rps20",97.47,82.52,0.19," 6.3e-01"
"Siva1",9.94,8.7,0.19," 4.9e-01"
"Coasy",33.41,29.33,0.19," 2.1e-01"
"2310020H05Rik",0.07,0.09,0.19," 9.6e-01"
"Prdm16",31.62,27.79,0.19," 2.2e-01"
"Cdkl1",34.88,30.65,0.19," 2.0e-01"
"Gm12500",1.5,1.31,0.19," 8.1e-01"
"Tbc1d10a",29.92,26.25,0.19," 2.4e-01"
"Neu1",26.93,23.61,0.19," 2.8e-01"
"Utp6",70.91,62.34,0.19," 1.1e-01"
"Mcmbp",36.42,32.11,0.19," 2.0e-01"
"Gabrg1",59.51,52.16,0.19," 1.6e-01"
"Tpt1-ps3",2.39,2.1,0.19," 7.5e-01"
"Bod1l",132.2,116.44,0.19," 9.2e-02"
