"gene","Bead","Sup","Enrichment","P"
"Agrp",299.630331844319,6.53007667779336,5.52094141713124,0
"Prlh",11.2648847654378,0.259130323334337,5.43020206238828,2.78793194869973e-114
"Npy",965.731786645852,28.7400067459181,4.96872925840811,0
"Pomc",573.810449224271,19.2515060780249,4.67900522383991,8.85040586868753e-30
"Phox2a",0.771874833403037,0.0157653215546165,4.55678150624647,9.77620990735099e-05
"Gm15469",0.178347749923213,0,4.03412827603697,0.000563886655282914
"Npw",1.20652915902677,0.0810794027016372,3.96398429209436,4.55361935238559e-16
"Gm13010",0.283816954617288,0.0058982480472547,3.9290176129458,3.75308240060801e-05
"5330413D20Rik",0.200726479552686,0.00532423036082087,3.7640383318739,0.000438656368679607
"Gsx1",23.2366263265947,1.66055588112573,3.74727465092476,5.48446995738251e-144
"Tbx19",7.8454076134866,0.572280288550132,3.71116610032832,2.38464270071084e-72
"Serpina3i",3.38741939945228,0.23997745065714,3.65143198439822,2.11184214967547e-25
"Gfp_L10a",210.596288188981,16.5275900943724,3.61513196962931,3.0025437005623e-142
"Il2rg",0.622010871587901,0.0525317573778047,3.58818890780139,7.81383442677855e-11
"Ghrh",42.6857702648795,3.3402949419984,3.57227802988365,4.92119953115528e-67
"Krt90",27.7761683266853,2.43270378134972,3.54579604835077,4.68011324334828e-169
"Pnliprp1",0.442682408575791,0.0377417847905115,3.50030559268387,4.20509935681604e-08
"Serpina3c",0.78974668005855,0.0733650513336724,3.41406419118411,4.20509935681604e-08
"Timp1",4.61023735241211,0.294768104254971,3.34472278977803,9.69035190057952e-09
"Cited1",217.212348001958,20.8821708933504,3.338321455401,5.77543464643216e-260
"Srd5a2",0.343589349866142,0.0344194542437635,3.33318333706208,1.43398565875241e-05
"Bpifb2",0.28503271530469,0.0265323531633023,3.32166986803445,1.66805683846509e-05
"5330439M10Rik",0.335283179424209,0.027748809458685,3.31103383316536,2.64556312096871e-05
"Tbx3os2",5.72973625344616,0.595085710458058,3.28975196155518,1.0296941129919e-53
"Anxa10",0.472432680107446,0.0520975993098638,3.28089404595254,2.44091312168615e-08
"Cfc1",0.122494395855518,0.00838991576894272,3.27519389473015,0.00407123255828153
"Gm13092",0.194373445482248,0.0273091418070174,3.20653944417188,0.000399103224267462
"Serpina3n",204.833271153518,18.3633305205442,3.19373214204996,1.10267692634588e-17
"Serpina3h",4.25277017181264,0.31119657631738,3.07101626070707,2.1911320598388e-07
"Cartpt",485.494807963232,50.0584374878629,3.06954973149908,1.44967905970154e-21
"Asb4",257.924058124881,29.6172197927271,3.03702762353829,3.11526386548352e-99
"1810063I02Rik",0.0923184678268721,0.00409723404443806,3.03600635167616,0.0279001463079243
"AC138765.2",0.659717078549958,0.0826836260599028,3.03209836433059,2.51125974142771e-08
"Gm8734",0.0915488688036179,0.00530524212951921,3.02650052085431,0.0362897334342619
"Ucn",7.28362505867477,0.641960537309785,3.01178028830627,4.00451874221202e-13
"Gm14273",0.857685426564402,0.10349060424416,3.0068297129963,7.48387251015951e-13
"1700041M05Rik",0.0871264595781367,0.0091544214780769,3.00062231245767,0.022442598482531
"Mbnl3",3.6361538679535,0.461477577444051,2.99478489861293,8.51797187245049e-38
"Klf14",2.58361557565339,0.327759207559081,2.98837745950718,6.54383359553622e-25
"Serpina3m",3.68432542431053,0.426782693135042,2.96663743919151,1.15391210532876e-22
"Gm16315",0.928221036497692,0.117729615047455,2.95498317797061,2.2320859953778e-14
"AC150661.1",0.126777178364593,0.0058982480472547,2.92302280484241,0.0306879264979142
"Trbj2-7",0.371309594851575,0.05087930613142,2.89602436546898,2.25666222534217e-06
"Nr5a1",59.7059239106391,8.03158634840888,2.89086921720228,1.33353232335993e-204
"Gm10689",0.258613962537061,0.0416714500493817,2.87034447563686,0.000177865094028513
"Trbj2-6",0.091212967927236,0.00911421508568661,2.86659850407779,0.0496381259486408
"Gm44193",0.155435340391278,0.0224435673291658,2.85465020090251,0.00183987855385471
"1200007C13Rik",0.158088665279997,0.00988133790366417,2.85187665900695,0.0238832983745765
"Zar1",12.3320007254761,1.7659719936377,2.79814334312761,4.86877372571502e-113
"Tbx3",41.8974056325123,5.97988785647842,2.7912266160862,6.76165432103113e-133
"AC137842.2",0.0888774161252146,0.00999548209169276,2.78454990245325,0.0174169041529759
"Gm47918",0.12126608699371,0.0156133112529617,2.77713035047748,0.0105069773747713
"Cre",2.53657975695041,0.377493586463858,2.76772193237797,6.22871371214562e-34
"Nr5a2",8.97670055620788,1.32590123582565,2.73973922917954,9.33127922116509e-92
"Gm5928",0.0986117840226661,0.0128736915241644,2.72149392126738,0.0305494226346216
"Alkal2",3.58983553625626,0.469177812418836,2.70788129968206,6.55270652322657e-27
"Gm47691",0.162665528258657,0.0472711278734171,2.70553338548161,0.00980941397354323
"Gm7299",0.10015541729041,0.0177897748340566,2.69659576578535,0.0121091156579491
"Gm18119",0.126908459272482,0.0268535192691906,2.68933911744773,0.0123111000839646
"Gm1604a",0.0969396559327851,0.0112400771523919,2.65511008596554,0.0249128103025705
"Gch1",46.4127985240504,7.1185089966733,2.65474470993814,5.30269824147717e-52
"Gm4510",0.0711570982179316,0.0138677621080876,2.64774946492865,0.0462168442507835
"Rpl39-ps",0.185577719140733,0.0315060276899761,2.63515740444719,0.00134646707783142
"Nts",125.981185125076,18.184376958761,2.63479918518443,1.64454424156216e-29
"Gm5445",0.123808682426879,0.0241846142191716,2.6333195851633,0.00871186525071638
"Slc15a5",0.16271160534083,0.0193164756126662,2.63163669480785,0.026469502247632
