sample_name,smart_seq_cluster_id,smart_seq_cluster_label,smart_seq_cluster_color,animal_name_id,animal_name_label,animal_name_color,retro-seq_injection_roi_id,retro-seq_injection_roi_label,retro-seq_injection_roi_color,sex_id,sex_label,sex_color,sexual_experience_id,sexual_experience_label,sexual_experience_color,medical_conditions_id,medical_conditions_label,medical_conditions_color,cca_cluster_id,cca_cluster_label,cca_cluster_color
SM-GE4R1_S084_E1-50,14,Lhx1_2,#F29D0B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S150_E1-50,17,Slc32a1_2,#FF008B,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S151_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S153_E1-50,17,Slc32a1_2,#FF008B,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S191_E1-50,14,Lhx1_2,#F29D0B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S270_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S349_E1-50,19,Nfib_2 Car4,#8B008B,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S368_E1-50,1,SMC,#605F5F,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R1_S376_E1-50,9,Lhx9,#FE5B2B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S089_E1-50,9,Lhx9,#FE5B2B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S090_E1-50,9,Lhx9,#FE5B2B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S156_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S259_E1-50,9,Lhx9,#FE5B2B,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S279_E1-50,9,Lhx9,#FE5B2B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S373_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S378_E1-50,9,Lhx9,#FE5B2B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R2_S381_E1-50,14,Lhx1_2,#F29D0B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S073_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S079_E1-50,9,Lhx9,#FE5B2B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S080_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S081_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S082_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S084_E1-50,11,Tbx3_1 Tac2,#8F87DF,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S085_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S087_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S088_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S089_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S091_E1-50,9,Lhx9,#FE5B2B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S095_E1-50,9,Lhx9,#FE5B2B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S096_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S166_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S167_E1-50,17,Slc32a1_2,#FF008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S177_E1-50,10,Clic4,#F20BBF,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S178_E1-50,14,Lhx1_2,#F29D0B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S179_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S184_E1-50,99,Oligo Opalin 2,#4C796F,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S185_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S187_E1-50,14,Lhx1_2,#F29D0B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S188_E1-50,17,Slc32a1_2,#FF008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S189_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S268_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S269_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S272_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S281_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S282_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S283_E1-50,16,Irx5,#D91D96,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R3_S287_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R4_S015_E1-50,19,Nfib_2 Car4,#8B008B,33,444972,#456A99,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4R4_S201_E1-50,19,Nfib_2 Car4,#8B008B,32,444221,#0071CC,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S363_E1-50,17,Slc32a1_2,#FF008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S364_E1-50,17,Slc32a1_2,#FF008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S366_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S370_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S371_E1-50,15,Slc32a1_1 Nup62cl,#BF2B77,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4QH_S373_E1-50,19,Nfib_2 Car4,#8B008B,34,445710,#4D88FF,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S383_E1-50,17,Slc32a1_2,#FF008B,36,446573,#001199,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S382_E1-50,10,Clic4,#F20BBF,36,446573,#001199,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S381_E1-50,17,Slc32a1_2,#FF008B,36,446573,#001199,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S380_E1-50,99,Oligo Opalin 2,#4C796F,36,446573,#001199,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S360_E1-50,16,Irx5,#D91D96,36,446573,#001199,3,dPAG,#179917,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S359_E1-50,17,Slc32a1_2,#FF008B,36,446573,#001199,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S358_E1-50,15,Slc32a1_1 Nup62cl,#BF2B77,36,446573,#001199,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S352_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S347_E1-50,14,Lhx1_2,#F29D0B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S288_E1-50,12,Tbx3_2 Anxa2,#9F47FF,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S285_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S273_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S271_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S270_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S184_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S182_E1-50,17,Slc32a1_2,#FF008B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S177_E1-50,14,Lhx1_2,#F29D0B,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE4SI_S176_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,35,446572,#1F45CC,4,MPOA,#00FFFF,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S044_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S047_E1-50,9,Lhx9,#FE5B2B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S064_E1-50,19,Nfib_2 Car4,#8B008B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S065_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,38,457288,#4D3DCC,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S083_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,38,457288,#4D3DCC,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S122_E1-50,14,Lhx1_2,#F29D0B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S130_E1-50,9,Lhx9,#FE5B2B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S136_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S150_E1-50,19,Nfib_2 Car4,#8B008B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S162_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S234_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S279_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,38,457288,#4D3DCC,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S315_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S334_E1-50,13,Tbx3_3 Slc14a1,#AF67FF,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S335_E1-50,19,Nfib_2 Car4,#8B008B,37,453369,#7373FF,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S342_E1-50,19,Nfib_2 Car4,#8B008B,38,457288,#4D3DCC,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
SM-GE5Q6_S365_E1-50,17,Slc32a1_2,#FF008B,38,457288,#4D3DCC,6,lPAG,#992E99,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15034_S29_E1-50,18,Nfib_1 Prdm13,#9B408B,8,228204,#CC9F00,1,N/A,#FF7373,1,F,#FF7373,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S01,6,Oligo Opalin 1,#476662,2,179755,#CC4D3D,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S02,4,Micro Siglech,#598069,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S03,6,Oligo Opalin 1,#476662,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S04,6,Oligo Opalin 1,#476662,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S05,4,Micro Siglech,#598069,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S06,6,Oligo Opalin 1,#476662,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S07,99,Oligo Opalin 2,#4C796F,1,178937,#FF7373,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S27,18,Nfib_1 Prdm13,#9B408B,3,184099,#993417,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S29,18,Nfib_1 Prdm13,#9B408B,3,184099,#993417,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S38,5,Astro Aqp4,#665C47,3,184099,#993417,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S42,5,Astro Aqp4,#665C47,3,184099,#993417,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15053_E1-50_S43,99,Oligo Opalin 2,#4C796F,3,184099,#993417,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S26,17,Slc32a1_2,#FF008B,6,205027,#99692E,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S41,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S47,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S50,17,Slc32a1_2,#FF008B,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S54,8,Slc18a3,#FF2F3F,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S68,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15054_E1-50_S78,10,Clic4,#F20BBF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S01,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S05,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S06,8,Slc18a3,#FF2F3F,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S07,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S10,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S11,17,Slc32a1_2,#FF008B,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S15,8,Slc18a3,#FF2F3F,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S30,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S34,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S39,8,Slc18a3,#FF2F3F,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15055_E1-50_S43,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15056_E1-50_S05,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15056_E1-50_S06,12,Tbx3_2 Anxa2,#9F47FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15056_E1-50_S08,13,Tbx3_3 Slc14a1,#AF67FF,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
LS-15056_E1-50_S12,17,Slc32a1_2,#FF008B,5,203978,#CC8E5C,1,N/A,#FF7373,2,M,#3DCC3D,2,Naive,#3DCC3D,5,behavior - none,#5C5CCC,NA,NA,NA
